key,0,1,2,3,4,5,6,7,8,9,10,11
128,52,0,100,100,100,100,50,30,100,100,100,15
129,52,0,100,100,100,100,50,30,100,100,100,15
130,53,0,100,100,100,100,50,30,100,100,100,15
131,53,0,100,100,100,100,50,30,100,100,100,15
132,53,0,100,100,100,100,50,30,100,100,100,15
133,54,0,100,100,100,100,50,30,100,100,100,15
134,54,0,100,100,100,100,50,30,100,100,100,15
135,54,0,100,100,100,100,50,30,100,100,100,15
136,55,0,100,100,100,100,50,30,100,100,100,15
137,55,0,100,100,100,100,50,30,100,100,100,15
138,55,0,100,100,100,100,50,30,100,100,100,15
139,56,0,100,100,100,100,50,30,100,100,100,15
140,56,0,100,100,100,100,50,30,100,100,100,15
141,56,0,100,100,100,100,50,30,100,100,100,15
142,57,0,100,100,100,100,50,30,100,100,100,15
143,57,0,100,100,100,100,50,30,100,100,100,15
144,57,0,100,100,100,100,50,30,100,100,100,15
145,58,0,100,100,100,100,50,30,100,100,100,15
146,58,0,100,100,100,100,50,30,100,100,100,15
147,58,0,100,100,100,100,50,30,100,100,100,15
148,59,0,100,100,100,100,50,30,100,100,100,15
149,59,0,100,100,100,100,50,30,100,100,100,15
150,60,0,100,100,100,100,50,30,100,100,100,15
151,60,0,100,100,100,100,50,30,100,100,100,15
152,60,0,100,100,100,100,50,30,100,100,100,15
153,60,0,100,100,100,100,50,30,100,100,100,15
154,60,0,100,100,100,100,50,30,100,100,100,15
155,60,0,100,100,100,100,50,30,100,100,100,15
156,60,0,100,100,100,100,50,30,100,100,100,15
157,60,0,100,100,100,100,50,30,100,100,100,15
158,60,0,100,100,100,100,50,30,100,100,100,15
159,60,0,100,100,100,100,50,30,100,100,100,15
160,60,0,100,100,100,100,50,30,100,100,100,15
161,60,0,100,100,100,100,50,30,100,100,100,15
162,60,0,100,100,100,100,50,30,100,100,100,15
163,60,0,100,100,100,100,50,30,100,100,100,15
164,60,0,100,100,100,100,50,30,100,100,100,15
165,60,0,100,100,100,100,50,30,100,100,100,15
166,60,0,100,100,100,100,50,30,100,100,100,15
167,60,0,100,100,100,100,50,30,100,100,100,15
168,60,0,100,100,100,100,50,30,100,100,100,15
169,60,0,100,100,100,100,50,30,100,100,100,15
170,60,0,100,100,100,100,50,30,100,100,100,15
171,60,0,100,100,100,100,50,30,100,100,100,15
172,60,0,100,100,100,100,50,30,100,100,100,15
173,60,0,100,100,100,100,50,30,100,100,100,15
174,60,0,100,100,100,100,50,30,100,100,100,15
175,60,0,100,100,100,100,50,30,100,100,100,15
176,60,0,100,100,100,100,50,30,100,100,100,15
177,60,0,100,100,100,100,50,30,100,100,100,15
178,60,0,100,100,100,100,50,30,100,100,100,15
179,60,0,100,100,100,100,50,30,100,100,100,15
180,60,0,100,100,100,100,50,30,100,100,100,15
181,60,0,100,100,100,100,50,30,100,100,100,15
182,60,0,100,100,100,100,50,30,100,100,100,15
183,60,0,100,100,100,100,50,30,100,100,100,15
184,60,0,100,100,100,100,50,30,100,100,100,15
185,60,0,100,100,100,100,50,30,100,100,100,15
186,60,0,100,100,100,100,50,30,100,100,100,15
187,60,0,100,100,100,100,50,30,100,100,100,15
188,60,0,100,100,100,100,50,30,100,100,100,15
189,60,0,100,100,100,100,50,30,100,100,100,15
190,60,0,100,100,100,100,50,30,100,100,100,15
191,60,0,100,100,100,100,50,30,100,100,100,15
192,60,0,100,100,100,100,50,30,100,100,100,15
193,60,0,100,100,100,100,50,30,100,100,100,15
194,60,0,100,100,100,100,50,30,100,100,100,15
195,60,0,100,100,100,100,50,30,100,100,100,15
196,60,0,100,100,100,100,50,30,100,100,100,15
197,60,0,100,100,100,100,50,30,100,100,100,15
198,60,0,100,100,100,100,50,30,100,100,100,15
199,60,0,100,100,100,100,50,30,100,100,100,15
200,60,0,100,100,100,100,50,30,100,100,100,15
201,60,0,100,100,100,100,50,30,100,100,100,15
202,60,0,100,100,100,100,50,30,100,100,100,15
203,60,0,100,100,100,100,50,30,100,100,100,15
204,60,0,100,100,100,100,50,30,100,100,100,15
205,60,0,100,100,100,100,50,30,100,100,100,15
206,60,0,100,100,100,100,50,30,100,100,100,15
207,60,0,100,100,100,100,50,30,100,100,100,15
208,60,0,100,100,100,100,50,30,100,100,100,15
209,60,0,100,100,100,100,50,30,100,100,100,15
210,60,0,100,100,100,100,50,30,100,100,100,15
211,60,0,100,100,100,100,50,30,100,100,100,15
212,60,0,100,100,100,100,50,30,100,100,100,15
213,60,0,100,100,100,100,50,30,100,100,100,15
214,60,0,100,100,100,100,50,30,100,100,100,15
215,60,0,100,100,100,100,50,30,100,100,100,15
216,60,0,100,100,100,100,50,30,100,100,100,15
217,60,0,100,100,100,100,50,30,100,100,100,15
218,60,0,100,100,100,100,50,30,100,100,100,15
219,60,0,100,100,100,100,50,30,100,100,100,15
220,60,0,100,100,100,100,50,30,100,100,100,15
221,60,0,100,100,100,100,50,30,100,100,100,15
222,60,0,100,100,100,100,50,30,100,100,100,15
223,60,0,100,100,100,100,50,30,100,100,100,15
224,60,0,100,100,100,100,50,30,100,100,100,15
225,60,0,100,100,100,100,50,30,100,100,100,15
226,60,0,100,100,100,100,50,30,100,100,100,15
227,60,0,100,100,100,100,50,30,100,100,100,15
228,60,0,100,100,100,100,50,30,100,100,100,15
229,60,0,100,100,100,100,50,30,100,100,100,15
230,60,0,100,100,100,100,50,30,100,100,100,15
231,60,0,100,100,100,100,50,30,100,100,100,15
232,60,0,100,100,100,100,50,30,100,100,100,15
233,60,0,100,100,100,100,50,30,100,100,100,15
234,60,0,100,100,100,100,50,30,100,100,100,15
235,60,0,100,100,100,100,50,30,100,100,100,15
236,60,0,100,100,100,100,50,30,100,100,100,15
237,60,0,100,100,100,100,50,30,100,100,100,15
238,60,0,100,100,100,100,50,30,100,100,100,15
239,60,0,100,100,100,100,50,30,100,100,100,15
240,60,0,100,100,100,100,50,30,100,100,100,15
241,60,0,100,100,100,100,50,30,100,100,100,15
242,60,0,100,100,100,100,50,30,100,100,100,15
243,60,0,100,100,100,100,50,30,100,100,100,15
244,60,0,100,100,100,100,50,30,100,100,100,15
245,60,0,100,100,100,100,50,30,100,100,100,15
246,60,0,100,100,100,100,50,30,100,100,100,15
247,60,0,100,100,100,100,50,30,100,100,100,15
248,60,0,100,100,100,100,50,30,100,100,100,15
249,60,0,100,100,100,100,50,30,100,100,100,15
250,60,0,100,100,100,100,50,30,100,100,100,15
251,60,0,100,100,100,100,50,30,100,100,100,15
252,60,0,100,100,100,100,50,30,100,100,100,15
253,60,0,100,100,100,100,50,30,100,100,100,15
254,60,0,100,100,100,100,50,30,100,100,100,15
255,61,0,100,100,100,100,50,30,100,100,100,15
256,61,0,100,100,100,100,50,30,100,100,100,15
257,61,0,100,100,100,100,50,30,100,100,100,15
258,61,0,100,100,100,100,50,30,100,100,100,15
259,61,0,100,100,100,100,50,30,100,100,100,15
260,61,0,100,100,100,100,50,30,100,100,100,15
261,61,0,100,100,100,100,50,30,100,100,100,15
262,61,0,100,100,100,100,50,30,100,100,100,15
263,61,0,100,100,100,100,50,30,100,100,100,15
264,61,0,100,100,100,100,50,30,100,100,100,15
265,62,0,100,100,100,100,50,30,100,100,100,15
266,62,0,100,100,100,100,50,30,100,100,100,15
267,62,0,100,100,100,100,50,30,100,100,100,15
268,62,0,100,100,100,100,50,30,100,100,100,15
269,62,0,100,100,100,100,50,30,100,100,100,15
270,63,0,100,100,100,100,50,30,100,100,100,15
271,63,0,100,100,100,100,50,30,100,100,100,15
272,63,0,100,100,100,100,50,30,100,100,100,15
273,64,0,100,100,100,100,50,30,100,100,100,15
274,64,0,100,100,100,100,50,30,100,100,100,15
275,64,0,100,100,100,100,50,30,100,100,100,15
276,65,0,100,100,100,100,50,30,100,100,100,15
277,65,0,100,100,100,100,50,30,100,100,100,15
278,65,0,100,100,100,100,50,30,100,100,100,15
279,66,0,100,100,100,100,50,30,100,100,100,15
280,66,0,100,100,100,100,50,30,100,100,100,15
281,66,0,100,100,100,100,50,30,100,100,100,15
282,67,0,100,100,100,100,50,30,100,100,100,15
283,67,0,100,100,100,100,50,30,100,100,100,15
284,67,0,100,100,100,100,50,30,100,100,100,15
285,68,0,100,100,100,100,50,30,100,100,100,15
286,68,0,100,100,100,100,50,30,100,100,100,15
287,68,0,100,100,100,100,50,30,100,100,100,15
288,69,0,100,100,100,100,50,30,100,100,100,15
289,69,0,100,100,100,100,50,30,100,100,100,15
290,70,0,100,100,100,100,50,30,100,100,100,15
291,70,0,100,100,100,100,50,30,100,100,100,15
292,70,0,100,100,100,100,50,30,100,100,100,15
293,70,0,100,100,100,100,50,30,100,100,100,15
294,70,0,100,100,100,100,50,30,100,100,100,15
295,70,0,100,100,100,100,50,30,100,100,100,15
296,70,0,100,100,100,100,50,30,100,100,100,15
297,70,0,100,100,100,100,50,30,100,100,100,15
298,70,0,100,100,100,100,50,30,100,100,100,15
299,70,0,100,100,100,100,50,30,100,100,100,15
300,70,0,100,100,100,100,50,30,100,100,100,15
301,70,0,100,100,100,100,50,30,100,100,100,15
302,70,0,100,100,100,100,50,30,100,100,100,15
303,70,0,100,100,100,100,50,30,100,100,100,15
304,70,0,100,100,100,100,50,30,100,100,100,15
305,70,0,100,100,100,100,50,30,100,100,100,15
306,70,0,100,100,100,100,50,30,100,100,100,15
307,70,0,100,100,100,100,50,30,100,100,100,15
308,70,0,100,100,100,100,50,30,100,100,100,15
309,70,0,100,100,100,100,50,30,100,100,100,15
310,70,0,100,100,100,100,50,30,100,100,100,15
311,70,0,100,100,100,100,50,30,100,100,100,15
312,70,0,100,100,100,100,50,30,100,100,100,15
313,70,0,100,100,100,100,50,30,100,100,100,15
314,70,0,100,100,100,100,50,30,100,100,100,15
315,70,0,100,100,100,100,50,30,100,100,100,15
316,70,0,100,100,100,100,50,30,100,100,100,15
317,70,0,100,100,100,100,50,30,100,100,100,15
318,70,0,100,100,100,100,50,30,100,100,100,15
319,70,0,100,100,100,100,50,30,100,100,100,15
320,70,0,100,100,100,100,50,30,100,100,100,15
321,70,0,100,100,100,100,50,30,100,100,100,15
322,70,0,100,100,100,100,50,30,100,100,100,15
323,70,0,100,100,100,100,50,30,100,100,100,15
324,70,0,100,100,100,100,50,30,100,100,100,15
325,70,0,100,100,100,100,50,30,100,100,100,15
326,70,0,100,100,100,100,50,30,100,100,100,15
327,70,0,100,100,100,100,50,30,100,100,100,15
328,70,0,100,100,100,100,50,30,100,100,100,15
329,70,0,100,100,100,100,50,30,100,100,100,15
330,70,0,100,100,100,100,50,30,100,100,100,15
331,70,0,100,100,100,100,50,30,100,100,100,15
332,70,0,100,100,100,100,50,30,100,100,100,15
333,70,0,100,100,100,100,50,30,100,100,100,15
334,70,0,100,100,100,100,50,30,100,100,100,15
335,70,0,100,100,100,100,50,30,100,100,100,15
336,70,0,100,100,100,100,50,30,100,100,100,15
337,70,0,100,100,100,100,50,30,100,100,100,15
338,70,0,100,100,100,100,50,30,100,100,100,15
339,70,0,100,100,100,100,50,30,100,100,100,15
340,70,0,100,100,100,100,50,30,100,100,100,15
341,70,0,100,100,100,100,50,30,100,100,100,15
342,70,0,100,100,100,100,50,30,100,100,100,15
343,70,0,100,100,100,100,50,30,100,100,100,15
344,70,0,100,100,100,100,50,30,100,100,100,15
345,70,0,100,100,100,100,50,30,100,100,100,15
346,70,0,100,100,100,100,50,30,100,100,100,15
347,70,0,100,100,100,100,50,30,100,100,100,15
348,70,0,100,100,100,100,50,30,100,100,100,15
349,70,0,100,100,100,100,50,30,100,100,100,15
350,70,0,100,100,100,100,50,30,100,100,100,15
351,70,0,100,100,100,100,50,30,100,100,100,15
352,70,0,100,100,100,100,50,30,100,100,100,15
353,70,0,100,100,100,100,50,30,100,100,100,15
354,70,0,100,100,100,100,50,30,100,100,100,15
355,70,0,100,100,100,100,50,30,100,100,100,15
356,70,0,100,100,100,100,50,30,100,100,100,15
357,70,0,100,100,100,100,50,30,100,100,100,15
358,70,0,100,100,100,100,50,30,100,100,100,15
359,70,0,100,100,100,100,50,30,100,100,100,15
360,70,0,100,100,100,100,50,30,100,100,100,15
361,70,0,100,100,100,100,50,30,100,100,100,15
362,70,0,100,100,100,100,50,30,100,100,100,15
363,70,0,100,100,100,100,50,30,100,100,100,15
364,70,0,100,100,100,100,50,30,100,100,100,15
365,70,0,100,100,100,100,50,30,100,100,100,15
366,70,0,100,100,100,100,50,30,100,100,100,15
367,70,0,100,100,100,100,50,30,100,100,100,15
368,70,0,100,100,100,100,50,30,100,100,100,15
369,70,0,100,100,100,100,50,30,100,100,100,15
370,70,0,100,100,100,100,50,30,100,100,100,15
371,70,0,100,100,100,100,50,30,100,100,100,15
372,70,0,100,100,100,100,50,30,100,100,100,15
373,70,0,100,100,100,100,50,30,100,100,100,15
374,70,0,100,100,100,100,50,30,100,100,100,15
375,70,0,100,100,100,100,50,30,100,100,100,15
376,70,0,100,100,100,100,50,30,100,100,100,15
377,70,0,100,100,100,100,50,30,100,100,100,15
378,70,0,100,100,100,100,50,30,100,100,100,15
379,70,0,100,100,100,100,50,30,100,100,100,15
380,70,0,100,100,100,100,50,30,100,100,100,15
381,71,0,100,100,100,100,50,30,100,100,100,15
382,71,0,100,100,100,100,50,30,100,100,100,15
383,71,0,100,100,100,100,50,30,100,100,100,15
384,71,0,100,100,100,100,50,30,100,100,100,15
385,71,0,100,100,100,100,50,30,100,100,100,15
386,71,0,100,100,100,100,50,30,100,100,100,15
387,71,0,100,100,100,100,50,30,100,100,100,15
388,71,0,100,100,100,100,50,30,100,100,100,15
389,71,0,100,100,100,100,50,30,100,100,100,15
390,71,0,100,100,100,100,50,30,100,100,100,15
391,71,0,100,100,100,100,50,30,100,100,100,15
392,71,0,100,100,100,100,50,30,100,100,100,15
393,71,0,100,100,100,100,50,30,100,100,100,15
394,71,0,100,100,100,100,50,30,100,100,100,15
395,72,0,100,100,100,100,50,30,100,100,100,15
396,72,0,100,100,100,100,50,30,100,100,100,15
397,72,0,100,100,100,100,50,30,100,100,100,15
398,72,0,100,100,100,100,50,30,100,100,100,15
399,72,0,100,100,100,100,50,30,100,100,100,15
400,73,0,100,100,100,100,50,30,100,100,100,15
401,73,0,100,100,100,100,50,30,100,100,100,15
402,73,0,100,100,100,100,50,30,100,100,100,15
403,74,0,100,100,100,100,50,30,100,100,100,15
404,74,0,100,100,100,100,50,30,100,100,100,15
405,74,0,100,100,100,100,50,30,100,100,100,15
406,75,0,100,100,100,100,50,30,100,100,100,15
407,75,0,100,100,100,100,50,30,100,100,100,15
408,75,0,100,100,100,100,50,30,100,100,100,15
409,76,0,100,100,100,100,50,30,100,100,100,15
410,76,0,100,100,100,100,50,30,100,100,100,15
411,76,0,100,100,100,100,50,30,100,100,100,15
412,77,0,100,100,100,100,50,30,100,100,100,15
413,77,0,100,100,100,100,50,30,100,100,100,15
414,77,0,100,100,100,100,50,30,100,100,100,15
415,78,0,100,100,100,100,50,30,100,100,100,15
416,78,0,100,100,100,100,50,30,100,100,100,15
417,78,0,100,100,100,100,50,30,100,100,100,15
418,79,0,100,100,100,100,50,30,100,100,100,15
419,79,0,100,100,100,100,50,30,100,100,100,15
420,79,0,100,100,100,100,50,30,100,100,100,15
421,79,0,100,100,100,100,50,30,100,100,100,15
422,79,0,100,100,100,100,50,30,100,100,100,15
423,79,0,100,100,100,100,50,30,100,100,100,15
424,79,0,100,100,100,100,50,30,100,100,100,15
425,79,0,100,100,100,100,50,30,100,100,100,15
426,79,0,100,100,100,100,50,30,100,100,100,15
427,79,0,100,100,100,100,50,30,100,100,100,15
428,79,0,100,100,100,100,50,30,100,100,100,15
429,79,0,100,100,100,100,50,30,100,100,100,15
430,80,0,100,100,100,100,50,30,100,100,100,15
431,80,0,100,100,100,100,50,30,100,100,100,15
432,80,0,100,100,100,100,50,30,100,100,100,15
433,80,0,100,100,100,100,50,30,100,100,100,15
434,80,0,100,100,100,100,50,30,100,100,100,15
435,80,0,100,100,100,100,50,30,100,100,100,15
436,80,0,100,100,100,100,50,30,100,100,100,15
437,80,0,100,100,100,100,50,30,100,100,100,15
438,80,0,100,100,100,100,50,30,100,100,100,15
439,80,0,100,100,100,100,50,30,100,100,100,15
440,80,0,100,100,100,100,50,30,100,100,100,15
441,80,0,100,100,100,100,50,30,100,100,100,15
442,80,0,100,100,100,100,50,30,100,100,100,15
443,80,0,100,100,100,100,50,30,100,100,100,15
444,80,0,100,100,100,100,50,30,100,100,100,15
445,80,0,100,100,100,100,50,30,100,100,100,15
446,80,0,100,100,100,100,50,30,100,100,100,15
447,80,0,100,100,100,100,50,30,100,100,100,15
448,80,0,100,100,100,100,50,30,100,100,100,15
449,80,0,100,100,100,100,50,30,100,100,100,15
450,80,0,100,100,100,100,50,30,100,100,100,15
451,80,0,100,100,100,100,50,30,100,100,100,15
452,80,0,100,100,100,100,50,30,100,100,100,15
453,80,0,100,100,100,100,50,30,100,100,100,15
454,80,0,100,100,100,100,50,30,100,100,100,15
455,80,0,100,100,100,100,50,30,100,100,100,15
456,80,0,100,100,100,100,50,30,100,100,100,15
457,80,0,100,100,100,100,50,30,100,100,100,15
458,80,0,100,100,100,100,50,30,100,100,100,15
459,80,0,100,100,100,100,50,30,100,100,100,15
460,80,0,100,100,100,100,50,30,100,100,100,15
461,80,0,100,100,100,100,50,30,100,100,100,15
462,80,0,100,100,100,100,50,30,100,100,100,15
463,80,0,100,100,100,100,50,30,100,100,100,15
464,80,0,100,100,100,100,50,30,100,100,100,15
465,80,0,100,100,100,100,50,30,100,100,100,15
466,80,0,100,100,100,100,50,30,100,100,100,15
467,80,0,100,100,100,100,50,30,100,100,100,15
468,80,0,100,100,100,100,50,30,100,100,100,15
469,80,0,100,100,100,100,50,30,100,100,100,15
470,80,0,100,100,100,100,50,30,100,100,100,15
471,80,0,100,100,100,100,50,30,100,100,100,15
472,80,0,100,100,100,100,50,30,100,100,100,15
473,80,0,100,100,100,100,50,30,100,100,100,15
474,80,0,100,100,100,100,50,30,100,100,100,15
475,80,0,100,100,100,100,50,30,100,100,100,15
476,80,0,100,100,100,100,50,30,100,100,100,15
477,80,0,100,100,100,100,50,30,100,100,100,15
478,80,0,100,100,100,100,50,30,100,100,100,15
479,80,0,100,100,100,100,50,30,100,100,100,15
480,80,0,100,100,100,100,50,30,100,100,100,15
481,80,0,100,100,100,100,50,30,100,100,100,15
482,80,0,100,100,100,100,50,30,100,100,100,15
483,80,0,100,100,100,100,50,30,100,100,100,15
484,80,0,100,100,100,100,50,30,100,100,100,15
485,80,0,100,100,100,100,50,30,100,100,100,15
486,80,0,100,100,100,100,50,30,100,100,100,15
487,80,0,100,100,100,100,50,30,100,100,100,15
488,80,0,100,100,100,100,50,30,100,100,100,15
489,80,0,100,100,100,100,50,30,100,100,100,15
490,80,0,100,100,100,100,50,30,100,100,100,15
491,80,0,100,100,100,100,50,30,100,100,100,15
492,80,0,100,100,100,100,50,30,100,100,100,15
493,80,0,100,100,100,100,50,30,100,100,100,15
494,80,0,100,100,100,100,50,30,100,100,100,15
495,80,0,100,100,100,100,50,30,100,100,100,15
496,80,0,100,100,100,100,50,30,100,100,100,15
497,80,0,100,100,100,100,50,30,100,100,100,15
498,80,0,100,100,100,100,50,30,100,100,100,15
499,80,0,100,100,100,100,50,30,100,100,100,15
500,80,0,100,100,100,100,50,30,100,100,100,15
501,80,0,100,100,100,100,50,30,100,100,100,15
502,80,0,100,100,100,100,50,30,100,100,100,15
503,80,0,100,100,100,100,50,30,100,100,100,15
504,80,0,100,100,100,100,50,30,100,100,100,15
505,80,0,100,100,100,100,50,30,100,100,100,15
506,80,0,100,100,100,100,50,30,100,100,100,15
507,80,0,100,100,100,100,50,30,100,100,100,15
508,80,0,100,100,100,100,50,30,100,100,100,15
509,80,0,100,100,100,100,50,30,100,100,100,15
510,80,0,100,100,100,100,50,30,100,100,100,15
511,80,0,100,100,100,100,50,30,100,100,100,15
512,80,0,100,100,100,100,50,30,100,100,100,15
513,80,0,100,100,100,100,50,30,100,100,100,15
514,80,0,100,100,100,100,50,30,100,100,100,15
515,80,0,100,100,100,100,50,30,100,100,100,15
516,80,0,100,100,100,100,50,30,100,100,100,15
517,81,0,100,100,100,100,50,30,100,100,100,15
518,81,0,100,100,100,100,50,30,100,100,100,15
519,81,0,100,100,100,100,50,30,100,100,100,15
520,82,0,100,100,100,100,50,30,100,100,100,15
521,82,0,100,100,100,100,50,30,100,100,100,15
522,82,0,100,100,100,100,50,30,100,100,100,15
523,82,0,100,100,100,100,50,30,100,100,100,15
524,82,0,100,100,100,100,50,30,100,100,100,15
525,83,0,100,100,100,100,50,30,100,100,100,15
526,83,0,100,100,100,100,50,30,100,100,100,15
527,83,0,100,100,100,100,50,30,100,100,100,15
528,83,0,100,100,100,100,50,30,100,100,100,15
529,83,0,100,100,100,100,50,30,100,100,100,15
530,84,0,100,100,100,100,50,30,100,100,100,15
531,84,0,100,100,100,100,50,30,100,100,100,15
