key,0,1,2
5.15,"ENpcBase#1032483",0,0
5.16,"ENpcBase#1032486",0,0
5.17,"ENpcBase#1032462",0,1
5.18,"ENpcBase#1032476",0,1
6.0,"ENpcBase#1032052",0,0
6.1,"ENpcBase#1032424",0,0
6.2,"ENpcBase#1032425",0,0
6.3,"ENpcBase#1032061",0,0
6.4,"ENpcBase#1032062",0,0
6.5,"ENpcBase#1032050",0,0
6.6,"ENpcBase#1032063",0,0
6.7,"ENpcBase#1032459",0,0
6.8,"ENpcBase#1032460",0,0
6.9,"ENpcBase#1032461",0,0
6.10,"ENpcBase#1032463",0,0
6.11,"ENpcBase#1032464",0,0
6.12,"ENpcBase#1032465",0,0
6.13,"ENpcBase#1032481",0,0
6.14,"ENpcBase#1032482",0,0
6.15,"ENpcBase#1032483",0,0
6.16,"ENpcBase#1032486",0,0
6.17,"ENpcBase#1032462",0,1
6.18,"ENpcBase#1032476",0,1
7.0,"ENpcBase#1032052",0,0
7.1,"ENpcBase#1032422",0,0
7.2,"ENpcBase#1032423",0,0
7.3,"ENpcBase#1032416",0,0
7.4,"ENpcBase#1032417",0,0
7.5,"ENpcBase#1032418",0,0
7.6,"ENpcBase#1032419",0,0
7.7,"ENpcBase#1032420",0,0
7.8,"ENpcBase#1032051",0,0
7.9,"ENpcBase#1032457",0,0
7.10,"ENpcBase#1032458",0,0
7.11,"ENpcBase#1032459",0,0
7.12,"ENpcBase#1032460",0,0
7.13,"ENpcBase#1032461",0,0
7.14,"ENpcBase#1032469",0,0
7.15,"ENpcBase#1032470",0,0
7.16,"ENpcBase#1032471",0,0
7.17,"ENpcBase#1032462",0,1
7.18,"ENpcBase#1032476",0,1
8.0,"ENpcBase#1032052",0,0
8.1,"ENpcBase#1032422",0,0
8.2,"ENpcBase#1032423",0,0
8.3,"ENpcBase#1032416",0,0
8.4,"ENpcBase#1032417",0,0
8.5,"ENpcBase#1032418",0,0
8.6,"ENpcBase#1032419",0,0
8.7,"ENpcBase#1032420",0,0
8.8,"ENpcBase#1032051",0,0
8.9,"ENpcBase#1032459",0,0
8.10,"ENpcBase#1032460",0,0
8.11,"ENpcBase#1032461",0,0
8.12,"ENpcBase#1032469",0,0
8.13,"ENpcBase#1032470",0,0
8.14,"ENpcBase#1032471",0,0
8.15,"ENpcBase#1032481",0,0
8.16,"ENpcBase#1032482",0,0
8.17,"ENpcBase#1032483",0,0
8.18,"ENpcBase#1032462",0,1
8.19,"ENpcBase#1032476",0,1
9.0,"ENpcBase#1032052",0,0
9.1,"ENpcBase#1032422",0,0
9.2,"ENpcBase#1032423",0,0
9.3,"ENpcBase#1032416",0,0
9.4,"ENpcBase#1032417",0,0
9.5,"ENpcBase#1032418",0,0
9.6,"ENpcBase#1032419",0,0
9.7,"ENpcBase#1032420",0,0
9.8,"ENpcBase#1032051",0,0
9.9,"ENpcBase#1032459",0,0
9.10,"ENpcBase#1032460",0,0
9.11,"ENpcBase#1032461",0,0
9.12,"ENpcBase#1032469",0,0
9.13,"ENpcBase#1032470",0,0
9.14,"ENpcBase#1032471",0,0
9.15,"ENpcBase#1032481",0,0
9.16,"ENpcBase#1032482",0,0
9.17,"ENpcBase#1032483",0,0
9.18,"ENpcBase#1032462",0,1
9.19,"ENpcBase#1032476",0,1
10.0,"ENpcBase#1032048",0,0
10.1,"ENpcBase#1032053",0,0
10.2,"ENpcBase#1032054",0,0
10.3,"ENpcBase#1032055",0,0
10.4,"ENpcBase#1032065",0,101
10.5,"ENpcBase#1032066",0,0
10.6,"ENpcBase#1032067",0,1
10.7,"ENpcBase#1032068",0,101
10.8,"ENpcBase#1032069",0,1
10.9,"ENpcBase#1032070",0,1
10.10,"ENpcBase#1032052",0,0
10.11,"ENpcBase#1032422",0,0
10.12,"ENpcBase#1032423",0,0
10.13,"ENpcBase#1032474",0,0
10.14,"ENpcBase#1032475",0,0
10.15,"ENpcBase#1032462",0,1
10.16,"ENpcBase#1032472",0,0
10.17,"ENpcBase#1032473",0,0
10.18,"ENpcBase#1032476",0,10
