key,0,1,2,3,4,5,6,7
8,3,"ui/icon/063000/063808.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>水
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","水属性を操作する青魔法の代表格。
強力な魔力によって周囲の水分を操作し、大量の水泡を現出させ敵を包み込む。さらに有毒成分を織り交ぜることで、浴びた敵の肉体を蝕むのだ。",4,"アマジナ杯闘技会決勝戦",,
9,11,"ui/icon/063000/063809.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>土
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","土属性の魔法生物が用いる青魔法。
魔法的なエーテル操作によって、局所的な地震を引き起こす。魔力に優れた者が使用すると、地盤が隆起したように見えるという。",4,"騒乱坑道 カッパーベル銅山 (Hard)",,
10,18,"ui/icon/063000/063810.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","トレントなどの草木綱の魔物が使用する青魔法。
どんぐり状の魔力塊をバラ撒いて連鎖的に爆発させつつ、催眠効果のある成分を散布する。樹液を狙う百蟲綱の魔物から身を護るために編み出されたようだ。",1,"タイタン討伐戦",,
11,12,"ui/icon/063000/063811.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","野生生物が持つ闘争本能。
怒りの感情によって魔力を増幅し、通常よりも戦闘能力を高めるもの。これを青魔道士が応用すれば、魔法攻撃の威力を高めることができるだろう。",1,"三つ巴の巨人族を制し、遺物を守れ！",,
12,41,"ui/icon/063000/063812.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","主にソウルフレアが用いる精神攻撃魔法。
対象に身体を斬り刻まれたと錯覚させ、ときに麻痺を伴う肉体的ダメージを与える。妨害行為に長けた忍術兵ブラスターも使用するらしい。",4,"地下霊殿 タムタラの墓所","青息吐息","青は藍より出でて"
13,17,"ui/icon/063000/063813.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","バットやチゴーが用いる青魔法。
血液を通じて対象の生命力たるエーテルを吸収し、自身の魔力を充填する。当初は、養分とするための吸血行為が長い時をかけて進化したものと推測される。",1,"禁書回収 グブラ幻想図書館","青は藍より出でて","マスク・ザ・ブルー誕生"
14,19,"ui/icon/063000/063814.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>火
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","ゴブリン族の爆弾投げを模した青魔法。
彼らの爆弾は火薬に魔力を添加することで、爆発力を高めているらしい。これを青魔法的に模倣することで、幻影の爆弾で燃焼攻撃を行う。",1,"武装聖域 ワンダラーパレス (Hard)",,
15,36,"ui/icon/063000/063815.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>物理・突
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","サボテンダーが得意とする針を放射する攻撃。
ただし、実際に針を飛ばしているのではなく、細かな魔力塊を勢いよく放射することで、針に刺されたような痛みを与えるだけである。",1,"ギルガメを捕獲せよ！","青天の霹靂","青雲の志"
16,5,"ui/icon/063000/063816.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>物理・突
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","魔導兵器の攻撃手段を模した青魔法。
魔力の奔流に回転力を与えることで、おそるべき貫通力を実現する。元が削岩機を応用した兵器だけに、石化した相手には高い効果が期待できるだろう。",1,"有毒妖花を駆除せよ！",,
17,27,"ui/icon/063000/063817.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","ダハーカなどの妖異が用いる攻撃手段。
眼球を魔法陣に見立てて魔力を凝縮し、悪意と共に練り上げて放射する。したがって、敵から多くの敵意を集めることになるだろう。",4,"邪教排撃 古城アムダプール",,
18,15,"ui/icon/063000/063818.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>物理・斬
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","トンベリが使用する青魔法。
恨みつらみの感情を魔力によって束ねることで、武器の切断力を高めて斬りつける。身動きがとれない相手は、その一撃に恐怖するはずだ。",4,"旅神聖域 ワンダラーパレス",,
19,7,"ui/icon/063000/063819.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","転移魔法の一種。
自身の魔力を場に流すことで簡易的な地脈を創り出し、それを利用して転移を行う。極めて短距離しか移動できないが、緊急回避などに役立つ。",1,"有毒妖花を駆除せよ！",,
20,2,"ui/icon/063000/063820.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>火
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","火炎を自身の前方に放射する青魔法。
呪術ファイアと似た原理で、火属性のエーテルを放射して発火現象を引き出す。可燃性の高い液体を放射し、着火して似た現象を起こす兵器も存在する。",4,"盟友支援 ブレイフロクスの野営地 (Hard)",,
21,23,"ui/icon/063000/063821.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","キキルン族が得意とする青魔法。
獰猛な肉食獣から身を護るために編み出されたもので、魔力を貯めて手のひらを打つことで衝撃波を発生させ、相手をひるませることができる。",1,"幻龍残骸 黙約の塔","青雲の志","青息吐息"
22,10,"ui/icon/063000/063822.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>雷
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","サイクロプスが発する怪光線。
原理としては怪視線と似ており、眼球を魔法陣に見立てて魔法を発する。ただし、こちらの方が収束率が高く、雷に打たれたように敵を麻痺させることが可能。",4,"霧中行軍 オーラムヴェイル","二代目マスク・ザ・ブルー","青天の霹靂"
23,35,"ui/icon/063000/063823.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","誘導兵器「ミサイル」を模した青魔法。
エーテル操作により擬似的なミサイルを創り出して発射する。着弾時に衝撃を与えるため、頑強な敵ほど、大きなダメージを与えることが可能。",4,"真ギルガメッシュ討滅戦",,
24,13,"ui/icon/063000/063824.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","原始的な治癒魔法。
清らかなエーテルを風に乗せて、周囲に放射する。自身のみならず周囲の者にも高い治癒効果を発揮するが、莫大な魔力を消耗してしまう。",2,"",,
25,8,"ui/icon/063000/063825.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>物理・突
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","ヴェスパが用いる最期のひと刺し。
自身の生命力のすべてを魔力に変換することで、強力な毒素を生成し、敵の体内に注入する。死なばもろともの気概がなければ、使用してはならない。",1,"武装聖域 ワンダラーパレス (Hard)",,
26,21,"ui/icon/063000/063826.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>火
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","ボムの代名詞とも言うべき青魔法。
命を構成するエーテルを、すべて火属性の魔力に変換して大爆発を引き起こす。なお、脂まみれの状態で使えば、さらに高い火力を引き出せるだろう。",1,"集団戦訓練をくぐり抜けろ！",,
27,22,"ui/icon/063000/063827.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","新大陸の死霊が用いるという青魔法。
自己の生命力と魔力のすべてを他者に分け与え、命がけで相手を癒やす。我が身を犠牲にしなければならないが、仲間を全快させることができるだろう。",2,"",,
28,32,"ui/icon/063000/063828.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","ギガントードが用いる青魔法。
油分豊富な脂を塗りつけることで、敵の攻撃をヌラリヌラリと回避する。やや不快な技ではあるが、一部には熱烈な愛好者もいるらしい。",1,"集団戦訓練をくぐり抜けろ！",,
29,20,"ui/icon/063000/063829.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","新大陸の巨人種族が用いる青魔法。
原始的な呪いの一種であり、敵の精神を蝕むことで防御姿勢を崩させる。こうして無防備にさせた後、攻撃を続行すると効果的だろう。",2,"",,
30,31,"ui/icon/063000/063830.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>物理・打
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","ギガントードが得意とする青魔法。
本来は粘着性の高い舌を伸ばし、離れた場所にいる獲物を絡め取り、捕食する技である。その能力を幻影の舌を創ることで模倣したのが、この青魔法だ。",1,"集団戦訓練をくぐり抜けろ！",,
31,40,"ui/icon/063000/063831.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","カーラボスが用いる青魔法。
尾の先に魔力を凝縮してから、渦巻くエーテルの奔流を放ち、敵の生命力を蝕む。高度なエーテル操作力を求められるため、成功させるのは難しい。",4,"逆襲要害 サスタシャ浸食洞 (Hard)",,
32,14,"ui/icon/063000/063832.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","アーリマンなどの妖異が用いる呪詛。
ある特定の成長段階にある者を対象に、その心の隙を突いて精神を汚染し、生命活動を停止させる。ところで「レベル」とは何なのだろうか。",4,"名門屋敷 ハウケタ御用邸",,
33,39,"ui/icon/063000/063833.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","新大陸の妖異が用いるという青魔法。
月を信仰する少数部族の「神」として君臨していたこの妖異は、信徒たちを支配するため、精神を高揚させる効果のある笛の音を利用していたとされている。",2,"",,
34,42,"ui/icon/063000/063834.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","新大陸の妖異が用いるという青魔法。
強力な呪詛の一種であり、敵対者に対して命脈が間もなく尽きることを宣告し、暗示をかけて呪い殺す。ただし、命を左右する効果だけに成功率は低い。",2,"",,
35,30,"ui/icon/063000/063835.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","新大陸の海洋生物が用いるという青魔法。
薄い皮膜を持つこの生物は、身を護るためにエーテル操作能力を発達させてきた。攻撃に用いるエーテルを防御に割き、自身を保護する魔法障壁を創り出すのである。",2,"",,
36,16,"ui/icon/063000/063836.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>氷
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","一部の妖異が用いる青魔法。
術者自身にかける呪詛であり、攻撃してきた者に対して、その敵意を氷属性のエーテルへと変換し、幻の氷柱として反射させる。",1,"不気味な陣形を組む妖異をせん滅せよ！",,
37,33,"ui/icon/063000/063837.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>氷
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","キマイラが用いる青魔法。
合成に用いられた極北地域原産の山羊が、ブリザードから身を護るために発展させた氷属性のエーテル操作能力を、攻撃に転用したものらしい。",4,"流砂迷宮 カッターズクライ",,
38,34,"ui/icon/063000/063838.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>雷
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","キマイラが用いる青魔法。
雷属性のエーテル操作を得意とするドラゴン族が、合成に用いられた結果、キマイラが獲得した能力らしい。周囲に激しい放電現象を引き起こす。",4,"流砂迷宮 カッターズクライ",,
39,43,"ui/icon/063000/063839.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","サラマンダーが得意とする青魔法。
魔力放射に伴う発光現象を利用し、敵の視力を一時的に奪う。その際、害意を光に忍ばせて乱反射させることで、魔力に過敏な状態にしてしまうようだ。",1,"極王モグル・モグXII世討滅戦",,
