key,0,1,2,3,4,5,6,7,8,9,10
917593,"製作依頼：輸出用の板金鎧","CraftLeveTalk#8",0,3045,1,0,0,0,0,0,0
917594,"調達依頼：船乗り向けの調理道具","CraftLeveTalk#11",0,2497,1,0,0,0,0,0,0
917595,"製作依頼：ウルダハで売る調理道具","CraftLeveTalk#10",0,2495,1,0,0,0,0,0,0
917596,"製作依頼：ウルダハで売る蒸留器","CraftLeveTalk#10",0,2470,1,0,0,0,0,0,0
917597,"調達依頼：拳闘試合用のガントレット","CraftLeveTalk#8",0,3544,1,0,0,0,0,0,0
917598,"製作依頼：船上戦闘用の円盾","CraftLeveTalk#11",0,2236,1,0,0,0,0,0,0
917599,"製作依頼：船上戦闘用の籠手","CraftLeveTalk#11",0,3563,1,0,0,0,0,0,0
917600,"調達依頼：醸造家向けの蒸留器","CraftLeveTalk#8",0,2471,1,0,0,0,0,0,0
917601,"製作依頼：調理師ギルド向けのククルマス","CraftLeveTalk#8",0,4855,5,0,0,0,0,0,0
917602,"製作依頼：酒宴用の焼き魚","CraftLeveTalk#8",0,4661,3,0,0,0,0,0,0
917603,"調達依頼：未来の人気商品","CraftLeveTalk#10",0,4641,3,0,0,0,0,0,0
917604,"製作依頼：接待用のオムレツ","CraftLeveTalk#8",0,4651,3,0,0,0,0,0,0
917605,"製作依頼：船長を称える料理","CraftLeveTalk#8",0,4667,3,0,0,0,0,0,0
917606,"調達依頼：商船に積む食料","CraftLeveTalk#11",0,4697,3,0,0,0,0,0,0
917607,"製作依頼：交渉で供する料理","CraftLeveTalk#10",0,4640,3,0,0,0,0,0,0
917608,"製作依頼：交易船向け塩漬け魚","CraftLeveTalk#10",0,4666,3,0,0,0,0,0,0
917609,"調達依頼：船乗り向けの根菜料理","CraftLeveTalk#8",0,4682,3,0,0,0,0,0,0
917610,"製作依頼：輸出用の精油","CraftLeveTalk#11",0,4858,5,0,0,0,0,0,0
917611,"製作依頼：ハ・ランボロ船長の好物","CraftLeveTalk#11",0,4690,3,0,0,0,0,0,0
917612,"調達依頼：職人への差し入れ","CraftLeveTalk#8",0,4709,3,0,0,0,0,0,0
917613,"製作依頼：人気剣闘士風の耳飾り","CraftLeveTalk#13",0,4198,1,0,0,0,0,0,0
917614,"製作依頼：護身用の耳飾り","CraftLeveTalk#13",0,4204,1,0,0,0,0,0,0
917615,"調達依頼：献納用のスタッフ","CraftLeveTalk#15",0,2108,1,0,0,0,0,0,0
917616,"製作依頼：特別報酬の縫い針","CraftLeveTalk#15",0,2445,1,0,0,0,0,0,0
917617,"製作依頼：銅刃団向けの喉鎧","CraftLeveTalk#15",0,4309,1,0,0,0,0,0,0
917618,"調達依頼：細密画師に贈る眼鏡","CraftLeveTalk#13",0,2668,1,0,0,0,0,0,0
917619,"製作依頼：職人向けの腕輪","CraftLeveTalk#13",0,4095,1,0,0,0,0,0,0
917620,"製作依頼：安価な黄銅の指輪","CraftLeveTalk#13",0,4430,1,0,0,0,0,0,0
917621,"調達依頼：副葬品のサークレット","CraftLeveTalk#16",0,2685,1,0,0,0,0,0,0
917622,"製作依頼：天幕修理用の縫い針","CraftLeveTalk#16",0,2444,1,0,0,0,0,0,0
917623,"製作依頼：金色に輝く指輪","CraftLeveTalk#16",0,4431,1,0,0,0,0,0,0
917624,"調達依頼：グリダニア向けのサークレット","CraftLeveTalk#13",0,2687,1,0,0,0,0,0,0
917625,"製作依頼：粗品用の麦わら帽子","CraftLeveTalk#13",0,2658,1,0,0,0,0,0,0
917626,"製作依頼：採掘師向けのスカーフ","CraftLeveTalk#13",0,2670,1,0,0,0,0,0,0
917627,"調達依頼：交易商人向けのターバン","CraftLeveTalk#15",0,2665,1,0,0,0,0,0,0
917628,"製作依頼：技師に贈るグローブ","CraftLeveTalk#15",0,3539,1,0,0,0,0,0,0
917629,"製作依頼：輸出用の手袋","CraftLeveTalk#15",0,3543,1,0,0,0,0,0,0
917630,"調達依頼：グリダニア向けの麦わら帽子","CraftLeveTalk#13",0,2666,1,0,0,0,0,0,0
917631,"製作依頼：グリダニア向けのチュニック","CraftLeveTalk#13",0,3023,1,0,0,0,0,0,0
917632,"製作依頼：グリダニア向けのズボン","CraftLeveTalk#13",0,3341,1,0,0,0,0,0,0
917633,"調達依頼：副葬品のクルタ","CraftLeveTalk#16",0,3041,1,0,0,0,0,0,0
917634,"製作依頼：長旅用のトラウザー","CraftLeveTalk#16",0,3325,1,0,0,0,0,0,0
917635,"製作依頼：職人向けの手袋","CraftLeveTalk#16",0,3561,1,0,0,0,0,0,0
917636,"調達依頼：採掘師向けのダブレット","CraftLeveTalk#13",0,3064,1,0,0,0,0,0,0
917637,"製作依頼：新規事業用のワンド","CraftLeveTalk#13",0,1960,1,0,0,0,0,0,0
917638,"製作依頼：呪術士ギルド向けのエーテル","CraftLeveTalk#13",0,4555,3,0,0,0,0,0,0
917639,"調達依頼：社内研修用の魔道書","CraftLeveTalk#15",0,2146,1,0,0,0,0,0,0
917640,"製作依頼：荷運び人の携行薬","CraftLeveTalk#15",0,4551,3,0,0,0,0,0,0
917641,"製作依頼：新農法用の錬金薬","CraftLeveTalk#15",0,5471,3,0,0,0,0,0,0
917642,"調達依頼：新居住地用の瓦","CraftLeveTalk#13",0,7015,3,0,0,0,0,0,0
917643,"製作依頼：冒険者向けアッシュワンド","CraftLeveTalk#13",0,1961,1,0,0,0,0,0,0
917644,"製作依頼：魔道書の在庫確保","CraftLeveTalk#13",0,2149,1,0,0,0,0,0,0
917645,"調達依頼：嘆く者への錬金薬","CraftLeveTalk#16",0,4596,3,0,0,0,0,0,0
917646,"製作依頼：故人に捧げる魔道書","CraftLeveTalk#16",0,2147,1,0,0,0,0,0,0
917647,"製作依頼：悲しむ者への錬金薬","CraftLeveTalk#16",0,4598,3,0,0,0,0,0,0
917648,"調達依頼：拳闘士用の錬金薬","CraftLeveTalk#13",0,4594,3,0,0,0,0,0,0
917649,"製作依頼：双蛇党の訓練用長槍","CraftLeveTalk#6",0,1820,1,0,0,0,0,0,0
917650,"製作依頼：安価な木靴","CraftLeveTalk#6",0,3763,1,0,0,0,0,0,0
917651,"調達依頼：新米工兵用の木靴","CraftLeveTalk#7",0,3742,1,0,0,0,0,0,0
917652,"製作依頼：双蛇党の訓練用長弓","CraftLeveTalk#6",0,1892,1,0,0,0,0,0,0
917653,"製作依頼：冒険者用の木盾","CraftLeveTalk#6",0,2228,1,0,0,0,0,0,0
917654,"調達依頼：新米衛生兵用の幻具","CraftLeveTalk#7",0,1997,1,0,0,0,0,0,0
917655,"製作依頼：新米斥候用の短弓","CraftLeveTalk#7",0,1891,1,0,0,0,0,0,0
917656,"製作依頼：新米衛士用の木盾","CraftLeveTalk#7",0,2219,1,0,0,0,0,0,0
917657,"調達依頼：楽器用のメープル材","CraftLeveTalk#6",0,5361,3,0,0,0,0,0,0
917658,"製作依頼：新兵訓練用の長槍","CraftLeveTalk#7",0,1821,1,0,0,0,0,0,0
917659,"製作依頼：模擬戦用の木剣","CraftLeveTalk#7",0,1604,1,0,0,0,0,0,0
917660,"調達依頼：安価な幻具","CraftLeveTalk#6",0,1996,1,0,0,0,0,0,0
917661,"製作依頼：職人向け革頭巾","CraftLeveTalk#6",0,2631,1,0,0,0,0,0,0
917662,"製作依頼：革製の腕輪","CraftLeveTalk#6",0,3516,1,0,0,0,0,0,0
917663,"調達依頼：新兵訓練用の革靴","CraftLeveTalk#7",0,3740,1,0,0,0,0,0,0
917664,"製作依頼：安価なリストバンド","CraftLeveTalk#6",0,4092,1,0,0,0,0,0,0
917665,"製作依頼：鍛錬用の格闘武器","CraftLeveTalk#6",0,1682,1,0,0,0,0,0,0
917666,"調達依頼：新米斥候用の長靴","CraftLeveTalk#7",0,3765,1,0,0,0,0,0,0
917667,"製作依頼：新米輜重兵用のポーチ","CraftLeveTalk#7",0,3959,1,0,0,0,0,0,0
917668,"製作依頼：訓練用の首輪","CraftLeveTalk#7",0,4304,1,0,0,0,0,0,0
917669,"調達依頼：練習用のなめし革","CraftLeveTalk#6",0,5275,3,0,0,0,0,0,0
917670,"製作依頼：新兵訓練用の手袋","CraftLeveTalk#7",0,3534,1,0,0,0,0,0,0
917671,"製作依頼：訓練用の革兜","CraftLeveTalk#7",0,2654,1,0,0,0,0,0,0
917672,"調達依頼：猟師向けの皮手袋","CraftLeveTalk#6",0,3530,1,0,0,0,0,0,0
917673,"製作依頼：白蛇柄の円盾","CraftLeveTalk#6",0,2246,1,0,0,0,0,0,0
917674,"調達依頼：銀に輝くフォーク","CraftLeveTalk#5",0,1836,1,0,0,0,0,0,0
917675,"大口依頼：高級家具用の木材","CraftLeveTalk#6",2,5371,5,0,0,0,0,0,0
917676,"製作依頼：義勇兵訓練用の木剣","CraftLeveTalk#5",0,1627,1,0,0,0,0,0,0
917677,"製作依頼：鬼哭隊向けの長槍","CraftLeveTalk#5",0,1845,1,0,0,0,0,0,0
917678,"大口依頼：義勇兵向けの幻具","CraftLeveTalk#5",2,2011,1,2011,1,2011,1,0,0
917679,"調達依頼：お礼の品の木剣","CraftLeveTalk#12",0,1637,1,0,0,0,0,0,0
917680,"製作依頼：競技会入賞者用の弓","CraftLeveTalk#6",0,1915,1,0,0,0,0,0,0
917681,"大口依頼：儀礼式典用の長槍","CraftLeveTalk#6",2,1845,1,1845,1,1845,1,0,0
917682,"製作依頼：狩猟用の長弓","CraftLeveTalk#12",0,1917,1,0,0,0,0,0,0
917683,"製作依頼：熟練傭兵用の長槍","CraftLeveTalk#12",0,1847,1,0,0,0,0,0,0
917684,"大口依頼：黒渦団に寄付する長槍","CraftLeveTalk#12",2,1838,1,1838,1,1838,1,0,0
917685,"調達依頼：グリダニア風の長槍","CraftLeveTalk#18",0,1850,1,0,0,0,0,0,0
917686,"製作依頼：オーク製の幻具","CraftLeveTalk#6",0,2026,1,0,0,0,0,0,0
917687,"大口依頼：古式ゆかしい木剣","CraftLeveTalk#6",2,1637,1,1637,1,1637,1,0,0
917688,"製作依頼：チョコボ弓騎兵用の弓","CraftLeveTalk#18",0,1920,1,0,0,0,0,0,0
917689,"製作依頼：寒冷地向けの木靴","CraftLeveTalk#18",0,3870,1,0,0,0,0,0,0
917690,"大口依頼：デュランデル家向けの弓","CraftLeveTalk#18",2,1915,1,1915,1,1915,1,0,0
917691,"調達依頼：騎兵団向けの槍斧","CraftLeveTalk#19",0,1862,1,0,0,0,0,0,0
917692,"製作依頼：翡翠をあしらった幻具","CraftLeveTalk#6",0,2039,1,0,0,0,0,0,0
917693,"大口依頼：輸出用の糸車","CraftLeveTalk#6",2,2464,1,2464,1,2464,1,0,0
917694,"製作依頼：熟練騎兵向けの合成弓","CraftLeveTalk#19",0,1925,1,0,0,0,0,0,0
917695,"製作依頼：騎兵団向けの回転砥石","CraftLeveTalk#19",0,2413,1,0,0,0,0,0,0
917696,"大口依頼：騎兵団向けの騎槍","CraftLeveTalk#19",2,1855,1,1855,1,1855,1,0,0
917697,"調達依頼：クリスタルの除去道具","CraftLeveTalk#20",0,1867,1,0,0,0,0,0,0
917698,"製作依頼：美女が残した木靴","CraftLeveTalk#6",0,3908,1,0,0,0,0,0,0
917699,"大口依頼：高級家具用の木材","CraftLeveTalk#6",2,5374,5,0,0,0,0,0,0
917700,"製作依頼：報酬用の合成弓","CraftLeveTalk#20",0,1942,1,0,0,0,0,0,0
917701,"製作依頼：傭兵向けの弓","CraftLeveTalk#20",0,1937,1,0,0,0,0,0,0
917702,"大口依頼：古代魔法実験用の杖","CraftLeveTalk#20",2,2039,1,2039,1,2039,1,0,0
917703,"製作依頼：大山羊革張りの盾","CraftLeveTalk#6",0,2250,1,0,0,0,0,0,0
917704,"調達依頼：冒険者に贈る腕輪","CraftLeveTalk#5",0,4106,1,0,0,0,0,0,0
917705,"大口依頼：航海士用の革ベルト","CraftLeveTalk#6",2,3983,1,3983,1,3983,1,0,0
917706,"製作依頼：体術指南役に贈るセスタス","CraftLeveTalk#5",0,1697,1,0,0,0,0,0,0
917707,"製作依頼：鬼哭隊予備役向けの革鎧","CraftLeveTalk#5",0,3100,1,0,0,0,0,0,0
917708,"大口依頼：義勇兵に贈る革靴","CraftLeveTalk#5",2,3788,1,3788,1,3788,1,0,0
917709,"調達依頼：商品サンプル用の革ベルト","CraftLeveTalk#12",0,4022,1,0,0,0,0,0,0
917710,"製作依頼：再納品用のヒマンテス","CraftLeveTalk#6",0,1708,1,0,0,0,0,0,0
917711,"大口依頼：ギガントードレザー","CraftLeveTalk#6",2,5280,5,0,0,0,0,0,0
917712,"製作依頼：熟練傭兵用の革手袋","CraftLeveTalk#12",0,3611,1,0,0,0,0,0,0
917713,"製作依頼：子猫ちゃんの革首輪","CraftLeveTalk#12",0,4333,1,0,0,0,0,0,0
917714,"大口依頼：黒渦団に寄付する首輪","CraftLeveTalk#12",2,4314,1,4314,1,4314,1,0,0
917715,"調達依頼：異端審問官用のリングバンド","CraftLeveTalk#18",0,3616,1,0,0,0,0,0,0
917716,"製作依頼：ペイスト革の革靴","CraftLeveTalk#6",0,3851,1,0,0,0,0,0,0
917717,"大口依頼：防具用のボア革","CraftLeveTalk#6",2,5282,5,0,0,0,0,0,0
917718,"製作依頼：とてもイイ革製ハーネス","CraftLeveTalk#18",0,3138,1,0,0,0,0,0,0
917719,"製作依頼：望遠鏡技師用の革手袋","CraftLeveTalk#18",0,3625,1,0,0,0,0,0,0
917720,"大口依頼：頑丈な革首輪","CraftLeveTalk#18",2,4333,1,4333,1,4333,1,0,0
917721,"調達依頼：厩務員用の作業ズボン","CraftLeveTalk#19",0,3426,1,0,0,0,0,0,0
917722,"製作依頼：軽装のスカート","CraftLeveTalk#6",0,3423,1,0,0,0,0,0,0
917723,"大口依頼：拳闘士風のハーネス","CraftLeveTalk#6",2,3138,1,3138,1,3138,1,0,0
917724,"製作依頼：人気のモカシン","CraftLeveTalk#19",0,3866,1,0,0,0,0,0,0
917725,"製作依頼：厩務員用の作業着","CraftLeveTalk#19",0,3177,1,0,0,0,0,0,0
917726,"大口依頼：鞍補修用のペイスト革","CraftLeveTalk#19",2,5284,5,0,0,0,0,0,0
917727,"調達依頼：裏方に贈るベルト","CraftLeveTalk#20",0,4051,1,0,0,0,0,0,0
917728,"製作依頼：引退隊士に贈る腕輪","CraftLeveTalk#6",0,4153,1,0,0,0,0,0,0
917729,"大口依頼：伝説の拳聖セスタス","CraftLeveTalk#6",2,1728,1,1728,1,1728,1,0,0
917730,"製作依頼：丈の長いサイブーツ","CraftLeveTalk#20",0,3885,1,0,0,0,0,0,0
917731,"製作依頼：発掘調査員用のモカシン","CraftLeveTalk#20",0,3904,1,0,0,0,0,0,0
917732,"大口依頼：発掘品梱包用の革","CraftLeveTalk#20",2,5285,5,0,0,0,0,0,0
917733,"製作依頼：輸出用のハチェット","CraftLeveTalk#8",0,2546,1,0,0,0,0,0,0
917734,"製作依頼：在庫用の銅塊（鍛冶師）","CraftLeveTalk#8",0,5056,3,0,0,0,0,0,0
917735,"調達依頼：青銅の鋲（鍛冶師）","CraftLeveTalk#9",0,5091,5,0,0,0,0,0,0
917736,"製作依頼：自衛用の斧","CraftLeveTalk#9",0,1750,1,0,0,0,0,0,0
917737,"製作依頼：木こり用のノコ","CraftLeveTalk#9",0,2315,1,0,0,0,0,0,0
917738,"調達依頼：甲板員の長剣","CraftLeveTalk#8",0,1602,1,0,0,0,0,0,0
917739,"製作依頼：初心者向きの包丁","CraftLeveTalk#8",0,2507,1,0,0,0,0,0,0
917740,"製作依頼：北洋諸島風の長剣","CraftLeveTalk#8",0,1603,1,0,0,0,0,0,0
917741,"調達依頼：革加工用のナイフ","CraftLeveTalk#9",0,2417,1,0,0,0,0,0,0
917742,"製作依頼：農薬調合用の薬研","CraftLeveTalk#9",0,2481,1,0,0,0,0,0,0
917743,"製作依頼：風車整備用の金槌","CraftLeveTalk#9",0,2392,1,0,0,0,0,0,0
917744,"調達依頼：在庫用のピック","CraftLeveTalk#8",0,2520,1,0,0,0,0,0,0
917745,"製作依頼：中級職人向けの彫金道具","CraftLeveTalk#8",0,2397,1,0,0,0,0,0,0
917746,"調達依頼：訓練用の長剣","CraftLeveTalk#5",0,1625,1,0,0,0,0,0,0
917747,"大口依頼：革細工師ギルド向けのナイフ","CraftLeveTalk#8",2,2421,1,2421,1,2421,1,0,0
917748,"製作依頼：武具整備用の道具","CraftLeveTalk#5",0,2346,1,0,0,0,0,0,0
917749,"製作依頼：作業用のノコ","CraftLeveTalk#5",0,2320,1,0,0,0,0,0,0
917750,"大口依頼：治療薬調合用の薬研","CraftLeveTalk#5",2,2485,1,2485,1,2485,1,0,0
917751,"調達依頼：剣舞用のファルシオン","CraftLeveTalk#12",0,1633,1,0,0,0,0,0,0
917752,"製作依頼：木工品評会の入賞賞品","CraftLeveTalk#8",0,2321,1,0,0,0,0,0,0
917753,"大口依頼：鉱山社向けの採掘道具","CraftLeveTalk#8",2,2527,1,2527,1,2527,1,0,0
917754,"製作依頼：子猫ちゃんのアウル","CraftLeveTalk#12",0,2436,1,0,0,0,0,0,0
917755,"製作依頼：椰子の実取り用の金槌","CraftLeveTalk#12",0,2539,1,0,0,0,0,0,0
917756,"大口依頼：庭仕事用の草刈り鎌","CraftLeveTalk#12",2,2565,1,2565,1,2565,1,0,0
917757,"製作依頼：在庫用の銅塊（甲冑師）","CraftLeveTalk#8",0,5056,3,0,0,0,0,0,0
917758,"製作依頼：初心者向きのスキレット","CraftLeveTalk#8",0,2494,1,0,0,0,0,0,0
917759,"調達依頼：重い鋤の刃","CraftLeveTalk#9",0,5071,3,0,0,0,0,0,0
917760,"製作依頼：青銅の鋲（甲冑師）","CraftLeveTalk#9",0,5091,1,0,0,0,0,0,0
917761,"製作依頼：自衛用の盾","CraftLeveTalk#9",0,2226,1,0,0,0,0,0,0
917762,"調達依頼：輸出用の蒸留器","CraftLeveTalk#8",0,2468,1,0,0,0,0,0,0
917763,"製作依頼：輸出用のチェーンメイル","CraftLeveTalk#8",0,3011,1,0,0,0,0,0,0
917764,"製作依頼：斧術士ギルド向けの兜","CraftLeveTalk#8",0,2664,1,0,0,0,0,0,0
917765,"調達依頼：自衛用の兜","CraftLeveTalk#9",0,2662,1,0,0,0,0,0,0
917766,"製作依頼：自衛用の脚鎧","CraftLeveTalk#9",0,3767,1,0,0,0,0,0,0
917767,"製作依頼：バリケード用の盾","CraftLeveTalk#9",0,2230,1,0,0,0,0,0,0
