key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
12,1,"ModelChara#921","","BNpcCustomize#0","NpcEquip#0","おまじない","","","","","",False,0,0.9,1,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
13,1,"ModelChara#920","","BNpcCustomize#0","NpcEquip#0","おまじない","","","","","",False,0,0.9,1,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
14,1,"ModelChara#923","","BNpcCustomize#0","NpcEquip#0","おまじない","","","","","",False,0,0.6,1,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
15,1,"ModelChara#924","","BNpcCustomize#0","NpcEquip#0","おまじない","","","","","",False,0,0.5,0.6,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
16,1,"ModelChara#922","","BNpcCustomize#0","NpcEquip#0","おまじない","","","","","",False,0,0.3,1,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
17,1,"ModelChara#652","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,2,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
18,1,"ModelChara#1022","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,2,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
19,1,"ModelChara#1023","","BNpcCustomize#0","NpcEquip#0","クイックチャント","","","","","",False,0,0,2,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
20,1,"ModelChara#1085","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,0.7,False,False,True,"","",0,0,0,""
21,1,"ModelChara#1086","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,0.7,False,False,True,"","",0,0,0,""
22,1,"ModelChara#915","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",872,0,0,""
23,1,"ModelChara#730","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1.7,False,False,True,"","",0,0,0,""
24,1,"ModelChara#1061","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,3.5,False,False,True,"","",0,0,0,""
25,1,"ModelChara#1062","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,2.2,False,False,True,"","",0,0,0,""
26,1,"ModelChara#1300","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,3,False,False,True,"","",0,0,0,""
27,1,"ModelChara#89","","BNpcCustomize#0","NpcEquip#656","","","","","","",False,0,0,1,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
28,1,"ModelChara#0","","BNpcCustomize#522","NpcEquip#959","","","","","","",False,0,0,1,False,False,True,"toad_smk0f","toad_smk0f",873,0,0,""
29,1,"ModelChara#558","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,2.5,False,False,True,"","",0,0,0,""
30,1,"ModelChara#16","","BNpcCustomize#0","NpcEquip#771","","","","","","",False,0,0,2,False,False,True,"","",0,0,0,""
31,1,"ModelChara#658","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1.5,False,False,True,"","",0,0,0,""
32,1,"ModelChara#976","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,0.7,False,False,True,"","",0,0,0,""
33,1,"ModelChara#1087","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,0.7,False,False,True,"","",0,0,0,""
34,1,"ModelChara#1348","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",870,0,0,""
35,1,"ModelChara#1350","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
36,1,"ModelChara#1349","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",871,0,0,""
37,1,"ModelChara#1455","","BNpcCustomize#0","NpcEquip#0","殴打","薬品排出","","","","",False,0,0,1,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
38,1,"ModelChara#1456","","BNpcCustomize#0","NpcEquip#0","ウィングカッター","薬品排出","","","","",False,0,1.1,1,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
39,1,"ModelChara#1363","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,3.5,False,False,True,"","",5530,0,0,""
40,1,"ModelChara#1531","","BNpcCustomize#0","NpcEquip#1198","","","","","","",False,0,0.7,2.7,False,False,True,"","",871,0,0,""
41,1,"ModelChara#1533","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",870,0,0,""
42,1,"ModelChara#1643","","BNpcCustomize#0","NpcEquip#0","殴打","","","","","",False,0,0,1,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
43,1,"ModelChara#1644","","BNpcCustomize#0","NpcEquip#427","ヴォイド・ファイラ","","","","","",False,0,1.1,1,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
44,1,"ModelChara#1762","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
45,1,"ModelChara#1659","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"toad_smk0f","toad_smk0f",872,0,3397,""
46,1,"ModelChara#1660","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"toad_smk0f","toad_smk0f",870,0,3469,""
47,1,"ModelChara#1760","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
48,1,"ModelChara#1657","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"toad_smk0f","toad_smk0f",870,0,0,""
49,1,"ModelChara#1677","","BNpcCustomize#0","NpcEquip#1235","ヘヴンリージャッジ","","","","","",False,0,0.7,1,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
50,1,"ModelChara#1664","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,3.5,False,False,True,"","",0,0,0,""
51,1,"ModelChara#1665","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,2.2,False,False,True,"","",0,0,0,""
52,1,"ModelChara#1666","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,2.6,False,False,True,"","",0,0,0,""
53,1,"ModelChara#652","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,2,False,False,True,"toad_smk0f","toad_smk0f",871,0,3400,""
54,1,"ModelChara#0","","BNpcCustomize#699","NpcEquip#1483","","","","","","",False,0,0,1,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
55,1,"ModelChara#1902","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
56,1,"ModelChara#836","","BNpcCustomize#0","NpcEquip#0","カッパー","","","","","",False,0,0,1,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
57,1,"ModelChara#1971","","BNpcCustomize#0","NpcEquip#1381","","","","","","",False,0,0,1,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
58,1,"ModelChara#2027","","BNpcCustomize#0","NpcEquip#1386","","","","","","",False,0,0,0.7,False,False,True,"toad_smk0f","toad_smk0f",0,-60,0,""
59,1,"ModelChara#1437","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,2,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
60,1,"ModelChara#0","","BNpcCustomize#800","NpcEquip#1514","","","","","","",False,0,0,1,False,False,True,"toad_smk0f","toad_smk0f",0,0,3833,""
61,1,"ModelChara#2027","","BNpcCustomize#0","NpcEquip#1386","","","","","","",False,0,0,1,False,False,True,"toad_smk0f","toad_smk0f",0,-60,0,""
62,1,"ModelChara#2027","","BNpcCustomize#0","NpcEquip#1386","","","","","","",False,0,0,1.3,False,False,True,"toad_smk0f","toad_smk0f",0,-60,0,""
63,2,"ModelChara#2097","","BNpcCustomize#0","NpcEquip#0","スピンクラッシャー","レーザーエックススウォード","照準","青燐水充填","","降りる",False,0,0,0.85,True,False,False,"","",0,100,0,""
64,2,"ModelChara#2100","","BNpcCustomize#0","NpcEquip#0","スピンクラッシャー","レーザーエックススウォード","照準","青燐水充填","","降りる",False,0,0,0.85,True,False,False,"","",0,100,0,""
65,2,"ModelChara#2098","","BNpcCustomize#0","NpcEquip#0","蒸気噴射","超大型ミサイル","青燐水充填","","","降りる",False,1,0,0.9,True,False,False,"","",0,-20,0,""
66,2,"ModelChara#2101","","BNpcCustomize#0","NpcEquip#0","蒸気噴射","超大型ミサイル","青燐水充填","","","降りる",False,1,0,0.9,True,False,False,"","",0,-20,0,""
67,2,"ModelChara#2099","","BNpcCustomize#0","NpcEquip#0","ダブルロケットパンチ","大火炎放射","メガビーム","青燐水充填","","降りる",False,0,0,0.45,True,False,False,"","",0,20,0,""
68,2,"ModelChara#2102","","BNpcCustomize#0","NpcEquip#0","ダブルロケットパンチ","大火炎放射","メガビーム","青燐水充填","","降りる",False,0,0,0.45,True,False,False,"","",0,20,0,""
69,1,"ModelChara#2078","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,0.7,False,False,True,"","",0,0,0,""
70,1,"ModelChara#2087","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0.3,1.2,False,False,True,"toad_smk0f","toad_smk0f",872,0,0,""
71,1,"ModelChara#1711","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1.2,False,False,True,"toad_smk0f","toad_smk0f",872,0,0,""
72,1,"ModelChara#2094","","BNpcCustomize#0","NpcEquip#0","スノーマン","","","","","",False,0,0,3,False,False,True,"","toad_smk0f",0,20,0,""
73,1,"ModelChara#2112","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,0.7,False,False,True,"","",0,0,0,""
74,1,"ModelChara#107","","BNpcCustomize#0","NpcEquip#0","炸裂岩","","","","","",False,0,0,2,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
75,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#1653","声援：赤","声援：黄","声援：青","公演参加終了 ","","",False,0,0,1,False,True,True,"classchng_sp1t","classchng_sp1t",0,0,0,""
76,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#1654","声援：赤","声援：黄","声援：青","公演参加終了 ","","",False,0,0,1,False,True,True,"classchng_sp1t","classchng_sp1t",0,0,0,""
77,1,"ModelChara#862","","BNpcCustomize#0","NpcEquip#835","攻撃","爆発霧散","","","","",False,0,0,1.2,False,False,True,"toad_smk0f","toad_smk0f",0,20,0,""
78,1,"ModelChara#2128","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,2,False,False,True,"toad_smk0f","toad_smk0f",0,50,0,""
79,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#1655","声援：赤","声援：黄","声援：青","公演参加終了 ","","",False,0,0,1,False,True,True,"classchng_sp1t","classchng_sp1t",0,0,0,""
80,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#1650","","","","","","",False,0,0,1,False,True,True,"","",0,0,0,""
81,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#1651","","","","","","",False,0,0,1,False,True,True,"","",0,0,0,""
82,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#1652","","","","","","",False,0,0,1,False,True,True,"","",0,0,0,""
83,1,"ModelChara#480","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
84,1,"ModelChara#2230","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1.3,False,False,True,"","",0,0,0,""
85,3,"ModelChara#0","","BNpcCustomize#516","NpcEquip#964","ルインガ","フィジク","トライパニッシュ","プチメテオ","","",False,0,0,1,False,False,True,"","",11784,0,7626,"アルフィノ"
86,1,"ModelChara#2251","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,2.5,False,False,True,"","",0,0,0,""
87,1,"ModelChara#2252","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,2.5,False,False,True,"","",0,0,0,""
88,1,"ModelChara#2253","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,2.5,False,False,True,"","",870,0,0,""
89,1,"ModelChara#2254","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,2.5,False,False,True,"","",12209,0,0,""
90,1,"ModelChara#2255","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,2.5,False,False,True,"","",12209,0,0,""
91,1,"ModelChara#2249","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
92,1,"ModelChara#2250","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
93,1,"ModelChara#2274","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,2,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
94,0,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,0,False,False,False,"","",0,0,0,""
95,0,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,0,False,False,False,"","",0,0,0,""
96,3,"ModelChara#0","","BNpcCustomize#526","NpcEquip#963","サイオンズ・ストンジャ","サイオンズ・エアロラ","サイオンズ・ケアルラ","マナチャージ","","",False,0,0,1,False,False,True,"","",11784,0,7627,"ヤ・シュトラ"
97,1,"ModelChara#2264","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
98,1,"ModelChara#2127","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,7,False,False,True,"toad_smk0f","m0456_hensin0f",0,0,0,""
99,1,"ModelChara#1699","","BNpcCustomize#0","NpcEquip#292","","","","","","",False,0,0,2.5,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
100,1,"ModelChara#2272","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
101,1,"ModelChara#1409","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1.4,False,False,True,"toad_smk0f","toad_smk0f",11717,0,3648,""
102,1,"ModelChara#1906","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,4,False,False,True,"toad_smk0f","toad_smk0f",11961,0,3496,""
103,1,"ModelChara#297","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,3,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
104,1,"ModelChara#735","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1.5,False,False,True,"toad_smk0f","toad_smk0f",11959,0,3447,""
105,1,"ModelChara#1350","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,3,False,False,True,"toad_smk0f","toad_smk0f",0,0,3606,""
106,1,"ModelChara#283","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,2.5,False,False,True,"toad_smk0f","toad_smk0f",12062,0,3042,""
107,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
108,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
109,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
110,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
111,1,"ModelChara#1665","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,2,False,False,True,"toad_smk0f","toad_smk0f",12066,0,3568,""
112,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
113,1,"ModelChara#1063","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,2,False,False,True,"toad_smk0f","toad_smk0f",12068,0,3568,""
114,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
115,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
116,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
117,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
118,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
119,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
120,1,"ModelChara#1714","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0.1,1,False,False,True,"toad_smk0f","toad_smk0f",12075,0,3740,""
121,1,"ModelChara#1872","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"toad_smk0f","toad_smk0f",12076,0,3630,""
122,1,"ModelChara#1294","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"toad_smk0f","toad_smk0f",12077,0,3630,""
123,1,"ModelChara#1848","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1.3,False,False,True,"toad_smk0f","toad_smk0f",13215,0,3783,""
124,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
125,1,"ModelChara#1369","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,2.5,False,False,True,"toad_smk0f","toad_smk0f",12080,0,3606,""
126,1,"ModelChara#1449","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1.8,False,False,True,"toad_smk0f","toad_smk0f",12081,0,3661,""
127,1,"ModelChara#782","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1.8,False,False,True,"toad_smk0f","toad_smk0f",12082,0,3189,""
128,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
129,1,"ModelChara#1772","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"toad_smk0f","toad_smk0f",12084,0,3763,""
130,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
131,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
132,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
133,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
134,1,"ModelChara#1632","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1.3,False,False,True,"toad_smk0f","toad_smk0f",12089,0,3680,""
135,1,"ModelChara#1276","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1.2,False,False,True,"toad_smk0f","toad_smk0f",12090,0,3628,""
136,1,"ModelChara#1012","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1.5,False,False,True,"toad_smk0f","toad_smk0f",12091,0,3519,""
137,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
138,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
139,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
140,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
141,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
142,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
143,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1,False,False,True,"","",0,0,0,""
144,1,"ModelChara#1314","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1.2,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
145,1,"ModelChara#50","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,6,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
146,1,"ModelChara#950","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1.6,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
147,1,"ModelChara#279","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,1.2,4,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
148,1,"ModelChara#1609","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,3,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
149,1,"ModelChara#374","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,3,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
150,1,"ModelChara#202","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,3,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
151,1,"ModelChara#382","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,2.8,2.3,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
152,1,"ModelChara#224","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,2,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
153,1,"ModelChara#2185","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,2,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
154,1,"ModelChara#381","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,2.3,2.3,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
155,1,"ModelChara#133","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,3,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
156,1,"ModelChara#985","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,3,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
157,1,"ModelChara#1761","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0.1,1.8,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
158,1,"ModelChara#381","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,2.3,2.3,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
159,1,"ModelChara#2280","","BNpcCustomize#0","NpcEquip#1669","","","","","","",False,0,0,2.5,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
160,1,"ModelChara#384","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,2.3,2.3,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
161,1,"ModelChara#385","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,2.3,2.3,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
162,1,"ModelChara#381","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,2.3,2.3,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
163,1,"ModelChara#231","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,2,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
164,1,"ModelChara#382","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,2.8,2.3,False,False,True,"toad_smk0f","toad_smk0f",0,0,0,""
165,1,"ModelChara#2318","","BNpcCustomize#0","NpcEquip#1667","モグリーヘヴン","おうえん","","","","",False,0,0,10,False,False,True,"mog_transform0f","mog_transform0f",0,0,0,""
166,1,"ModelChara#612","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,1.3,1.8,False,False,True,"toad_smk0f","toad_smk0f",0,0,3109,""
167,1,"ModelChara#1680","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,2.5,False,False,True,"toad_smk0f","toad_smk0f",12466,0,3727,""
168,1,"ModelChara#132","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,5,False,False,True,"toad_smk0f","toad_smk0f",12467,0,3001,""
169,1,"ModelChara#1944","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0.7,0.7,False,False,True,"toad_smk0f","toad_smk0f",12468,0,3704,""
170,1,"ModelChara#957","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1.5,False,False,True,"toad_smk0f","toad_smk0f",12469,0,3535,""
171,1,"ModelChara#778","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1.3,False,False,True,"toad_smk0f","toad_smk0f",12470,0,3023,""
172,1,"ModelChara#566","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1.4,False,False,True,"toad_smk0f","toad_smk0f",12471,0,3384,""
173,1,"ModelChara#732","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1.2,False,False,True,"toad_smk0f","toad_smk0f",12472,0,3090,""
174,1,"ModelChara#2086","","BNpcCustomize#0","NpcEquip#0","","","","","","",False,0,0,1.7,False,False,True,"toad_smk0f","toad_smk0f",12473,0,3190,""
