key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
74,"",True,660,0,0,0,0,0,0,0,0,0,8,14
75,"",True,670,0,0,0,0,0,0,0,0,0,8,15
76,"",True,600,0,0,0,0,0,0,0,0,0,9,9
77,"",False,0,0,0,0,0,0,0,0,0,0,0,0
78,"",True,180,181,182,183,184,180,181,185,183,184,2,4
79,"",True,120,121,0,0,0,0,0,0,0,0,5,15
80,"",True,125,126,0,0,0,0,0,0,0,0,5,6
81,"",True,300,0,0,0,0,0,0,0,0,0,3,6
82,"",True,310,0,0,0,0,311,0,0,0,0,3,7
83,"",True,320,0,0,0,0,0,0,0,0,0,3,4
84,"",True,330,0,0,0,0,331,0,0,0,0,3,5
85,"",True,340,341,343,0,0,0,0,0,0,0,3,8
86,"",True,350,0,0,0,0,351,0,0,0,0,3,9
87,"",True,410,411,412,0,0,0,0,0,0,0,10,1
88,"",True,130,0,0,0,0,0,0,0,0,0,5,14
89,"",True,420,421,0,0,0,0,0,0,0,0,10,3
90,"",True,430,431,0,0,0,0,0,0,0,0,10,4
91,"",True,440,441,442,0,0,0,0,0,0,0,11,1
92,"",True,240,241,242,243,0,0,0,0,0,0,4,13
93,"",True,250,251,252,0,0,0,0,0,0,0,8,4
94,"",True,260,261,262,0,0,0,0,0,0,0,2,9
95,"",True,950,951,952,0,0,0,0,0,0,0,7,8
96,"",True,360,361,0,0,0,0,0,0,0,0,4,21
97,"",True,960,961,962,0,0,0,0,0,0,0,7,21
98,"",True,970,971,0,0,0,0,0,0,0,0,7,22
99,"",True,980,981,0,0,0,0,0,0,0,0,7,24
100,"",True,990,991,992,0,0,0,0,0,0,0,7,23
101,"",True,270,0,0,0,0,0,0,0,0,0,6,4
102,"",True,280,281,0,0,0,280,283,0,0,0,6,1
103,"",True,1180,1181,1182,0,0,0,0,0,0,0,8,22
104,"",True,1190,0,0,0,0,0,0,0,0,0,8,23
105,"",True,1020,1021,1022,0,0,0,0,0,0,0,13,3
106,"",True,1030,1031,0,0,0,0,0,0,0,0,13,4
107,"",False,0,0,0,0,0,0,0,0,0,0,0,0
108,"",True,380,381,382,383,0,0,0,0,0,0,4,22
109,"",True,370,371,372,0,0,0,0,0,0,0,4,23
110,"",True,1110,0,0,0,0,0,0,0,0,0,9,7
111,"",True,1120,0,0,0,0,0,0,0,0,0,9,8
112,"",True,1130,0,0,0,0,0,0,0,0,0,10,5
113,"",True,450,0,0,0,0,0,0,0,0,0,11,2
114,"",True,460,461,462,463,0,0,0,0,0,0,11,3
115,"",True,680,0,0,0,0,0,0,0,0,0,10,2
116,"",True,470,471,0,0,0,0,0,0,0,0,11,4
117,"",True,480,481,0,0,0,0,0,0,0,0,11,5
118,"",True,490,491,492,0,0,0,0,0,0,0,11,6
119,"",True,1040,1041,1042,0,0,0,0,0,0,0,14,1
120,"",True,1050,0,0,0,0,0,0,0,0,0,14,3
121,"",True,1060,1061,0,0,0,0,0,0,0,0,14,4
122,"",True,1070,1071,0,0,0,0,0,0,0,0,14,5
123,"",True,1080,1081,0,0,0,0,0,0,0,0,14,6
124,"",True,1090,0,0,0,0,0,0,0,0,0,14,7
125,"",True,1100,0,0,0,0,0,0,0,0,0,14,8
126,"",True,690,691,692,0,0,0,0,0,0,0,12,6
127,"",True,1220,1221,1222,1223,0,0,0,0,0,0,4,6
128,"",True,1230,1231,1232,1233,0,0,0,0,0,0,4,5
129,"",True,1240,1241,1242,1244,0,1240,1245,1242,1244,0,4,7
130,"",True,1250,0,0,0,0,0,0,0,0,0,8,31
131,"",True,1260,1261,1262,0,0,0,0,0,0,0,4,15
132,"",True,1150,1151,0,0,0,0,0,0,0,0,2,14
133,"",True,1160,1161,0,0,0,0,0,0,0,0,5,16
134,"",True,1170,0,0,0,0,1171,0,0,0,0,8,21
135,"",True,1300,1301,0,0,0,0,0,0,0,0,14,2
136,"",True,1280,1281,0,0,0,0,0,0,0,0,4,14
137,"",True,1310,1311,0,0,0,0,0,0,0,0,6,6
138,"",True,1290,0,0,0,0,1291,0,0,0,0,5,7
139,"",True,1270,1271,0,0,0,1272,1273,0,0,0,5,8
140,"",True,1140,1141,0,0,0,0,0,0,0,0,8,3
141,"",True,1330,1331,1332,0,0,1330,1331,1333,0,0,8,32
142,"",False,0,0,0,0,0,0,0,0,0,0,0,0
143,"",True,1350,1351,1352,1353,0,0,0,0,0,0,2,16
144,"",True,1360,1361,0,0,0,0,0,0,0,0,2,17
145,"",True,1370,1371,0,0,0,0,0,0,0,0,8,40
146,"",True,1380,1381,1382,0,0,0,0,0,0,0,8,41
147,"",True,1390,1391,1392,0,0,1393,1391,1392,0,0,2,5
148,"",True,1400,1401,0,0,0,0,0,0,0,0,13,12
149,"",True,1410,1411,1412,0,0,0,0,0,0,0,6,31
150,"",True,1420,1421,0,0,0,0,0,0,0,0,6,32
151,"",True,1430,1431,1432,0,0,0,0,0,0,0,6,33
152,"",True,1440,1441,1442,0,0,0,0,0,0,0,5,21
153,"",True,1450,1451,1452,0,0,0,0,0,0,0,5,22
154,"",True,1460,1461,0,0,0,0,0,0,0,0,5,23
155,"",True,1470,1471,0,0,0,0,0,0,0,0,5,24
156,"",True,1480,0,0,0,0,1481,0,0,0,0,5,25
157,"",True,1490,1491,0,0,0,0,0,0,0,0,2,15
158,"",True,1500,1501,0,0,0,0,0,0,0,0,8,24
159,"",True,1510,1511,1512,0,0,0,0,0,0,0,8,25
160,"",True,1520,1521,1522,0,0,0,0,0,0,0,8,26
161,"",True,1530,1531,0,0,0,1530,1532,0,0,0,11,7
162,"",True,1540,1542,0,0,0,1541,1542,0,0,0,8,6
163,"",True,1550,0,0,0,0,0,0,0,0,0,12,10
164,"",True,1560,1561,1562,0,0,0,0,0,0,0,7,25
165,"",True,1570,1571,0,0,0,0,0,0,0,0,2,18
166,"",True,1580,1581,0,0,0,0,0,0,0,0,2,20
167,"",True,1590,1591,0,0,0,0,0,0,0,0,2,21
168,"",True,1600,1601,1602,0,0,0,0,0,0,0,6,24
169,"",True,1610,1611,0,0,0,0,0,0,0,0,6,25
170,"",True,1620,1622,1623,1624,0,1621,1622,1623,1624,0,2,25
171,"",True,1630,1631,1633,1634,1635,1630,1632,1633,1634,1635,2,26
172,"",True,1640,1641,0,0,0,0,0,0,0,0,6,15
173,"",True,1650,1651,0,0,0,0,0,0,0,0,6,26
174,"",True,1660,1661,1662,0,0,0,0,0,0,0,7,31
175,"",True,1670,1671,1672,1673,1674,0,0,0,0,0,7,32
176,"",True,1680,0,0,0,0,0,0,0,0,0,8,34
177,"",True,1690,1691,0,0,0,0,0,0,0,0,7,7
178,"",True,1700,1702,0,0,0,1701,1702,0,0,0,8,7
179,"",True,1710,1711,0,0,0,0,0,0,0,0,6,7
180,"",True,1720,0,0,0,0,0,0,0,0,0,8,60
181,"",True,1730,1731,0,0,0,0,0,0,0,0,5,26
182,"",True,1740,1741,0,0,0,0,0,0,0,0,14,9
183,"",True,1750,1751,1752,0,0,0,0,0,0,0,12,13
184,"",True,1760,1761,1762,0,0,0,0,0,0,0,4,24
185,"",True,1780,1781,0,0,0,0,0,0,0,0,5,27
186,"",True,1790,1791,1792,0,0,0,0,0,0,0,5,28
187,"",False,0,0,0,0,0,0,0,0,0,0,0,0
188,"",True,1810,1811,0,0,0,0,0,0,0,0,5,29
189,"",True,1820,1821,1822,1823,0,0,0,0,0,0,7,33
190,"",True,1830,1831,0,0,0,0,0,0,0,0,14,10
191,"",True,1840,0,0,0,0,0,0,0,0,0,14,11
192,"",True,1850,1851,1852,1853,0,0,0,0,0,0,4,25
193,"",True,1860,1861,1862,0,0,0,0,0,0,0,2,30
194,"",True,1870,1871,1872,1873,0,0,0,0,0,0,2,31
195,"",True,1880,1881,0,0,0,0,0,0,0,0,2,32
196,"",True,1890,1891,1892,0,0,0,0,0,0,0,15,2
197,"",True,1900,1901,1902,0,0,0,0,0,0,0,15,4
198,"",True,1910,1911,1912,1913,0,0,0,0,0,0,15,5
199,"",True,1920,1921,0,0,0,0,0,0,0,0,15,6
200,"",True,1930,1931,0,0,0,0,0,0,0,0,15,7
201,"",True,1940,1941,1942,0,0,0,0,0,0,0,15,1
202,"",True,1950,1951,1952,0,0,0,0,0,0,0,15,3
203,"",True,1960,1961,0,0,0,0,0,0,0,0,12,21
204,"",True,1970,0,0,0,0,0,0,0,0,0,6,41
205,"",True,1980,1981,0,0,0,1980,1982,0,0,0,3,20
206,"",False,0,0,0,0,0,0,0,0,0,0,0,0
207,"",False,0,0,0,0,0,0,0,0,0,0,0,0
208,"",True,2010,2011,2012,2013,0,0,0,0,0,0,2,60
209,"",True,2020,0,0,0,0,0,0,0,0,0,13,62
210,"",True,2030,2031,0,0,0,0,0,0,0,0,13,63
211,"",False,0,0,0,0,0,0,0,0,0,0,0,0
212,"",True,2050,0,0,0,0,0,0,0,0,0,13,65
213,"",True,2060,2061,0,0,0,0,0,0,0,0,13,66
214,"",False,0,0,0,0,0,0,0,0,0,0,0,0
215,"",False,0,0,0,0,0,0,0,0,0,0,0,0
216,"",True,2090,2091,2092,2093,0,2094,2091,2092,2093,0,4,11
217,"",True,2100,2101,0,0,0,0,0,0,0,0,4,12
218,"",True,2110,2111,0,0,0,0,0,0,0,0,9,20
219,"",True,2120,2121,2122,0,0,0,0,0,0,0,6,40
220,"",False,0,0,0,0,0,0,0,0,0,0,0,0
221,"",True,2140,2141,0,0,0,0,0,0,0,0,14,20
222,"",False,0,0,0,0,0,0,0,0,0,0,0,0
223,"",False,0,0,0,0,0,0,0,0,0,0,0,0
224,"",True,2170,2171,2172,2173,2174,0,0,0,0,0,15,10
225,"",True,2180,2181,2182,2183,0,0,0,0,0,0,15,11
226,"",True,2190,2191,2192,2193,2194,0,0,0,0,0,15,12
227,"",True,2200,2201,0,0,0,0,0,0,0,0,5,30
228,"",True,2210,0,0,0,0,0,0,0,0,0,5,31
229,"",True,2220,2221,2222,2223,2224,0,0,0,0,0,2,40
230,"",True,2230,0,0,0,0,0,0,0,0,0,2,19
231,"",True,2240,2241,2242,0,0,0,0,0,0,0,6,34
232,"",True,2250,2251,2252,2253,0,0,0,0,0,0,2,22
233,"",True,2260,2261,2262,0,0,0,0,0,0,0,4,63
234,"",True,2270,2271,2272,0,0,0,0,0,0,0,4,70
235,"",True,2280,2281,2282,0,0,0,0,0,0,0,4,71
236,"",False,0,0,0,0,0,0,0,0,0,0,0,0
237,"",False,0,0,0,0,0,0,0,0,0,0,0,0
238,"",True,2310,2311,2313,0,0,2310,2312,2313,0,0,3,21
239,"",True,2320,2322,0,0,0,2321,2322,0,0,0,8,55
240,"",True,2330,0,0,0,0,0,0,0,0,0,8,35
241,"",True,2340,0,0,0,0,0,0,0,0,0,14,30
242,"",True,2350,2351,2352,0,0,0,0,0,0,0,14,31
243,"",True,2360,2361,0,0,0,0,0,0,0,0,14,32
244,"",True,2370,2371,0,0,0,2370,2371,0,0,0,4,10
245,"",True,2380,0,0,0,0,0,0,0,0,0,2,45
246,"",True,2390,2391,2392,2393,0,0,0,0,0,0,7,30
247,"",True,2400,2401,0,0,0,0,0,0,0,0,7,26
248,"",True,2410,0,0,0,0,0,0,0,0,0,7,27
249,"",True,2420,0,0,0,0,0,0,0,0,0,7,28
250,"",True,2430,0,0,0,0,0,0,0,0,0,7,29
251,"",True,2440,2441,0,0,0,0,0,0,0,0,8,50
252,"",True,2450,2451,0,0,0,0,0,0,0,0,6,18
253,"",True,2460,2461,0,0,0,0,0,0,0,0,8,56
254,"",True,2470,2471,2472,2473,0,2470,2471,2472,2474,0,8,57
255,"",True,2480,0,0,0,0,0,0,0,0,0,8,58
256,"",True,2487,2488,0,0,0,0,0,0,0,0,8,51
257,"",True,2481,2482,2483,2484,0,0,0,0,0,0,2,23
258,"",True,2485,2486,0,0,0,0,0,0,0,0,8,61
259,"",True,2489,2490,2491,2492,0,0,0,0,0,0,6,35
260,"",True,2493,2494,2495,0,0,0,0,0,0,0,2,24
261,"",True,2496,2497,2498,0,0,0,0,0,0,0,8,52
262,"",True,2499,2500,0,0,0,0,0,0,0,0,8,53
263,"",True,2501,0,0,0,0,0,0,0,0,0,3,22
264,"",True,2506,2507,0,0,0,0,0,0,0,0,3,10
265,"",True,2502,2503,2504,2505,2508,2502,2509,2504,2505,2508,4,64
266,"",True,2510,2511,2512,0,0,2510,2511,2513,0,0,8,2
267,"",True,1764,1765,0,0,0,0,0,0,0,0,14,13
268,"",True,1767,1768,0,0,0,0,0,0,0,0,14,12
269,"",True,1770,0,0,0,0,1771,0,0,0,0,2,27
270,"",True,2520,0,0,0,0,0,0,0,0,0,12,11
271,"",True,2530,2531,0,0,0,0,0,0,0,0,14,14
272,"",True,2540,2541,0,0,0,0,0,0,0,0,2,28
273,"",False,0,0,0,0,0,0,0,0,0,0,0,0
274,"",False,0,0,0,0,0,0,0,0,0,0,0,0
275,"",True,2552,0,0,0,0,0,0,0,0,0,13,68
276,"",True,2550,2551,0,0,0,0,0,0,0,0,12,7
277,"",False,0,0,0,0,0,0,0,0,0,0,0,0
278,"",False,0,0,0,0,0,0,0,0,0,0,0,0
279,"",False,0,0,0,0,0,0,0,0,0,0,0,0
