key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
3276855,"羅刹の手形との交換（HQ）",False,0,0,1769944,1769945,1769946,0,0,0,0,0,0,0
3276856,"羅刹の手形の取引",False,0,0,1769947,1769948,1769949,0,0,0,0,0,0,0
3276857,"ファイター向け防具の購入",False,0,0,3538969,3538970,3538976,3538977,3538978,0,0,0,0,0
3276858,"ソーサラー向け防具の購入",False,0,0,3538979,3538980,3538981,3538982,3538983,0,0,0,0,0
3276859,"クラフタースクリップの取引",False,0,0,1769767,1769769,1769838,1769779,1769879,1769866,1769809,1769990,1770044,1769992
3276860,"ギャザラースクリップの取引",False,0,0,1769770,1769772,1769780,1769880,1769867,1769810,1769991,1770045,1769993,0
3276861,"クラフタースクリップの取引",False,0,0,1769767,1769769,1769839,1769779,1769879,1769866,1769809,1769990,1770044,1769992
3276862,"ギャザラースクリップの取引",False,0,0,1769770,1769772,1769780,1769880,1769867,1769810,1769991,1770045,1769993,0
3276863,"クラフタースクリップの取引",False,0,0,1769767,1769769,1769840,1769779,1769879,1769866,1769809,1769990,1770044,1769992
3276864,"ギャザラースクリップの取引",False,0,0,1769770,1769772,1769780,1769880,1769867,1769810,1769991,1770045,1769993,0
3276865,"クラフタースクリップの取引",False,0,0,1769767,1769769,1769835,1769779,1769879,1769866,1769809,1769990,1770044,1769992
3276866,"ギャザラースクリップの取引",False,0,0,1769770,1769772,1769780,1769880,1769867,1769810,1769991,1770045,1769993,0
3276867,"クラフタースクリップの取引",False,0,0,1769773,1769769,1769836,1769779,1769879,1769866,1769809,1769990,1770044,1769992
3276868,"ギャザラースクリップの取引",False,0,0,1769775,1769772,1769780,1769880,1769867,1769810,1769991,1770045,1769993,0
3276869,"クラフタースクリップの取引",False,0,0,1769777,1769769,1769837,1769779,1769879,1769866,1769809,1769990,1770044,1769992
3276870,"ギャザラースクリップの取引",False,0,0,1769778,1769772,1769780,1769880,1769867,1769810,1769991,1770045,1769993,0
3276871,"クラフタースクリップの取引",False,0,0,1769996,1770000,1769995,1770002,1770004,1770006,1770008,1769990,1770044,1769992
3276872,"ギャザラースクリップの取引",False,0,0,1769997,1770001,1770003,1770005,1770007,1770009,1769991,1770045,1769993,0
3276873,"クラフタースクリップの取引",False,0,0,1769777,1769769,1769884,1769779,1769879,1769866,1769809,1769990,1770044,1769992
3276874,"ギャザラースクリップの取引",False,0,0,1769778,1769772,1769780,1769880,1769867,1769810,1769991,1770045,1769993,0
3276875,"ユールモアの手形との交換（NQ）",False,0,0,1770019,1770020,1770021,0,0,0,0,0,0,0
3276876,"ユールモアの手形との交換（HQ）",False,0,0,1770022,1770023,1770024,0,0,0,0,0,0,0
3276877,"ミーン強化装備の取引",False,0,0,1770025,1770026,1770027,0,0,0,0,0,0,0
3276878,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276879,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276880,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276881,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276882,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276883,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276884,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276885,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276886,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276887,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276888,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276889,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276890,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276891,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276892,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276893,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276894,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276895,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276896,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276897,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276898,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276899,"",False,0,0,0,0,0,0,0,0,0,0,0,0
