key,0,1,2,3,4,5,6,7,8,9,10,11,12
53,1,"マメット・ヒエン",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,500
54,1,"マメット・クロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","MGPプラチナカード",False,2
55,1,"マメット・シロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クラスター",False,12
56,1,"クロのぬいぐるみ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クリスタル",False,6
57,1,"マメット・ヒエン",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,500
58,1,"マメット・クロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","MGPプラチナカード",False,2
59,1,"マメット・シロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クラスター",False,12
60,1,"クロのぬいぐるみ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クリスタル",False,6
61,1,"マメット・ヒエン",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,500
62,1,"マメット・クロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","MGPプラチナカード",False,2
63,1,"マメット・シロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クラスター",False,12
64,1,"クロのぬいぐるみ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クリスタル",False,6
65,1,"マメット・ヒエン",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,500
66,1,"マメット・クロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","MGPプラチナカード",False,2
67,1,"マメット・シロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クラスター",False,12
68,1,"クロのぬいぐるみ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クリスタル",False,6
69,1,"マメット・ヒエン",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,500
70,1,"マメット・クロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","MGPプラチナカード",False,2
71,1,"マメット・シロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クラスター",False,12
72,1,"クロのぬいぐるみ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クリスタル",False,6
73,1,"マメット・ヒエン",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,500
74,1,"マメット・クロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","MGPプラチナカード",False,2
75,1,"マメット・シロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クラスター",False,12
76,1,"マメット・シロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クリスタル",False,6
77,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹袈裟【武士】【改】",True,1
78,1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹袈裟【槍士】【改】",True,1
79,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹羽織【間士】【改】",True,1
80,1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹羽織【拳士】【改】",True,1
81,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹道着【術士】【改】",True,1
82,1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹羽織【弓士】【改】",True,1
83,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹道着【学士】【改】",True,1
84,1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹袈裟【武士】【改】",True,1
85,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹袈裟【槍士】【改】",True,1
86,1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹羽織【間士】【改】",True,1
87,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹羽織【拳士】【改】",True,1
88,1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹道着【術士】【改】",True,1
89,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹羽織【弓士】【改】",True,1
90,1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹道着【学士】【改】",True,1
91,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹袈裟【武士】【改】",True,1
92,1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹袈裟【槍士】【改】",True,1
93,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹羽織【間士】【改】",True,1
94,1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹羽織【拳士】【改】",True,1
95,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹道着【術士】【改】",True,1
96,1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹羽織【弓士】【改】",True,1
97,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹道着【学士】【改】",True,1
98,1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹袈裟【武士】【改】",True,1
99,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹袈裟【槍士】【改】",True,1
100,1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹羽織【間士】【改】",True,1
101,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:金賞",False,1,"WeeklyBingoRewardData#1","羅刹羽織【拳士】【改】",True,1
102,1,"古ぼけた地図G8",False,1,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,100
103,2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#1","古ぼけた地図G10",False,1
104,1,"古ぼけた地図G8",False,1,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,100
105,2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#1","古ぼけた地図G10",False,1
106,1,"古ぼけた地図G8",False,1,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,100
107,2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#1","古ぼけた地図G10",False,1
108,1,"古ぼけた地図G8",False,1,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,100
109,2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#1","古ぼけた地図G10",False,1
110,1,"古ぼけた地図G8",False,1,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,100
111,2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#1","古ぼけた地図G10",False,1
112,1,"古ぼけた地図G8",False,1,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,100
113,2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#1","古ぼけた地図G10",False,1
114,1,"古ぼけた地図G8",False,1,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,300
115,2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#1","古ぼけた地図G10",False,1
116,1,"古ぼけた地図G8",False,1,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,300
117,2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#1","古ぼけた地図G10",False,1
118,1,"古ぼけた地図G8",False,1,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,300
119,2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#1","古ぼけた地図G10",False,1
120,1,"古ぼけた地図G8",False,1,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,300
121,2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#1","古ぼけた地図G10",False,1
122,1,"古ぼけた地図G8",False,1,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,300
123,2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#1","古ぼけた地図G10",False,1
124,1,"古ぼけた地図G8",False,1,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,300
125,2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#1","古ぼけた地図G10",False,1
126,1,"古ぼけた地図G8",False,1,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#1","古ぼけた地図G10",False,1
127,2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#1","古ぼけた地図G10",False,1
128,1,"古ぼけた地図G8",False,1,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#1","古ぼけた地図G10",False,1
129,2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#0",1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#1","古ぼけた地図G10",False,1
130,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
131,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
132,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
133,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
134,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
135,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
136,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
137,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
138,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
139,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
140,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
141,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
142,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
143,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
144,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
145,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
146,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
147,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
148,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
149,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
150,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
151,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
152,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
153,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
154,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
155,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
156,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
157,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
158,1,"クロのぬいぐるみ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クリスタル",False,6
159,1,"マメット・ヒエン",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,500
160,1,"マメット・クロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","MGPプラチナカード",False,2
161,1,"マメット・シロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クラスター",False,12
162,1,"クロのぬいぐるみ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クリスタル",False,6
