key,0,1,2,3,4,5,6,7,8,9
20001,207,0,0,0,4,0,0,0,75,"0"
20002,206,0,0,0,4,0,0,0,180,"0"
20003,208,0,0,0,4,0,0,0,360,"0"
20004,209,0,0,0,4,0,0,0,410,"0"
20005,214,0,0,0,4,0,0,0,530,"0"
20006,9,0,0,0,4,0,0,0,980,"0"
20007,217,0,0,0,4,0,0,0,1100,"0"
20008,218,0,0,0,4,0,0,0,1300,"0"
20009,219,0,0,0,4,0,0,0,1600,"0"
20010,225,226,222,0,2,2,2,0,1700,"0"
20011,228,0,0,0,4,0,0,0,2300,"0"
20012,227,0,0,0,4,0,0,0,3200,"0"
20013,233,0,0,0,4,0,0,0,4000,"0"
20014,232,0,0,0,4,0,0,0,4500,"0"
20015,115,234,235,0,2,2,2,0,5000,"0"
20016,237,0,0,0,4,0,0,0,5300,"0"
20017,241,0,0,0,4,0,0,0,5500,"0"
20018,239,0,0,0,4,0,0,0,5700,"0"
20019,238,0,0,0,4,0,0,0,5900,"0"
20020,243,242,244,0,2,2,2,0,6100,"0"
20021,134,0,0,0,5,0,0,0,6300,"0"
20022,136,0,0,0,5,0,0,0,6500,"0"
20023,33,0,0,0,5,0,0,0,6700,"0"
20024,34,0,0,0,5,0,0,0,6900,"0"
20025,139,149,258,0,3,3,3,0,7100,"0"
20026,157,0,0,0,5,0,0,0,7600,"0"
20027,260,0,0,0,5,0,0,0,8600,"0"
20028,156,0,0,0,5,0,0,0,9400,"0"
20029,160,0,0,0,5,0,0,0,9700,"0"
20030,37,169,167,0,3,3,3,0,10000,"0"
20031,41,0,0,0,5,0,0,0,11000,"0"
20032,264,0,0,0,5,0,0,0,12000,"0"
20033,269,0,0,0,5,0,0,0,12500,"0"
20034,171,0,0,0,5,0,0,0,13000,"0"
20035,51,56,58,0,3,3,3,0,13500,"0"
20036,64,0,0,0,5,0,0,0,14000,"0"
20037,296,0,0,0,5,0,0,0,14500,"0"
20038,298,0,0,0,5,0,0,0,15000,"0"
20039,300,0,0,0,5,0,0,0,16000,"0"
20040,303,177,178,0,3,3,3,0,16500,"0"
20041,275,0,0,0,6,0,0,0,17000,"0"
20042,73,0,0,0,6,0,0,0,17500,"0"
20043,189,0,0,0,2,0,0,0,18000,"0"
20044,190,0,0,0,6,0,0,0,18500,"0"
20045,334,309,317,0,3,3,3,0,19000,"0"
20046,312,0,0,0,6,0,0,0,19500,"0"
20047,321,0,0,0,6,0,0,0,20000,"0"
20048,193,0,0,0,6,0,0,0,20500,"0"
20049,326,0,0,0,6,0,0,0,21000,"0"
20050,282,290,88,0,3,3,4,0,21500,"0"
30001,1,0,0,0,3,0,0,0,75,"0"
30002,2,0,0,0,3,0,0,0,180,"0"
30003,3,0,0,0,3,0,0,0,360,"0"
30004,7,0,0,0,3,0,0,0,410,"0"
30005,6,0,0,0,3,0,0,0,530,"0"
30006,8,0,0,0,3,0,0,0,980,"0"
30007,11,0,0,0,3,0,0,0,1100,"0"
30008,12,0,0,0,3,0,0,0,1300,"0"
30009,15,0,0,0,3,0,0,0,1600,"0"
30010,17,0,0,0,3,0,0,0,1700,"0"
30011,18,0,0,0,4,0,0,0,2300,"0"
30012,20,0,0,0,4,0,0,0,3200,"0"
30013,21,0,0,0,4,0,0,0,4000,"0"
30014,22,0,0,0,4,0,0,0,4500,"0"
30015,23,0,0,0,4,0,0,0,5000,"0"
30016,24,0,0,0,4,0,0,0,5300,"0"
30017,25,26,27,0,4,3,2,0,5500,"0"
30018,29,0,0,0,4,0,0,0,5700,"0"
30019,28,0,0,0,4,0,0,0,5900,"0"
30020,30,0,0,0,4,0,0,0,6100,"0"
30021,32,0,0,0,4,0,0,0,6300,"0"
30022,135,0,0,0,4,0,0,0,6500,"0"
30023,246,0,0,0,4,0,0,0,6700,"0"
30024,145,0,0,0,4,0,0,0,6900,"0"
30025,149,0,0,0,4,0,0,0,7100,"0"
30026,252,0,0,0,4,0,0,0,7600,"0"
30027,150,251,257,0,4,3,2,0,8600,"0"
30028,256,0,0,0,4,0,0,0,9400,"0"
30029,159,0,0,0,4,0,0,0,9700,"0"
30030,165,0,0,0,4,0,0,0,10000,"0"
30031,168,0,0,0,4,0,0,0,11000,"0"
30032,166,269,48,0,4,3,2,0,12000,"0"
30033,46,0,0,0,4,0,0,0,12500,"0"
30034,52,0,0,0,4,0,0,0,13000,"0"
30035,56,0,0,0,4,0,0,0,13500,"0"
30036,294,0,0,0,4,0,0,0,14000,"0"
30037,297,296,300,0,4,3,2,0,14500,"0"
30038,302,0,0,0,4,0,0,0,15000,"0"
30039,303,0,0,0,4,0,0,0,16000,"0"
30040,66,0,0,0,4,0,0,0,16500,"0"
30041,178,0,0,0,5,0,0,0,17000,"0"
30042,275,73,187,0,5,3,2,0,17500,"0"
30043,186,0,0,0,1,0,0,0,18000,"0"
30044,190,0,0,0,5,0,0,0,18500,"0"
30045,309,0,0,0,5,0,0,0,19000,"0"
30046,322,0,0,0,5,0,0,0,19500,"0"
30047,78,192,278,0,5,3,2,0,20000,"0"
30048,202,0,0,0,5,0,0,0,20500,"0"
30049,283,0,0,0,5,0,0,0,21000,"0"
30050,93,0,0,0,5,0,0,0,21500,"0"
40001,1,0,0,0,3,0,0,0,75,"0"
40002,95,0,0,0,3,0,0,0,180,"0"
40003,96,0,0,0,3,0,0,0,360,"0"
40004,97,0,0,0,3,0,0,0,410,"0"
40005,100,0,0,0,3,0,0,0,530,"0"
40006,102,0,0,0,3,0,0,0,980,"0"
40007,103,104,0,0,3,3,0,0,1100,"0"
40008,105,0,0,0,3,0,0,0,1300,"0"
40009,108,111,0,0,3,3,0,0,1600,"0"
40010,109,0,0,0,3,0,0,0,1700,"0"
40011,115,0,0,0,3,0,0,0,2300,"0"
40012,116,0,0,0,3,0,0,0,3200,"0"
40013,118,0,0,0,3,0,0,0,4000,"0"
40014,119,0,0,0,3,0,0,0,4500,"0"
40015,120,121,0,0,3,3,0,0,5000,"0"
40016,122,0,0,0,3,0,0,0,5300,"0"
40017,123,126,0,0,3,3,0,0,5500,"0"
40018,132,0,0,0,3,0,0,0,5700,"0"
40019,130,131,0,0,3,3,0,0,5900,"0"
40020,133,0,0,0,3,0,0,0,6100,"0"
40021,32,0,0,0,4,0,0,0,6300,"0"
40022,136,0,0,0,4,0,0,0,6500,"0"
40023,246,0,0,0,4,0,0,0,6700,"0"
40024,147,0,0,0,4,0,0,0,6900,"0"
40025,248,151,0,0,3,4,0,0,7100,"0"
40026,252,0,0,0,4,0,0,0,7600,"0"
40027,257,158,0,0,4,3,0,0,8600,"0"
40028,261,0,0,0,4,0,0,0,9400,"0"
40029,162,37,0,0,4,3,0,0,9700,"0"
40030,164,0,0,0,4,0,0,0,10000,"0"
40031,165,0,0,0,4,0,0,0,11000,"0"
40032,40,0,0,0,4,0,0,0,12000,"0"
40033,268,269,0,0,4,3,0,0,12500,"0"
40034,172,0,0,0,4,0,0,0,13000,"0"
40035,63,58,0,0,4,3,0,0,13500,"0"
40036,297,0,0,0,4,0,0,0,14000,"0"
40037,294,173,0,0,4,3,0,0,14500,"0"
40038,175,0,0,0,4,0,0,0,15000,"0"
40039,302,305,0,0,4,3,0,0,16000,"0"
40040,274,0,0,0,4,0,0,0,16500,"0"
40041,308,307,0,0,5,4,0,0,17000,"0"
40042,73,0,0,0,5,0,0,0,17500,"0"
40043,187,189,0,0,5,2,0,0,18000,"0"
40044,190,0,0,0,5,0,0,0,18500,"0"
40045,333,311,0,0,4,5,0,0,19000,"0"
40046,312,0,0,0,5,0,0,0,19500,"0"
40047,77,325,0,0,5,4,0,0,20000,"0"
40048,327,0,0,0,5,0,0,0,20500,"0"
40049,204,290,0,0,5,4,0,0,21000,"0"
40050,92,0,0,0,5,0,0,0,21500,"0"
50001,1,0,0,0,4,0,0,0,75,"0"
50002,95,0,0,0,4,0,0,0,180,"0"
50003,96,0,0,0,4,0,0,0,360,"0"
50004,97,0,0,0,4,0,0,0,410,"0"
50005,101,0,0,0,4,0,0,0,530,"0"
50006,98,0,0,0,4,0,0,0,980,"0"
50007,103,0,0,0,4,0,0,0,1100,"0"
50008,108,0,0,0,4,0,0,0,1300,"0"
50009,107,0,0,0,4,0,0,0,1600,"0"
50010,110,0,0,0,4,0,0,0,1700,"0"
50011,112,0,0,0,4,0,0,0,2300,"0"
50012,115,0,0,0,4,0,0,0,3200,"0"
50013,113,116,117,118,1,1,1,1,4000,"0"
50014,119,0,0,0,4,0,0,0,4500,"0"
50015,120,0,0,0,4,0,0,0,5000,"0"
50016,122,0,0,0,4,0,0,0,5300,"0"
50017,123,0,0,0,4,0,0,0,5500,"0"
50018,128,0,0,0,3,0,0,0,5700,"0"
50019,133,0,0,0,4,0,0,0,5900,"0"
50020,129,0,0,0,4,0,0,0,6100,"0"
50021,32,0,0,0,5,0,0,0,6300,"0"
50022,135,0,0,0,5,0,0,0,6500,"0"
50023,33,246,138,144,2,2,2,2,6700,"0"
50024,146,0,0,0,5,0,0,0,6900,"0"
50025,152,0,0,0,5,0,0,0,7100,"0"
50026,253,0,0,0,5,0,0,0,7600,"0"
50027,257,0,0,0,5,0,0,0,8600,"0"
50028,157,0,0,0,5,0,0,0,9400,"0"
50029,159,0,0,0,5,0,0,0,9700,"0"
50030,37,0,0,0,5,0,0,0,10000,"0"
50031,165,0,0,0,5,0,0,0,11000,"0"
50032,265,0,0,0,5,0,0,0,12000,"0"
50033,264,47,269,172,2,2,2,2,12500,"0"
50034,52,0,0,0,5,0,0,0,13000,"0"
50035,56,0,0,0,5,0,0,0,13500,"0"
50036,63,65,62,272,2,2,2,2,14000,"0"
50037,295,0,0,0,5,0,0,0,14500,"0"
50038,298,0,0,0,5,0,0,0,15000,"0"
50039,301,0,0,0,5,0,0,0,16000,"0"
50040,307,0,0,0,5,0,0,0,16500,"0"
50041,306,0,0,0,5,0,0,0,17000,"0"
50042,308,0,0,0,5,0,0,0,17500,"0"
50043,72,73,179,187,2,2,2,2,18000,"0"
50044,319,0,0,0,5,0,0,0,18500,"0"
50045,191,0,0,0,5,0,0,0,19000,"0"
50046,314,318,320,279,2,2,2,2,19500,"0"
50047,194,0,0,0,5,0,0,0,20000,"0"
50048,205,0,0,0,5,0,0,0,20500,"0"
50049,285,0,0,0,5,0,0,0,21000,"0"
50050,89,0,0,0,5,0,0,0,21500,"0"
60001,1,0,0,0,3,0,0,0,75,"0"
60002,95,0,0,0,3,0,0,0,180,"0"
60003,96,0,0,0,3,0,0,0,360,"0"
60004,97,0,0,0,3,0,0,0,410,"0"
60005,99,0,0,0,3,0,0,0,530,"0"
60006,98,0,0,0,3,0,0,0,980,"0"
60007,101,0,0,0,3,0,0,0,1100,"0"
60008,102,0,0,0,3,0,0,0,1300,"0"
60009,106,0,0,0,3,0,0,0,1600,"0"
60010,114,0,0,0,3,0,0,0,1700,"0"
60011,109,0,0,0,3,0,0,0,2300,"0"
60012,115,113,0,0,3,2,0,0,3200,"0"
60013,18,0,0,0,3,0,0,0,4000,"0"
60014,118,0,0,0,3,0,0,0,4500,"0"
60015,121,0,0,0,3,0,0,0,5000,"0"
60016,122,0,0,0,3,0,0,0,5300,"0"
60017,123,0,0,0,3,0,0,0,5500,"0"
60018,127,0,0,0,3,0,0,0,5700,"0"
60019,130,0,0,0,3,0,0,0,5900,"0"
60020,131,0,0,0,3,0,0,0,6100,"0"
60021,32,0,0,0,3,0,0,0,6300,"0"
60022,135,245,247,0,3,2,2,0,6500,"0"
60023,139,0,0,0,3,0,0,0,6700,"0"
60024,143,0,0,0,3,0,0,0,6900,"0"
60025,151,0,0,0,3,0,0,0,7100,"0"
60026,252,0,0,0,3,0,0,0,7600,"0"
60027,255,0,0,0,3,0,0,0,8600,"0"
60028,158,0,0,0,3,0,0,0,9400,"0"
60029,159,0,0,0,3,0,0,0,9700,"0"
60030,37,0,0,0,3,0,0,0,10000,"0"
60031,169,0,0,0,4,0,0,0,11000,"0"
60032,167,43,50,265,4,2,2,1,12000,"0"
60033,170,0,0,0,4,0,0,0,12500,"0"
60034,52,0,0,0,4,0,0,0,13000,"0"
60035,297,0,0,0,4,0,0,0,13500,"0"
60036,174,0,0,0,4,0,0,0,14000,"0"
60037,175,0,0,0,4,0,0,0,14500,"0"
60038,302,0,0,0,4,0,0,0,15000,"0"
60039,299,0,0,0,4,0,0,0,16000,"0"
60040,308,0,0,0,4,0,0,0,16500,"0"
60041,273,0,0,0,4,0,0,0,17000,"0"
60042,66,306,72,73,4,2,2,1,17500,"0"
60043,183,0,0,0,2,0,0,0,18000,"0"
60044,191,0,0,0,4,0,0,0,18500,"0"
60045,312,0,0,0,4,0,0,0,19000,"0"
60046,323,0,0,0,4,0,0,0,19500,"0"
60047,77,0,0,0,4,0,0,0,20000,"0"
60048,203,0,0,0,4,0,0,0,20500,"0"
60049,285,0,0,0,4,0,0,0,21000,"0"
60050,94,0,0,0,4,0,0,0,21500,"0"
70001,1,0,0,0,3,0,0,0,75,"0"
70002,207,0,0,0,3,0,0,0,180,"0"
70003,208,0,0,0,3,0,0,0,360,"0"
70004,209,0,0,0,3,0,0,0,410,"0"
70005,215,0,0,0,3,0,0,0,530,"0"
70006,212,0,0,0,3,0,0,0,980,"0"
70007,216,0,0,0,3,0,0,0,1100,"0"
70008,217,0,0,0,3,0,0,0,1300,"0"
70009,220,0,0,0,3,0,0,0,1600,"0"
70010,221,0,0,0,3,0,0,0,1700,"0"
70011,228,229,0,0,3,2,0,0,2300,"0"
70012,227,231,0,0,3,2,0,0,3200,"0"
70013,233,232,0,0,3,2,0,0,4000,"0"
70014,234,0,0,0,3,0,0,0,4500,"0"
70015,236,0,0,0,3,0,0,0,5000,"0"
70016,237,0,0,0,3,0,0,0,5300,"0"
70017,241,0,0,0,3,0,0,0,5500,"0"
70018,239,0,0,0,3,0,0,0,5700,"0"
70019,243,0,0,0,3,0,0,0,5900,"0"
70020,244,0,0,0,3,0,0,0,6100,"0"
70021,134,137,0,0,4,2,0,0,6300,"0"
70022,33,246,0,0,4,2,0,0,6500,"0"
70023,247,139,0,0,4,2,0,0,6700,"0"
70024,144,143,0,0,4,2,0,0,6900,"0"
70025,148,0,0,0,4,0,0,0,7100,"0"
70026,254,0,0,0,4,0,0,0,7600,"0"
70027,251,0,0,0,4,0,0,0,8600,"0"
70028,260,0,0,0,4,0,0,0,9400,"0"
70029,263,0,0,0,4,0,0,0,9700,"0"
70030,168,0,0,0,4,0,0,0,10000,"0"
70031,44,166,0,0,5,2,0,0,11000,"0"
70032,264,170,0,0,5,2,0,0,12000,"0"
70033,269,49,0,0,5,2,0,0,12500,"0"
70034,50,172,0,0,5,2,0,0,13000,"0"
70035,62,0,0,0,5,0,0,0,13500,"0"
70036,54,0,0,0,5,0,0,0,14000,"0"
70037,295,0,0,0,5,0,0,0,14500,"0"
70038,298,0,0,0,5,0,0,0,15000,"0"
70039,299,0,0,0,5,0,0,0,16000,"0"
70040,273,0,0,0,5,0,0,0,16500,"0"
70041,308,179,0,0,6,2,0,0,17000,"0"
70042,73,186,0,0,6,1,0,0,17500,"0"
70043,187,188,0,0,6,2,0,0,18000,"0"
70044,310,191,0,0,6,2,0,0,18500,"0"
70045,315,316,0,0,3,2,0,0,19000,"0"
70046,278,0,0,0,6,0,0,0,19500,"0"
70047,78,0,0,0,6,0,0,0,20000,"0"
70048,201,0,0,0,6,0,0,0,20500,"0"
70049,284,0,0,0,6,0,0,0,21000,"0"
70050,91,0,0,0,6,0,0,0,21500,"0"
260001,1,0,0,0,3,0,0,0,75,"0"
260002,2,0,0,0,3,0,0,0,180,"0"
260003,4,0,0,0,3,0,0,0,360,"0"
260004,5,0,0,0,3,0,0,0,410,"0"
260005,355,0,0,0,3,0,0,0,530,"0"
260006,9,0,0,0,3,0,0,0,980,"0"
260007,11,0,0,0,3,0,0,0,1100,"0"
260008,10,13,0,0,3,3,0,0,1300,"0"
260009,14,0,0,0,3,0,0,0,1600,"0"
260010,16,0,0,0,3,0,0,0,1700,"0"
260011,19,0,0,0,3,0,0,0,2300,"0"
260012,20,0,0,0,3,0,0,0,3200,"0"
260013,21,0,0,0,3,0,0,0,4000,"0"
260014,115,0,0,0,3,0,0,0,4500,"0"
260015,23,0,0,0,3,0,0,0,5000,"0"
260016,25,0,0,0,3,0,0,0,5300,"0"
260017,26,0,0,0,3,0,0,0,5500,"0"
260018,27,29,0,0,3,3,0,0,5700,"0"
260019,28,0,0,0,3,0,0,0,5900,"0"
260020,31,0,0,0,3,0,0,0,6100,"0"
260021,134,0,0,0,4,0,0,0,6300,"0"
260022,245,0,0,0,4,0,0,0,6500,"0"
260023,137,0,0,0,4,0,0,0,6700,"0"
260024,34,0,0,0,4,0,0,0,6900,"0"
260025,151,0,0,0,4,0,0,0,7100,"0"
260026,150,253,0,0,4,2,0,0,7600,"0"
260027,256,0,0,0,4,0,0,0,8600,"0"
260028,156,262,0,0,4,2,0,0,9400,"0"
260029,163,0,0,0,4,0,0,0,9700,"0"
260030,169,0,0,0,4,0,0,0,10000,"0"
260031,45,0,0,0,4,0,0,0,11000,"0"
260032,48,0,0,0,4,0,0,0,12000,"0"
260033,50,0,0,0,4,0,0,0,12500,"0"
260034,268,0,0,0,4,0,0,0,13000,"0"
260035,53,0,0,0,4,0,0,0,13500,"0"
260036,55,57,0,0,4,1,0,0,14000,"0"
260037,294,0,0,0,4,0,0,0,14500,"0"
260038,298,175,0,0,4,2,0,0,15000,"0"
260039,304,0,0,0,4,0,0,0,16000,"0"
260040,178,0,0,0,4,0,0,0,16500,"0"
260041,275,0,0,0,4,0,0,0,17000,"0"
260042,72,0,0,0,4,0,0,0,17500,"0"
260043,185,0,0,0,2,0,0,0,18000,"0"
260044,310,319,0,0,4,2,0,0,18500,"0"
260045,190,0,0,0,4,0,0,0,19000,"0"
260046,192,324,0,0,4,2,0,0,19500,"0"
260047,312,0,0,0,4,0,0,0,20000,"0"
260048,327,84,0,0,4,2,0,0,20500,"0"
260049,282,0,0,0,4,0,0,0,21000,"0"
260050,289,0,0,0,4,0,0,0,21500,"0"
290001,2,0,0,0,3,0,0,0,75,"0"
290002,4,0,0,0,3,0,0,0,180,"0"
290003,3,0,0,0,3,0,0,0,360,"0"
290004,6,0,0,0,3,0,0,0,410,"0"
290005,733,734,0,0,2,1,0,0,530,"0"
290006,8,0,0,0,3,0,0,0,980,"0"
290007,10,0,0,0,3,0,0,0,1100,"0"
290008,13,0,0,0,3,0,0,0,1300,"0"
290009,14,15,0,0,1,1,0,0,1600,"0"
290010,17,0,0,0,3,0,0,0,1700,"0"
290011,735,0,0,0,3,0,0,0,2300,"0"
290012,736,19,0,0,1,2,0,0,3200,"0"
290013,21,0,0,0,3,0,0,0,4000,"0"
290014,22,0,0,0,3,0,0,0,4500,"0"
290015,23,0,0,0,3,0,0,0,5000,"0"
290016,26,0,0,0,3,0,0,0,5300,"0"
290017,29,0,0,0,3,0,0,0,5500,"0"
290018,28,27,0,0,2,1,0,0,5700,"0"
290019,30,0,0,0,3,0,0,0,5900,"0"
290020,31,0,0,0,3,0,0,0,6100,"0"
290021,131,0,0,0,3,0,0,0,6300,"0"
290022,737,0,0,0,3,0,0,0,6500,"0"
290023,134,0,0,0,3,0,0,0,6700,"0"
290024,139,0,0,0,3,0,0,0,6900,"0"
290025,145,147,0,0,2,2,0,0,7100,"0"
290026,151,0,0,0,3,0,0,0,7600,"0"
290027,148,0,0,0,3,0,0,0,8600,"0"
290028,260,261,0,0,2,2,0,0,9400,"0"
290029,161,160,0,0,2,2,0,0,9700,"0"
290030,262,0,0,0,3,0,0,0,10000,"0"
290031,40,0,0,0,3,0,0,0,11000,"0"
290032,48,0,0,0,3,0,0,0,12000,"0"
290033,45,53,0,0,2,2,0,0,12500,"0"
290034,55,65,0,0,1,2,0,0,13000,"0"
290035,58,0,0,0,3,0,0,0,13500,"0"
290036,64,0,0,0,4,0,0,0,14000,"0"
290037,296,298,0,0,2,2,0,0,14500,"0"
290038,300,0,0,0,3,0,0,0,15000,"0"
290039,304,0,0,0,3,0,0,0,16000,"0"
290040,738,305,0,0,2,2,0,0,16500,"0"
290041,273,0,0,0,4,0,0,0,17000,"0"
290042,275,0,0,0,4,0,0,0,17500,"0"
290043,310,0,0,0,4,0,0,0,18000,"0"
290044,319,0,0,0,4,0,0,0,18500,"0"
290045,333,334,0,0,2,2,0,0,19000,"0"
290046,317,316,0,0,2,2,0,0,19500,"0"
290047,318,0,0,0,4,0,0,0,20000,"0"
290048,326,0,0,0,4,0,0,0,20500,"0"
290049,92,91,0,0,2,2,0,0,21000,"0"
290050,739,94,0,0,2,2,0,0,21500,"0"
1000001,124,0,0,0,3,0,0,0,240,"0"
1000002,335,0,0,0,5,0,0,0,266,"0"
1000003,336,0,0,0,3,0,0,0,287,"0"
1000004,337,0,0,0,1,0,0,0,311,"0"
1000005,142,0,0,0,3,0,0,0,345,"0"
1000006,141,0,0,0,3,0,0,0,357,"0"
1000007,36,0,0,0,3,0,0,0,388,"0"
1000008,249,0,0,0,3,0,0,0,431,"0"
1000009,154,0,0,0,3,0,0,0,441,"0"
1000010,291,0,0,0,1,0,0,0,478,"0"
1000011,267,0,0,0,3,0,0,0,531,"0"
1000012,61,0,0,0,3,0,0,0,590,"0"
1000013,350,0,0,0,5,0,0,0,609,"0"
1000014,352,0,0,0,6,0,0,0,629,"0"
1000015,353,0,0,0,1,0,0,0,655,"0"
1000016,69,0,0,0,3,0,0,0,632,"0"
1000017,70,0,0,0,1,0,0,0,653,"0"
1000018,181,0,0,0,3,0,0,0,674,"0"
1000019,75,0,0,0,3,0,0,0,702,"0"
1000020,276,0,0,0,3,0,0,0,749,"0"
1000021,196,0,0,0,3,0,0,0,774,"0"
1000022,197,0,0,0,3,0,0,0,799,"0"
1000023,80,0,0,0,3,0,0,0,832,"0"
1000024,83,0,0,0,3,0,0,0,884,"0"
1000025,85,0,0,0,3,0,0,0,913,"0"
1000026,287,0,0,0,3,0,0,0,943,"0"
1000027,329,0,0,0,4,0,0,0,982,"0"
1000028,331,0,0,0,5,0,0,0,1506,"0"
1000029,341,0,0,0,5,0,0,0,1555,"0"
1000030,344,0,0,0,1,0,0,0,1619,"0"
1000031,0,0,0,0,0,0,0,0,0,"0"
1000032,0,0,0,0,0,0,0,0,0,"0"
1000033,0,0,0,0,0,0,0,0,0,"0"
1000034,0,0,0,0,0,0,0,0,0,"0"
1000035,0,0,0,0,0,0,0,0,0,"0"
1000036,0,0,0,0,0,0,0,0,0,"0"
1000037,0,0,0,0,0,0,0,0,0,"0"
1000038,0,0,0,0,0,0,0,0,0,"0"
1000039,0,0,0,0,0,0,0,0,0,"0"
1000040,0,0,0,0,0,0,0,0,0,"0"
1000041,0,0,0,0,0,0,0,0,0,"0"
1000042,0,0,0,0,0,0,0,0,0,"0"
1000043,0,0,0,0,0,0,0,0,0,"0"
1000044,0,0,0,0,0,0,0,0,0,"0"
1000045,0,0,0,0,0,0,0,0,0,"0"
1000046,0,0,0,0,0,0,0,0,0,"0"
1000047,0,0,0,0,0,0,0,0,0,"0"
1000048,0,0,0,0,0,0,0,0,0,"0"
1000049,0,0,0,0,0,0,0,0,0,"0"
1000050,0,0,0,0,0,0,0,0,0,"0"
2000001,125,0,0,0,3,0,0,0,240,"0"
2000002,335,0,0,0,5,0,0,0,266,"0"
2000003,338,0,0,0,5,0,0,0,287,"0"
2000004,339,0,0,0,5,0,0,0,311,"0"
2000005,140,0,0,0,3,0,0,0,345,"0"
2000006,36,0,0,0,3,0,0,0,357,"0"
2000007,249,0,0,0,3,0,0,0,388,"0"
2000008,153,0,0,0,3,0,0,0,431,"0"
2000009,259,0,0,0,3,0,0,0,441,"0"
2000010,292,0,0,0,1,0,0,0,478,"0"
2000011,266,0,0,0,3,0,0,0,531,"0"
2000012,60,0,0,0,3,0,0,0,590,"0"
2000013,59,0,0,0,3,0,0,0,609,"0"
2000014,351,0,0,0,4,0,0,0,629,"0"
2000015,354,0,0,0,1,0,0,0,655,"0"
2000016,68,0,0,0,3,0,0,0,632,"0"
2000017,182,0,0,0,3,0,0,0,653,"0"
2000018,74,0,0,0,3,0,0,0,674,"0"
2000019,277,0,0,0,3,0,0,0,702,"0"
2000020,79,0,0,0,3,0,0,0,749,"0"
2000021,195,0,0,0,3,0,0,0,774,"0"
2000022,199,0,0,0,3,0,0,0,799,"0"
2000023,82,0,0,0,3,0,0,0,832,"0"
2000024,86,0,0,0,3,0,0,0,884,"0"
2000025,286,0,0,0,3,0,0,0,913,"0"
2000026,330,0,0,0,4,0,0,0,943,"0"
2000027,331,0,0,0,5,0,0,0,982,"0"
2000028,341,0,0,0,7,0,0,0,1506,"0"
2000029,342,0,0,0,6,0,0,0,1555,"0"
2000030,343,0,0,0,1,0,0,0,1619,"0"
2000031,0,0,0,0,0,0,0,0,0,"0"
2000032,0,0,0,0,0,0,0,0,0,"0"
2000033,0,0,0,0,0,0,0,0,0,"0"
