key,0,1,2,3,4
807,8,3,"","","-"
808,8,4,"","","-"
809,8,5,"","","-"
810,8,6,"","","-"
811,8,7,"","","-"
812,8,8,"","","-"
813,8,9,"","","-"
814,8,10,"","","-"
815,8,11,"","","-"
816,8,12,"","","-"
817,8,13,"","","-"
818,8,14,"","","-"
819,8,15,"","","-"
820,8,16,"","","-"
821,8,17,"","","-"
822,8,18,"","","-"
823,8,19,"","","-"
824,8,100,"","","-"
825,8,20,"","","-"
826,8,205,"","","-"
827,8,21,"","","-"
828,8,22,"","","-"
829,8,206,"","","-"
830,8,207,"","","-"
831,8,208,"","","-"
832,8,209,"","","-"
833,8,210,"","","-"
834,8,211,"","","-"
835,8,212,"","","-"
836,8,300,"","","-"
837,8,301,"","","-"
838,8,302,"","","-"
839,8,303,"","","-"
840,8,304,"","","-"
841,8,23,"","","-"
842,8,24,"","","-"
843,8,25,"","","-"
844,8,26,"","","-"
845,8,1084,"","","-"
846,8,27,"","","-"
847,8,28,"","","-"
848,8,200,"","","-"
849,8,30,"","","-"
850,8,305,"","","-"
851,8,31,"","","-"
852,8,32,"","","-"
853,8,33,"","","-"
854,8,34,"","","-"
855,8,35,"","","-"
856,8,36,"","","-"
857,8,37,"","","-"
859,8,39,"","","-"
860,8,40,"","","-"
861,8,41,"","","-"
862,8,42,"","","-"
863,8,43,"","","-"
864,8,44,"","","-"
900,9,0,"@","","-"
901,9,1,"","","-"
902,9,2,"","","-"
903,9,10,"","","-"
904,9,11,"","","-"
905,9,12,"","","-"
906,9,13,"","","-"
907,9,20,"","","-"
908,9,23,"","","-"
909,9,24,"","","-"
910,9,21,"","","-"
911,9,26,"","","-"
912,9,25,"","","-"
913,9,22,"","","-"
950,10,0,"@","","-"
951,10,1,"","","-"
952,10,13,"","","-"
953,10,12,"","","-"
954,10,10,"","","-"
955,10,11,"","","-"
956,10,20,"","","-"
957,10,21,"","","-"
958,10,23,"","","-"
959,10,22,"","","-"
960,10,30,"","","-"
961,10,31,"","","-"
962,10,43,"","","-"
963,10,40,"","","-"
964,10,46,"","","-"
965,10,41,"","","-"
966,10,44,"","","-"
967,10,45,"","","-"
968,10,50,"","","-"
969,10,51,"","","-"
970,10,52,"","","-"
971,10,53,"","","-"
972,10,54,"","","-"
973,10,60,"","","-"
974,10,61,"","","-"
975,10,42,"","","-"
976,10,70,"","","-"
977,10,71,"","","-"
978,10,72,"","","-"
979,10,73,"","","-"
980,10,74,"","","-"
981,10,75,"","","-"
982,10,76,"","","-"
983,10,77,"","","-"
984,10,78,"","","-"
985,10,79,"","","-"
986,10,80,"","","-"
987,10,81,"","","-"
1000,11,0,"@","","-"
1001,11,3,"","","-"
1002,11,2,"","","-"
1003,11,1,"","","-"
1004,11,4,"","","-"
1005,11,5,"","","-"
1006,11,11,"","","-"
1007,11,10,"","","-"
1008,11,12,"","","-"
1009,11,20,"","","-"
1010,11,21,"","","-"
1011,11,30,"","","-"
1012,11,31,"","","-"
1013,11,32,"","","-"
1014,11,40,"","","-"
1015,11,41,"","","-"
1016,11,42,"","","-"
1017,11,43,"","","-"
1018,11,44,"","","-"
1019,11,45,"","","-"
1020,11,46,"","","-"
1021,11,47,"","","-"
1022,11,50,"","","-"
1023,11,51,"","","-"
1024,11,60,"","","-"
1025,11,61,"","","-"
1026,11,70,"","","-"
1027,11,75,"","","-"
1028,11,74,"","","-"
1029,11,71,"","","-"
1030,11,73,"","","-"
1031,11,72,"","","-"
1032,11,120,"","","-"
1033,11,121,"","","-"
1034,11,122,"","","-"
1035,11,123,"","","-"
1036,11,124,"","","-"
1037,11,125,"","","-"
1038,11,126,"","","-"
1039,11,127,"","","-"
1040,11,128,"","","-"
1041,11,129,"","","-"
1042,11,130,"","","-"
1043,11,131,"","","-"
1044,11,81,"","","-"
1045,11,80,"","","-"
1046,11,82,"","","-"
1047,11,84,"","","-"
1048,11,83,"","","-"
1049,11,85,"","","-"
1050,11,90,"","","-"
1051,11,91,"","","-"
1052,11,92,"","","-"
1053,11,100,"","","-"
1054,11,101,"","","-"
1055,11,110,"","","-"
1056,11,111,"","","-"
1057,11,112,"","","-"
1058,11,140,"","","-"
1059,11,141,"","","-"
1060,11,142,"","","-"
1061,11,93,"","","-"
1062,11,94,"","","-"
1150,13,0,"@","","-"
1151,13,2,"","","-"
1152,13,1,"","","-"
1153,13,3,"","","-"
1154,13,10,"","","-"
1155,13,11,"","","-"
1156,13,12,"","","-"
1157,13,13,"","","-"
1158,13,20,"","","-"
1159,13,30,"","","-"
1160,13,31,"","","-"
1161,13,33,"","","-"
1162,13,34,"","","-"
1163,13,32,"","","-"
1164,13,35,"","","-"
1165,13,21,"","","-"
1200,14,0,"@","","-"
1201,14,10,"","","-"
1202,14,11,"","","-"
1203,14,20,"","","-"
1204,14,21,"","","-"
1205,14,30,"","","-"
1206,14,31,"","","-"
1207,14,90,"","","-"
1208,14,32,"","","-"
1209,14,42,"","","-"
1210,14,39,"","","-"
1211,14,40,"","","-"
1212,14,33,"","","-"
1213,14,41,"","","-"
1214,14,34,"","","-"
1215,14,71,"","","-"
1216,14,35,"","","-"
1217,14,72,"","","-"
1218,14,73,"","","-"
1219,14,70,"","","-"
1220,14,80,"","","-"
1221,14,81,"","","-"
1222,14,82,"","","-"
1223,14,91,"","","-"
1224,14,60,"","","-"
1225,14,36,"","","-"
1226,14,37,"","","-"
1227,14,100,"","","-"
1228,14,92,"","","-"
1229,14,101,"","","-"
1230,14,50,"","","-"
1231,14,38,"","","-"
1232,14,93,"","","-"
1233,14,102,"","","-"
1234,14,110,"","","-"
1235,14,103,"","","-"
1236,14,104,"","","-"
1250,15,0,"@","","-"
1251,15,1,"","","-"
1252,15,2,"","","-"
1253,15,3,"","","-"
1254,15,4,"","","-"
1255,15,5,"","","-"
1256,15,6,"","","-"
1257,15,7,"","","-"
1258,15,8,"","","-"
1270,16,0,"@","","-"
1271,16,1,"","","-"
1272,16,2,"","","-"
1273,16,3,"","","-"
1274,16,4,"","","-"
1275,16,5,"","","-"
1276,16,6,"","","-"
1277,16,7,"","","-"
1278,16,8,"","","-"
1279,16,9,"","","-"
1280,16,10,"","","-"
1300,17,0,"@","","-"
1301,17,1,"","","-"
1302,17,2,"","","-"
1303,17,3,"","","-"
1304,17,4,"","","-"
1305,17,6,"","","-"
1306,17,10,"","","-"
1307,17,11,"","","-"
1308,17,500,"","","-"
1309,17,501,"","","-"
1310,17,502,"","","-"
1311,17,700,"","","-"
1312,17,5,"","","-"
1313,17,23,"","","-"
1314,17,801,"","","-"
1315,17,12,"","","-"
1316,17,50,"","","-"
1317,17,51,"","","-"
1318,17,200,"","","-"
1319,17,201,"","","-"
1320,17,202,"","","-"
1321,17,20,"","","-"
1322,17,21,"","","-"
1323,17,22,"","","-"
1324,17,24,"","","-"
1325,17,25,"","","-"
1326,17,26,"","","-"
1327,17,60,"","","-"
1328,17,210,"","","-"
1329,17,213,"","","-"
1330,17,211,"","","-"
1331,17,214,"","","-"
1332,17,800,"","","-"
1333,17,803,"","","-"
1334,17,810,"","","-"
1335,17,820,"","","-"
1336,17,811,"","","-"
1337,17,812,"","","-"
1338,17,813,"","","-"
1339,17,821,"","","-"
1340,17,802,"","","-"
1341,17,80,"","","-"
1342,17,81,"","","-"
1343,17,100,"","","-"
1344,17,101,"","","-"
1345,17,91,"","","-"
1346,17,90,"","","-"
1347,17,92,"","","-"
1348,17,52,"","","-"
1349,17,380,"","","-"
1350,17,391,"","","-"
1351,17,392,"","","-"
1352,17,70,"","","-"
1353,17,150,"","","-"
1356,17,73,"","","-"
1357,17,72,"","","-"
1358,17,215,"","","-"
1359,17,212,"","","-"
1360,17,350,"","","-"
1362,17,351,"","","-"
1363,17,302,"","","-"
1364,17,400,"","","-"
1365,17,410,"","","-"
1366,17,401,"","","-"
1367,17,412,"","","-"
1368,17,413,"","","-"
1369,17,103,"","","-"
1370,17,300,"","","-"
1371,17,301,"","","-"
1372,17,550,"","","-"
1373,17,381,"","","-"
1374,17,303,"","","-"
1375,17,154,"","","-"
1376,17,390,"","","-"
1377,17,102,"","","-"
1378,17,105,"","","-"
1379,17,411,"","","-"
1380,17,414,"","","-"
1381,17,104,"","","-"
1384,17,63,"","","-"
1385,17,62,"","","-"
1386,17,61,"","","-"
1387,17,420,"","","-"
1389,17,352,"","","-"
1390,17,12,"","","-"
1391,17,13,"","","-"
1392,17,353,"","","-"
1396,17,71,"","","-"
1397,17,354,"","","-"
1398,17,356,"","","-"
1400,18,0,"@","","-"
1401,18,1,"","","-"
1402,18,2,"","","-"
1403,18,6,"","","-"
1404,18,15,"","","-"
1405,18,3,"","","-"
1406,18,5,"","","-"
1407,18,11,"","","-"
1408,18,10,"","","-"
1409,18,12,"","","-"
1410,18,13,"","","-"
1411,18,14,"","","-"
1412,18,16,"","","-"
1413,18,56,"","","-"
1414,18,20,"","","-"
1415,18,21,"","","-"
1416,18,53,"","","-"
1417,18,54,"","","-"
1418,18,55,"","","-"
1419,18,59,"","","-"
1420,18,70,"","","-"
1421,18,72,"","","-"
1422,18,71,"","","-"
1423,18,18,"","","-"
1424,18,17,"","","-"
1425,18,57,"","","-"
1426,18,58,"","","-"
1427,18,7,"","","-"
1428,18,50,"","","-"
1429,18,51,"","","-"
1430,18,52,"","","-"
1432,18,81,"","","-"
1433,18,80,"","","-"
1434,18,83,"","","-"
1435,18,8,"","","-"
1436,18,102,"","","-"
1437,18,104,"","","-"
1438,18,105,"","","-"
1439,18,103,"","","-"
1440,18,300,"","","-"
1441,18,301,"","","-"
1442,18,302,"","","-"
1443,18,303,"","","-"
1444,18,304,"","","-"
1445,18,305,"","","-"
1446,18,306,"","","-"
1447,18,307,"","","-"
1448,18,308,"","","-"
1449,18,19,"","","-"
1450,18,9,"","","-"
1451,18,100,"","","-"
1452,18,90,"","","-"
1453,18,309,"","","-"
1454,18,200,"","","-"
1455,18,201,"","","-"
1456,18,203,"","","-"
1458,18,206,"","","-"
1462,18,210,"","","-"
1466,18,211,"","","-"
1467,18,214,"","","-"
1468,18,215,"","","-"
1469,18,216,"","","-"
1470,18,217,"","","-"
1471,18,101,"","","-"
1472,18,106,"","","-"
1473,18,107,"","","-"
1474,18,108,"","","-"
1475,18,310,"","","-"
1476,18,311,"","","-"
1477,18,212,"","","-"
1478,18,213,"","","-"
1479,18,400,"","","-"
1480,18,401,"","","-"
1481,18,402,"","","-"
1482,18,403,"","","-"
1483,18,404,"","","-"
1484,18,405,"","","-"
1485,18,406,"","","-"
1486,18,407,"","","-"
1487,18,408,"","","-"
1488,18,409,"","","-"
1489,18,410,"","","-"
1490,18,411,"","","-"
1491,18,412,"","","-"
1492,18,4,"","","-"
1494,18,202,"","","-"
1496,18,413,"","","-"
1497,18,415,"","","-"
1498,18,416,"","","-"
1499,18,500,"","","-"
1500,19,0,"@","","-"
1501,19,1,"","","-"
1502,19,5,"","","-"
1503,19,6,"","","-"
1504,19,8,"","","-"
1505,19,9,"","","-"
1506,19,3,"","","-"
1507,19,2,"","","-"
1508,19,4,"","","-"
1509,19,11,"","","-"
1510,19,13,"","","-"
1511,19,14,"","","-"
1512,19,15,"","","-"
1513,19,16,"","","-"
1514,19,10,"","","-"
1515,19,11,"","","-"
1516,19,7,"","","-"
1521,18,501,"","","-"
1522,18,502,"","","-"
1550,20,0,"@","","-"
1551,20,1,"","","-"
1552,20,3,"","","-"
1553,20,2,"","","-"
1554,20,4,"","","-"
1555,20,5,"","","-"
1556,20,20,"","","-"
1557,20,21,"","","-"
1558,20,23,"","","-"
1559,20,24,"","","-"
1560,20,26,"","","-"
1561,20,30,"","","-"
1562,20,31,"","","-"
1563,20,32,"","","-"
1564,20,33,"","","-"
1565,20,34,"","","-"
1566,20,35,"","","-"
1567,20,36,"","","-"
1568,20,6,"","","-"
1569,20,7,"","","-"
1570,20,8,"","","-"
1571,20,9,"","","-"
1572,20,10,"","","-"
1573,20,11,"","","-"
1574,20,12,"","","-"
1575,20,25,"","","-"
1576,20,22,"","","-"
1577,20,37,"","","-"
1600,22,0,"@","","-"
1601,22,1,"","","-"
1602,22,2,"","","-"
1603,22,3,"","","-"
1604,22,20,"","","-"
1605,22,21,"","","-"
1606,22,22,"","","-"
1607,22,30,"","","-"
1608,22,31,"","","-"
1609,22,10,"","","-"
1610,22,11,"","","-"
1611,22,12,"","","-"
1612,22,40,"","","-"
1613,22,41,"","","-"
1614,22,42,"","","-"
1615,22,43,"","","-"
1616,22,44,"","","-"
1617,22,50,"","","-"
1618,22,51,"","","-"
1619,22,60,"","","-"
1620,22,70,"","","-"
1621,22,71,"","","-"
1622,22,72,"","","-"
1623,22,73,"","","-"
1624,22,74,"","","-"
1625,22,75,"","","-"
1626,22,90,"","","-"
1627,22,23,"","","-"
1628,22,24,"","","-"
1629,22,200,"","","-"
1630,22,201,"","","-"
1631,22,202,"","","-"
1632,22,45,"","","-"
1633,22,100,"","","-"
1634,22,91,"","","-"
1635,22,92,"","","-"
1636,22,76,"","","-"
1637,22,13,"","","-"
1638,22,101,"","","-"
1639,22,102,"","","-"
1640,22,103,"","","-"
1641,22,150,"","","-"
1642,22,160,"","","-"
1643,22,151,"","","-"
1644,22,152,"","","-"
1645,22,161,"","","-"
1646,22,162,"","","-"
1647,22,153,"","","-"
1648,22,163,"","","-"
1649,22,154,"","","-"
1650,22,164,"","","-"
1651,22,77,"","","-"
1652,22,78,"","","-"
1653,22,252,"","","-"
1654,22,14,"","","-"
1900,23,0,"@","","-"
1901,23,1,"","","-"
1902,23,10,"","","-"
1903,23,11,"","","-"
1904,23,12,"","","-"
1905,23,18,"","","-"
1906,23,13,"","","-"
1907,23,2,"","","-"
1908,23,101,"","","-"
1909,23,102,"","","-"
1910,23,103,"","","-"
1911,23,104,"","","-"
1912,23,105,"","","-"
1913,23,14,"","","-"
1914,23,15,"","","-"
1915,23,16,"","","-"
1916,23,32,"","","-"
1917,23,30,"","","-"
1918,23,31,"","","-"
1919,23,110,"","","-"
1920,23,111,"","","-"
1921,23,106,"","","-"
1922,23,113,"","","-"
1923,23,33,"","","-"
1924,23,34,"","","-"
1925,23,35,"","","-"
1926,23,36,"","","-"
1927,23,112,"","","-"
1928,23,120,"","","-"
1929,23,40,"","","-"
1930,23,41,"","","-"
1931,23,42,"","","-"
1932,23,43,"","","-"
1933,23,44,"","","-"
1934,23,45,"","","-"
1935,23,114,"","","-"
1936,23,121,"","","-"
1937,23,17,"","","-"
1938,23,19,"","","-"
1939,23,46,"","","-"
1940,23,47,"","","-"
1941,23,48,"","","-"
1942,23,49,"","","-"
1943,23,50,"","","-"
1944,23,122,"","","-"
1945,23,123,"","","-"
1946,23,124,"","","-"
1947,23,125,"","","-"
1948,23,51,"","","-"
1949,23,52,"","","-"
1950,23,53,"","","-"
1951,23,54,"","","-"
2000,24,0,"@","","-"
2001,24,100,"","","-"
2002,24,1,"","","-"
2003,24,2,"","","-"
2004,24,3,"","","-"
2005,24,4,"","","-"
2006,24,5,"","","-"
2007,24,6,"","","-"
2008,24,101,"","","-"
2009,24,600,"","","-"
2010,24,601,"","","-"
2011,24,602,"","","-"
2012,24,603,"","","-"
2013,24,604,"","","-"
2015,24,606,"","","-"
2017,24,608,"","","-"
2018,24,609,"","","-"
2019,24,610,"","","-"
2020,24,500,"","","-"
2021,24,1000,"","","-"
2022,24,2000,"","","-"
2023,24,2001,"","","-"
2024,24,2002,"","","-"
2025,24,3000,"","","-"
2026,24,6101,"","","-"
2027,24,1005,"","","-"
2028,24,1002,"","","-"
2029,24,1003,"","","-"
2030,24,1001,"","","-"
2031,24,1012,"","","-"
2032,24,1006,"","","-"
2033,24,1004,"","","-"
2034,24,1007,"","","-"
2035,24,1008,"","","-"
2036,24,1013,"","","-"
2037,24,1010,"","","-"
2038,24,1009,"","","-"
2039,24,1011,"","","-"
2040,24,1016,"","","-"
2041,24,1014,"","","-"
2042,24,1015,"","","-"
2043,24,501,"","","-"
2044,24,502,"","","-"
2045,24,503,"","","-"
2046,24,504,"","","-"
2047,24,505,"","","-"
2048,24,506,"","","-"
2049,24,507,"","","-"
2050,24,508,"","","-"
2051,24,509,"","","-"
2052,24,510,"","","-"
2053,24,511,"","","-"
2054,24,512,"","","-"
2055,24,513,"","","-"
2056,24,514,"","","-"
2057,24,2010,"","","-"
2058,24,2015,"","","-"
2059,24,2020,"","","-"
2060,24,2011,"","","-"
2061,24,2016,"","","-"
2062,24,2021,"","","-"
2063,24,2025,"","","-"
2064,24,3010,"","","-"
2065,24,6100,"","","-"
2066,24,2012,"","","-"
2067,24,2017,"","","-"
2068,24,2022,"","","-"
2069,24,2030,"","","-"
2070,24,2035,"","","-"
2071,24,3501,"","","-"
2072,24,3012,"","","-"
2073,24,3502,"","","-"
2074,24,300,"","","-"
2075,24,301,"","","-"
2076,24,110,"","","-"
2077,24,3013,"","","-"
2078,24,1020,"","","-"
2079,24,2031,"","","-"
2080,24,2040,"","","-"
2081,24,2041,"","","-"
2082,24,2026,"","","-"
2083,24,2027,"","","-"
2084,24,2045,"","","-"
2085,24,6000,"","","-"
2086,24,10,"","","-"
2087,24,11,"","","-"
2088,24,12,"","","-"
2089,24,20,"","","-"
2090,24,104,"","","-"
2091,24,21,"","","-"
2092,24,22,"","","-"
2093,24,1021,"","","-"
2094,24,310,"","","-"
2095,24,311,"","","-"
2096,24,105,"","","-"
2097,24,106,"","","-"
2098,24,2050,"","","-"
2099,24,2051,"","","-"
2100,24,3503,"","","-"
2101,24,3011,"","","-"
2102,24,6201,"","","-"
2103,24,1022,"","","-"
2104,24,6200,"","","-"
2106,24,112,"","","-"
2108,24,3014,"","","-"
2109,24,2055,"","","-"
2110,24,2056,"","","-"
2111,24,1023,"","","-"
2112,24,2060,"","","-"
2113,24,23,"","","-"
2114,24,2061,"","","-"
2115,24,3504,"","","-"
2117,24,6203,"","","-"
2119,24,1024,"","","-"
2120,24,2046,"","","-"
2121,24,320,"","","-"
2122,24,321,"","","-"
2123,24,1104,"","","-"
2124,24,1106,"","","-"
2125,24,1103,"","","-"
2126,24,1107,"","","-"
2127,24,1100,"","","-"
2128,24,1101,"","","-"
2129,24,1105,"","","-"
2130,24,1102,"","","-"
2131,24,2100,"","","-"
2132,24,2101,"","","-"
2133,24,2105,"","","-"
2134,24,2106,"","","-"
2135,24,6205,"","","-"
2137,24,3050,"","","-"
2138,24,3051,"","","-"
2139,24,3052,"","","-"
2140,24,2065,"","","-"
2141,24,2066,"","","-"
2142,24,2110,"","","-"
2143,24,611,"","","-"
2144,24,1108,"","","-"
2145,24,3510,"","","-"
2146,24,3511,"","","-"
2147,24,102,"","","-"
2148,24,1109,"","","-"
2149,24,3053,"","","-"
2150,24,2120,"","","-"
2151,24,2121,"","","-"
2153,24,6103,"","","-"
2154,24,103,"","","-"
2155,24,1110,"","","-"
2156,24,3512,"","","-"
2157,24,4000,"","","-"
2158,24,4001,"","","-"
2159,24,2115,"","","-"
2160,24,2116,"","","-"
2161,24,6207,"","","-"
2163,24,6001,"","","-"
2164,24,1111,"","","-"
2165,24,2125,"","","-"
2166,24,2126,"","","-"
2167,24,3054,"","","-"
2168,24,1112,"","","-"
2169,24,3513,"","","-"
2170,24,2130,"","","-"
2171,24,2131,"","","-"
2172,24,1201,"","","-"
2173,24,1202,"","","-"
2174,24,1203,"","","-"
2175,24,1204,"","","-"
2176,24,2200,"","","-"
2177,24,2201,"","","-"
2178,24,2205,"","","-"
2179,24,2206,"","","-"
2180,24,2210,"","","-"
2181,24,3100,"","","-"
2182,24,3101,"","","-"
2183,24,3102,"","","-"
2184,24,1207,"","","-"
2185,24,1208,"","","-"
2186,24,2211,"","","-"
2187,24,3500,"","","-"
2188,24,3520,"","","-"
2189,24,3521,"","","-"
2190,24,3400,"","","-"
2191,24,6300,"","","-"
2192,24,6301,"","","-"
2193,24,1209,"","","-"
2194,24,2215,"","","-"
2195,24,2216,"","","-"
2196,24,3103,"","","-"
2197,24,4050,"","","-"
2198,24,4051,"","","-"
2200,49,0,"Mount[1-1,4-6,8-9,15-15,18-22,25-38,40-50,52-56,58-59,62-62,65-65,67-78,80-84,86-87,90-102,104-106,108-116,121-127,130-130,133-133,135-136,138-146,148-148,150-154,156-156,158-164,166-166,168-168,170-195,197-197,200-209,211-220,222-226,228-232,234-236,238-243,245-246,248-249,252-254]","","-"
2201,50,0,"ClassJob[1-38]","","-"
2202,51,0,"PlaceName[20-37,39-59,61-66,94-94,107-107,112-112,123-123,125-125,128-129,140-140,154-154,184-184,206-206,216-216,218-218,223-223,230-230,237-237,239-239,260-260,271-271,290-290,300-300,313-313,323-323,325-325,331-331,337-337,350-350,357-361,386-386,388-388,392-392,401-401,404-404,406-406,411-411,418-418,425-427,430-430,464-468,477-478,493-493,496-498,548-548,617-617,694-695,733-733,1301-1304,1334-1334,1363-1363,1374-1374,1377-1377,1390-1390,1399-1399,1406-1409,1431-1431,1484-1484,1500-1500,1628-1628,1633-1633,1638-1638,1645-1645,1647-1647,1664-1665,1708-1708,1714-1714,1723-1723,1731-1731,1740-1740,1742-1742,1759-1759,1792-1793,1799-1802,1805-1805,1807-1807,1809-1809,1835-1835,1841-1841,1847-1847,1853-1853,1857-1857,1868-1868,1884-1884,2000-2002,2018-2018,2025-2025,2031-2031,2034-2034,2038-2038,2042-2042,2046-2046,2050-2050,2081-2082,2088-2088,2090-2090,2099-2101,2116-2116,2123-2123,2130-2131,2147-2148,2151-2151,2178-2178,2181-2181,2200-2200,2204-2204,2214-2214,2256-2256,2265-2266,2295-2295,2297-2301,2310-2310,2327-2327,2340-2340,2354-2354,2357-2360,2367-2367,2372-2372,2383-2383,2400-2404,2406-2414,2448-2450,2462-2462,2483-2483,2485-2485,2496-2496,2499-2499,2510-2510,2530-2530,2545-2545,2549-2549,2586-2586,2589-2589,2613-2613,2634-2634,2646-2646,2660-2660,2665-2665,2670-2670,2691-2691,2693-2693,2707-2708,2715-2715,2717-2720,2725-2725,2727-2727,2736-2736,2762-2762,2769-2769,2773-2773,2775-2775,2779-2779,2793-2793,2801-2801,2805-2805,2810-2810,2813-2814,2822-2822,2833-2833,2850-2851,2864-2864,2936-2936,2950-2958,2979-2979,2982-2982,2985-2985,2997-2997,3007-3007,3017-3018,3044-3044,3050-3050,3057-3057,3075-3075,3094-3094,3105-3105,3122-3122,3129-3129,3135-3135,3139-3139,3147-3147,3156-3157,3170-3170,3179-3179,3195-3195,3205-3205,3214-3220,3222-3222,3229-3229,3378-3378,3385-3385,3425-3425,3435-3435,3442-3442,3467-3469,3477-3477,3486-3487,3492-3492,3511-3511,3534-3534,3568-3568,3581-3581,3590-3590,3595-3597,3620-3620,3635-3635,3644-3644,3662-3662]","","-"
2203,52,0,"Race","","-"
2204,53,0,"Tribe","","-"
2205,54,0,"GuardianDeity[1-12]","","-"
2206,55,0,"GeneralAction[1-10,12-22,24-27]","","-"
