key,0,1,2,3,4,5,6,7,8
217,1,"あと一度、君に会えたら",2,"あと一度、君に会えたら",,,1,"あと二度、奇跡の結末",False
218,1,"真のガンブレイカー",2,"真のガンブレイカー",,,1,"強敵襲来？ 亡命した魔導技師を護れ！",False
219,1,"角尊の宝物",2,"角尊の宝物",,,1,"厳格なる角尊の掟",False
220,1,"時をかける願い",2,"時をかける願い",,,1,"フェアリーの行方",False
221,1,"天地習合",2,"天地習合",,,1,"東風逆巻くクガネ",False
222,1,"大切なものを守る力",2,"大切なものを守る力",,,1,"何を以て何を成すか",False
223,1,"紅の竜騎士",2,"紅の竜騎士",,,1,"漆黒の巨竜",False
224,1,"影隠忍法帖",2,"影隠忍法帖",,,1,"開祖の密命",False
225,1,"ベッコウ島の決闘",2,"ベッコウ島の決闘",,,1,"ウゲツを討て！",False
226,1,"想い込められし歌",2,"想い込められし歌",,,1,"それぞれの決断",False
227,1,"我は銃士、友は騎士",2,"我は銃士、友は騎士",,,1,"謎を暴くは銃士の誇り",False
228,1,"至上の舞を披露せよ",2,"至上の舞を披露せよ",,,1,"託された舞踏の心",False
229,1,"記憶より託されし未来",2,"記憶より託されし未来",,,1,"魔石は求める",False
230,1,"召喚士の使命",2,"召喚士の使命",,,1,"闇に葬られた頁",False
231,1,"抗う力",2,"抗う力",,,1,"リリスの末裔",False
232,1,"青魔法の未来",2,"青魔法の未来",,,1,"ものまね士ゴゴ",False
233,0,,0,,,,0,,False
234,0,,0,,,,0,,False
235,1,"いつか君が言った言葉",2,"いつか君が言った言葉",,,1,"揺れる天秤",False
236,1,"誇り高き追放者",2,"誇り高き追放者",,,1,"坑道の真実",False
237,1,"不滅なる名コンビ",2,"不滅なる名コンビ",,,1,"彷徨うアンドレイア",False
238,1,"やっと、また会えたね",2,"やっと、また会えたね",,,1,"がんばれ、テイナー",False
239,1,"開かれた道の先へ",2,"開かれた道の先へ",,,1,"獣の心、精霊の心",False
240,1,"僕たちは還り、君を見送ろう",2,"僕たちは還り、君を見送ろう",,,1,"旅立った仲間たちと共に",False
241,1,"融和への船出",2,"融和への船出",,,1,"海雄旅団の秘策",False
242,1,"ドマの弔い",2,"ドマの弔い",,,1,"遺品に宿る魂",False
243,1,"蒼天を仰ぎ、歩み続ける",2,"蒼天を仰ぎ、歩み続ける",,,1,"戦神よ、我らを導き給え",False
244,1,"木工師ベアティヌ先生",2,"木工師ベアティヌ先生",,,0,,False
245,1,"鍛冶師ブリサエル副社長",2,"鍛冶師ブリサエル副社長",,,0,,False
246,1,"甲冑師ハ・ナンザ社長",2,"甲冑師ハ・ナンザ社長",,,0,,False
247,1,"彫金少女セレンディピティー",2,"彫金少女セレンディピティー",,,0,,False
248,1,"革細工師ゲヴァ親方",2,"革細工師ゲヴァ親方",,,0,,False
249,1,"麗しの裁縫師レドレント・ローズ",2,"麗しの裁縫師レドレント・ローズ",,,0,,False
250,1,"偏執の錬金術師セヴェリアン",2,"偏執の錬金術師セヴェリアン",,,0,,False
251,1,"調理師リングサス総料理長",2,"調理師リングサス総料理長",,,0,,False
252,1,"出藍の誉れ",2,"出藍の誉れ",,,1,"愛別離苦",False
253,1,"想い乗せ羽ばたく剣",2,"想い乗せ羽ばたく剣",,,1,"美人剣士への贈り物",False
254,1,"信念の甲冑師",2,"信念の甲冑師",,,1,"甲冑師、苦渋の決断",False
255,1,"源に通じる真珠",2,"源に通じる真珠",,,1,"色とりどりの王冠",False
256,1,"命輝く名品",2,"命輝く名品",,,1,"革細工師ギルドの危機",False
257,1,"恋愛戦士の戦闘服",2,"恋愛戦士の戦闘服",,,1,"お洋服の限界",False
258,1,"ひとときの奇跡",2,"ひとときの奇跡",,,1,"禁断の研究",False
259,1,"食通ロロリトの逆襲",2,"食通ロロリトの逆襲",,,1,"親睦のレシピ",False
260,1,"父と子の宿命",2,"父と子の宿命",,,1,"竜を捕らえる木材",False
261,1,"名工と英雄",2,"名工と英雄",,,1,"宝剣と名匠",False
262,1,"甲冑師たち",2,"甲冑師たち",,,1,"新生ブランシュティル",False
263,1,"絆むすぶもの",2,"絆むすぶもの",,,1,"想いをこめて",False
264,1,"果てなき野心",2,"果てなき野心",,,1,"新規顧客開拓",False
265,1,"戦場の勝負服",2,"戦場の勝負服",,,1,"大いなる母の支配",False
266,1,"ココロココニアラズ",2,"ココロココニアラズ",,,1,"ココロカヨワヌモノ",False
267,1,"もてなすレシピ",2,"もてなすレシピ",,,1,"気遣いのレシピ",False
268,1,"不肖、チェミ・ジンジャル！",2,"不肖、チェミ・ジンジャル！",,,1,"一脚の安楽椅子",False
269,1,"直情娘、挑む",2,"直情娘、挑む",,,1,"直情娘、悩む",False
270,1,"技術交流の果て",2,"技術交流の果て",,,1,"甲冑師にとっての個性",False
271,1,"夢見る女王陛下",2,"夢見る女王陛下",,,1,"発令、恩返し大作戦",False
272,1,"アテルーネの教育",2,"アテルーネの教育",,,1,"剥製が抱える難事",False
273,1,"天女がまとう「どれす」どす",2,"天女がまとう「どれす」どす",,,1,"大勝負の「どれす」どす",False
274,1,"愛は悠久の向こうに",2,"愛は悠久の向こうに",,,1,"罪への報いか",False
275,1,"繋がりのレシピ",2,"繋がりのレシピ",,,1,"本場のレシピ",False
276,1,"採掘師アダルベルタ女史",2,"採掘師アダルベルタ女史",,,0,,False
277,1,"筆頭園芸師フフチャ",2,"筆頭園芸師フフチャ",,,0,,False
278,1,"網元代行シシプ",2,"網元代行シシプ",,,0,,False
279,1,"深淵に光差す日",2,"深淵に光差す日",,,1,"琥珀色の後悔",False
280,1,"森を育む者",2,"森を育む者",,,1,"いまだ戦火は途絶えず",False
281,1,"網倉危機一髪",2,"網倉危機一髪",,,1,"飛魚乗雲",False
282,1,"救い、そして旅立ち",2,"救い、そして旅立ち",,,1,"若さ、そして焦り",False
283,1,"連載最終回「種は国境を越えて」",2,"連載最終回「種は国境を越えて」",,,1,"連載第三回「理想と苦難の先に」",False
284,1,"釣り道楽、楽園に集う",2,"釣り道楽、楽園に集う",,,1,"釣り道楽、雲海を目指す",False
285,1,"夢の証明、未来の形",2,"夢の証明、未来の形",,,1,"最技研が生まれ変わる日",False
286,1,"彼女と菜園の旅路",2,"彼女と菜園の旅路",,,1,"白き死",False
287,1,"大漁の先にある大量",2,"大漁の先にある大量",,,1,"減少を食い止めろ",False
288,1,"黒鉄工房",2,"黒鉄工房",,,1,"新たな顧客はン・モゥ族",False
289,1,"実録データ003「絆を修復せし職人」",2,"実録データ003「絆を修復せし職人」",,,1,"実録データ002「工房を彩りし職人」",False
290,1,"古傷を癒して",2,"古傷を癒して",,,1,"生きるべき場所",False
291,1,"幻の生物シムーンの真相に迫る！",2,"幻の生物シムーンの真相に迫る！",,,1,"幻の生物シムーンは実在した！？",False
292,1,"水晶患いの治療法",2,"水晶患いの治療法",,,1,"紙と魚と",False
293,1,"古き時代との対話",2,"古き時代との対話",,,1,"窮地のルルシャ",False
294,1,"約束の星",2,"約束の星",,,1,"ジュードの成長",False
295,1,"シャーレアンの食文化",2,"シャーレアンの食文化",,,1,"美味しい完全食",False
296,1,"今宵、魔法大学で",2,"今宵、魔法大学で",,,1,"大切な時間について",False
297,1,"港の先の未来へ",2,"港の先の未来へ",,,1,"満ちた時代の魚",False
298,1,"ゴールドソーサーへようこそ！",2,"ゴールドソーサーへようこそ！",,,0,,False
299,1,"カッパーベルで消える夢",2,"カッパーベルで消える夢",,,1,"砂都で待つ仕事",False
300,1,"真に守りたいもの",2,"真に守りたいもの",,,1,"漆黒のヴィランズ",False
301,1,"戦士の帰還",2,"戦士の帰還",,,1,"漆黒のヴィランズ",False
302,1,"歩み続ける孤高の騎士へ",2,"歩み続ける孤高の騎士へ",,,1,"漆黒のヴィランズ",False
303,1,"もうひとりのガンブレイカー",2,"もうひとりのガンブレイカー",,,1,"漆黒のヴィランズ",False
304,1,"癒しの力の源",2,"癒しの力の源",,,1,"漆黒のヴィランズ",False
305,1,"新次元の学者",2,"新次元の学者",,,1,"漆黒のヴィランズ",False
306,1,"恋するレヴェヴァ",2,"恋するレヴェヴァ",,,1,"漆黒のヴィランズ",False
307,1,"人命は儚く、術のみちは永久に",2,"人命は儚く、術のみちは永久に",,,1,"誓いは希望となりて",False
308,1,"ラールガー星導教を継ぐ者として",2,"ラールガー星導教を継ぐ者として",,,1,"漆黒のヴィランズ",False
309,1,"漆黒の竜に捧ぐ",2,"漆黒の竜に捧ぐ",,,1,"漆黒のヴィランズ",False
310,1,"朧げな秘策",2,"朧げな秘策",,,1,"漆黒のヴィランズ",False
311,1,"世直しムソウサイ伝",2,"世直しムソウサイ伝",,,1,"漆黒のヴィランズ",False
312,1,"暗殺道",2,"暗殺道",,,1,"ファミリーの絆",False
313,1,"蒼天に響く三重奏",2,"蒼天に響く三重奏",,,1,"漆黒のヴィランズ",False
314,1,"捕捉！機工士たちの明日",2,"捕捉！機工士たちの明日",,,1,"漆黒のヴィランズ",False
315,1,"新天地へと舞い挑め",2,"新天地へと舞い挑め",,,1,"漆黒のヴィランズ",False
316,1,"ラライの一念、岩をも通せ",2,"ラライの一念、岩をも通せ",,,1,"漆黒のヴィランズ",False
317,1,"二番目の召喚士",2,"二番目の召喚士",,,1,"漆黒のヴィランズ",False
318,1,"その志、剣を通じて受け継がれん",2,"その志、剣を通じて受け継がれん",,,1,"漆黒のヴィランズ",False
319,0,,0,,,,0,,False
320,0,,0,,,,0,,False
321,0,,0,,,,0,,False
322,0,,0,,,,0,,False
323,0,,0,,,,0,,False
324,0,,0,,,,0,,False
325,0,,0,,,,0,,False
326,0,,0,,,,0,,False
327,0,,0,,,,0,,False
328,0,,0,,,,0,,False
329,0,,0,,,,0,,False
330,0,,0,,,,0,,False
331,0,,0,,,,0,,False
332,0,,0,,,,0,,False
333,0,,0,,,,0,,False
334,0,,0,,,,0,,False
335,0,,0,,,,0,,False
336,0,,0,,,,0,,False
337,0,,0,,,,0,,False
338,0,,0,,,,0,,False
