key,0,1,2,3
70,104,4,6,"カラー:ホワイト"
71,104,4,7,"カラー:ブラック"
72,104,4,8,"カラー:ブレンド"
73,108,4,0,"リリーオブバレー:レッド"
74,108,4,1,"リリーオブバレー:ブルー"
75,108,4,2,"リリーオブバレー:イエロー"
76,108,4,3,"リリーオブバレー:グリーン"
77,108,4,4,"リリーオブバレー:オレンジ"
78,108,4,5,"リリーオブバレー:パープル"
79,108,4,6,"リリーオブバレー:ホワイト"
80,108,4,7,"リリーオブバレー:ブラック"
81,108,4,8,"リリーオブバレー:ブレンド"
82,110,4,0,"ハイドレインジャ:レッド"
83,110,4,1,"ハイドレインジャ:ブルー"
84,110,4,2,"ハイドレインジャ:イエロー"
85,110,4,3,"ハイドレインジャ:グリーン"
86,110,4,4,"ハイドレインジャ:オレンジ"
87,110,4,5,"ハイドレインジャ:パープル"
88,110,4,6,"ハイドレインジャ:ホワイト"
89,110,4,7,"ハイドレインジャ:ブラック"
90,110,4,8,"ハイドレインジャ:ブレンド"
91,112,4,0,"カンパニュラ:レッド"
92,112,4,1,"カンパニュラ:ブルー"
93,112,4,2,"カンパニュラ:イエロー"
94,112,4,3,"カンパニュラ:グリーン"
95,112,4,4,"カンパニュラ:オレンジ"
96,112,4,5,"カンパニュラ:パープル"
97,112,4,6,"カンパニュラ:ホワイト"
98,112,4,7,"カンパニュラ:ブラック"
99,112,4,8,"カンパニュラ:ブレンド"
100,0,0,0,""
1000,0,0,0,""
1001,1,0,0,"風景画:バラクーダ埠頭"
1002,2,0,0,"風景画:海賊船「アスタリシア号」"
1003,3,0,0,"風景画:シーソング石窟の慰霊碑"
1004,4,0,0,"風景画:スカイリフト"
1005,5,0,0,"風景画:ラザグラン街道"
1006,6,0,0,"風景画:ソルトストランド"
1007,7,0,0,"風景画:レッドルースター農場の畑"
1008,8,0,0,"風景画:ブルワーズ灯台"
1009,9,0,0,"風景画:革細工師ギルド"
1010,10,0,0,"風景画:アプカル滝"
1011,11,0,0,"風景画:ベントブランチ牧場"
1012,12,0,0,"風景画:十二神大聖堂"
1013,13,0,0,"風景画:シルフの仮宿"
1014,14,0,0,"風景画:ロイヤルプロムナード"
1015,15,0,0,"風景画:ゴールドコート"
1016,16,0,0,"風景画:交易都市:ウルダハ"
1017,17,0,0,"風景画:シラディハ遺跡"
1018,18,0,0,"風景画:グゥーブーの骸"
1019,19,0,0,"風景画:見えざる都"
1020,20,0,0,"風景画:ハイブリッジ"
1021,21,0,0,"風景画:ささやきの谷"
1022,22,0,0,"風景画:サマーフォード庄"
1023,23,0,0,"風景画:グレイフリート風車群"
1024,24,0,0,"風景画:隠れ滝"
1025,25,0,0,"風景画:白鴎塔"
1026,26,0,0,"風景画:エールポートのリムレーン像"
1027,27,0,0,"風景画:船の墓場"
1028,28,0,0,"風景画:キャンプ・スカルバレー"
1029,29,0,0,"風景画:南北防波壁"
1030,30,0,0,"風景画:キャンプ・ブロンズレイク"
1031,31,0,0,"風景画:サラオスの亡骸"
1032,32,0,0,"風景画:ジジルン交易商店"
1033,33,0,0,"風景画:ニーム浮遊遺跡"
1034,34,0,0,"風景画:キャンプ・オーバールック"
1035,35,0,0,"風景画:ウ・ガマロ武装鉱山"
1036,36,0,0,"風景画:隠者の庵"
1037,37,0,0,"風景画:カーラインカフェと大水車"
1038,38,0,0,"風景画:槍術士ギルド"
1039,39,0,0,"風景画:バノック練兵所"
1040,40,0,0,"風景画:ハウケタ御用邸"
1041,41,0,0,"風景画:長老の木"
1042,42,0,0,"風景画:虹架けの滝"
1043,43,0,0,"風景画:ゆりかごの大樹"
1044,44,0,0,"風景画:酒房バスカロンドラザーズ"
1045,45,0,0,"風景画:サウスシュラウド・ランディング"
1046,46,0,0,"風景画:ウルズの恵み"
1047,47,0,0,"風景画:クォーリーミル"
1048,48,0,0,"風景画:イクサル軍伐採所"
1049,49,0,0,"風景画:メテオの陰地"
1050,50,0,0,"風景画:アルダースプリングス"
1051,51,0,0,"風景画:カステッルム・マリヌム"
1052,52,0,0,"風景画:ベスパーベイのロロリト像"
1053,53,0,0,"風景画:ブラックブラッシュ停留所"
1054,54,0,0,"風景画:ナル大門"
1055,55,0,0,"風景画:バーニングウォール"
1056,56,0,0,"風景画:ゴールドバザー"
1057,57,0,0,"風景画:ザルの祠"
1058,58,0,0,"風景画:ナルの祠"
1059,59,0,0,"風景画:ザハラク戦陣"
1060,60,0,0,"風景画:ビエルゴズ・ストライク"
1061,61,0,0,"風景画:カルン埋没寺院"
1062,62,0,0,"風景画:ミノタウロスマルム"
1063,63,0,0,"風景画:東方監視塔"
1064,64,0,0,"風景画:青燐水パイプライン"
1065,65,0,0,"風景画:ブルーフォグ"
1066,66,0,0,"風景画:ラウバーン緩衝地"
1067,67,0,0,"風景画:アマジナ霊銀山跡"
1068,68,0,0,"風景画:剣ヶ峰"
1069,69,0,0,"風景画:アドネール占星台"
1070,70,0,0,"風景画:ドラゴン族の骸"
1071,71,0,0,"風景画:皇都イシュガルド"
1072,72,0,0,"風景画:巨石の丘"
1073,73,0,0,"風景画:ハルオーネの秘石"
1074,74,0,0,"風景画:スノークローク大氷壁"
1075,75,0,0,"風景画:キャンプ・ドラゴンヘッド"
1076,76,0,0,"風景画:スチールヴィジル"
1077,77,0,0,"風景画:カストルム・セントリ"
1078,78,0,0,"風景画:クリスタルタワー"
1079,79,0,0,"風景画:早霜峠"
1080,80,0,0,"風景画:黙約の塔"
1081,1001,0,0,"水彩画:ラザグラン関門"
1082,1002,0,0,"イラスト画:十二神石碑"
1083,1003,0,0,"油彩画:サハギン軍陣営"
1084,1004,0,0,"油彩画:幻影諸島"
1085,1005,0,0,"イラスト画:ジジルン交易商店"
1086,1006,0,0,"油彩画:ガビノー親方の小屋"
1087,1007,0,0,"水彩画:ハンギングバーブ"
1088,1008,0,0,"イラスト画:バスカロンドラザーズ"
1089,1009,0,0,"油彩画:イクサル軍伐採所"
1090,1010,0,0,"水彩画:ハーストミル"
1091,1011,0,0,"油彩画:シルバーバザー"
1092,1012,0,0,"油彩画:コッファー＆コフィン"
1093,1013,0,0,"水彩画:狼煙の丘"
1094,1014,0,0,"イラスト画:バーガンディ滝"
1095,1015,0,0,"油彩画:カルン埋没寺院"
1096,1016,0,0,"イラスト画:ナタラン入植地"
1097,1017,0,0,"油彩画:ホワイトブリム前哨地"
1098,1018,0,0,"イラスト画:クリスタルタワー"
1099,1019,0,0,"油彩画:タングル湿林"
1100,1020,0,0,"水彩画:唄う裂谷"
1101,143,0,0,"風景画:カステッルム・ベロジナ"
1102,144,0,0,"風景画:ギルケヒム僧園"
1103,145,0,0,"風景画:スキズム開山堂"
1104,146,0,0,"風景画:カストルム・オリエンス"
1105,147,0,0,"風景画:夜の森"
1106,148,0,0,"風景画:ジャナン・カット"
1107,149,0,0,"風景画:ピーリングストーンズ"
1108,150,0,0,"風景画:涙隠しの丘"
1109,151,0,0,"風景画:コールドハース"
1110,152,0,0,"風景画:ニュンクレフの箱舟"
1111,153,0,0,"風景画:アラガーナ"
1112,154,0,0,"風景画:スペキュラ・インペラトリス"
1113,155,0,0,"風景画:アームズ・オブ・ミード"
1114,156,0,0,"風景画:赤のジグラート"
1115,157,0,0,"風景画:旅立ちの回廊"
1116,158,0,0,"風景画:城塞都市アラミゴ"
1117,159,0,0,"風景画:アラミガン・クォーター"
1118,160,0,0,"風景画:ソスウォッチ塔"
1119,161,0,0,"風景画:聖なる礼拝台"
1120,162,0,0,"風景画:地下水路"
1121,163,0,0,"風景画:ポルタ・プレトリア"
1122,164,0,0,"風景画:赤誠組屯所前"
1123,165,0,0,"風景画:望海楼"
1124,166,0,0,"風景画:小金通り"
1125,167,0,0,"風景画:小金の裏通り"
1126,168,0,0,"風景画:潮風亭"
1127,169,0,0,"風景画:碧のタマミズ"
1128,170,0,0,"風景画:沖之岩"
1129,171,0,0,"風景画:アメノミハシラ"
1130,172,0,0,"風景画:サカズキ島"
1131,173,0,0,"風景画:ゼッキ島"
1132,174,0,0,"風景画:イサリ村"
1133,175,0,0,"風景画:ガンエン廟"
1134,176,0,0,"風景画:カストルム・フルーミニス"
1135,177,0,0,"風景画:ナマイ村"
1136,178,0,0,"風景画:七彩溝"
1137,179,0,0,"風景画:ドマ城"
1138,180,0,0,"風景画:大龍月亮門"
1139,181,0,0,"風景画:ユヅカ代官屋敷"
1140,182,0,0,"風景画:キオルエン"
1141,183,0,0,"風景画:ドタール・カー"
1142,184,0,0,"風景画:暮れの玉座"
1143,185,0,0,"風景画:再会の市"
1144,186,0,0,"風景画:チャカ・ゾー"
1145,187,0,0,"風景画:明けの玉座"
1146,81,0,0,"風景画:ファルコンネスト"
1147,82,0,0,"風景画:キャンプ・リバーズミート"
1148,83,0,0,"風景画:臥竜島"
1149,84,0,0,"風景画:ダスクヴィジル"
1150,85,0,0,"風景画:ゴルガニュ牧場"
1151,86,0,0,"風景画:ヘムロック"
1152,87,0,0,"風景画:イエティの棲処"
1153,88,0,0,"風景画:ハルドラス像"
1154,89,0,0,"風景画:ブラックアイアン・ブリッジ"
1155,90,0,0,"風景画:ドラゴンスピット"
1156,91,0,0,"風景画:スレート連峰"
1157,92,0,0,"風景画:グナースの塚"
1158,93,0,0,"風景画:不浄の集落"
1159,94,0,0,"風景画:不浄の三塔"
1160,95,0,0,"風景画:悲嘆の飛泉"
1161,96,0,0,"風景画:光輪の祭壇"
1162,97,0,0,"風景画:テイルフェザー"
1163,98,0,0,"風景画:ソーム・アル"
1164,99,0,0,"風景画:大工房アーキテクトン"
1165,100,0,0,"風景画:シャーレアン学士街"
1166,101,0,0,"風景画:セノタフ大石碑"
1167,102,0,0,"風景画:知神の水瓶"
1168,103,0,0,"風景画:グブラ幻想図書館"
1169,104,0,0,"風景画:オーン原生林"
1170,105,0,0,"風景画:聖モシャーヌ植物園"
1171,106,0,0,"風景画:モグモグホーム"
1172,107,0,0,"風景画:ドラゴンズエアリー"
1173,108,0,0,"風景画:サルウーム・カシュ"
1174,109,0,0,"風景画:白亜の宮殿"
1175,110,0,0,"風景画:ランドロード像"
1176,111,0,0,"風景画:手紙の家"
1177,112,0,0,"風景画:飛竜泊"
1178,113,0,0,"風景画:ウィロームリバー"
1179,114,0,0,"風景画:ヴァスの塚"
1180,115,0,0,"風景画:つつやき小道"
1181,116,0,0,"風景画:ダンナー街道"
1182,117,0,0,"風景画:サリャク大滝"
1183,118,0,0,"風景画:碩学の道"
1184,119,0,0,"風景画:ダガー石柱群"
1185,120,0,0,"風景画:名も無き竜の像"
1186,121,0,0,"風景画:ランドロード遺構"
1187,122,0,0,"風景画:いちばんの木"
1188,123,0,0,"風景画:キャンプ・クラウドトップ"
1189,124,0,0,"風景画:渡り鳥の営巣地"
1190,125,0,0,"風景画:ヴール・シアンシラン"
1191,126,0,0,"風景画:モック・ウーグル島"
1192,127,0,0,"風景画:舞い降りた羽根の屋敷"
1193,128,0,0,"風景画:オク・ブンド・ヴァナ"
1194,129,0,0,"風景画:ヘネガの坩堝"
1195,130,0,0,"風景画:飛空戦艦グラティオン"
1196,131,0,0,"風景画:フラクタル・コンティニアム"
1197,132,0,0,"風景画:対偶の磔刑台"
1198,133,0,0,"風景画:魔科学研究所"
1199,134,0,0,"風景画:ポート・ヘリックス"
1200,135,0,0,"風景画:隔離実験島"
1201,136,0,0,"風景画:キメラ生成ラボ"
1202,137,0,0,"風景画:コールドウィンド島"
1203,138,0,0,"風景画:シャッタードバック"
1204,139,0,0,"風景画:プロヴェナンス島"
1205,140,0,0,"風景画:クリスタル増殖炉"
1206,141,0,0,"風景画:生体培養局"
1207,142,0,0,"風景画:古代のカテドラル"
1208,188,0,0,"油彩画:壊神ラールガー像"
1209,189,0,0,"油彩画:血嵐の訓戒"
1210,190,0,0,"油彩画:ヤーンの大穴"
1211,191,0,0,"油彩画:アラギリ"
1212,192,0,0,"油彩画:スペキュラ・インペラトリス:その2"
1213,193,0,0,"油彩画:水没した壊神ラールガー像"
1214,194,0,0,"油彩画:アラミガン・クォーター:その2"
1215,195,0,0,"油彩画:ズイコウ像"
1216,196,0,0,"油彩画:楽座街"
1217,197,0,0,"油彩画:転魂塔広場"
1218,198,0,0,"油彩画:クガネ御船蔵"
1219,199,0,0,"油彩画:紫水宮"
1220,200,0,0,"油彩画:オサード小大陸東岸"
1221,201,0,0,"油彩画:筋違砦"
1222,202,0,0,"油彩画:高速魔導駆逐艦L－XXIII"
1223,203,0,0,"油彩画:モル・イロー"
1224,204,0,0,"油彩画:モアイ像"
1225,205,0,0,"風景画:円蓋の座"
1226,206,0,0,"風景画:ムジカ・ユニバーサリス"
1227,207,0,0,"風景画:博物陳列館"
1228,208,0,0,"風景画:ラプチャー円塔群"
1229,209,0,0,"風景画:テメノスルカリー牧場"
1230,210,0,0,"風景画:栄光の門"
1231,211,0,0,"風景画:廃船街"
1232,212,0,0,"風景画:ユールモア軍司令本部"
1233,213,0,0,"風景画:キャバレー・ビーハイヴ"
1234,214,0,0,"風景画:ジョッブ砦"
1235,215,0,0,"風景画:ラディスカ物見塔"
1236,216,0,0,"風景画:ラクサン城"
1237,217,0,0,"風景画:オスタル厳命城"
1238,218,0,0,"風景画:責苦の監獄"
1239,219,0,0,"風景画:サレン郷"
1240,220,0,0,"風景画:クラックシェル海岸"
1241,221,0,0,"風景画:ホワイトオイルフォールズ"
1242,222,0,0,"風景画:ゲートタウン"
1243,223,0,0,"風景画:ライト村"
1244,224,0,0,"風景画:ラダー大昇降機"
1245,225,0,0,"風景画:トメラの村"
1246,226,0,0,"風景画:ドヴェルグの煙突"
1247,227,0,0,"風景画:隊商の野営地"
1248,228,0,0,"風景画:モルド・スーク"
1249,229,0,0,"風景画:アム・マリク新宮殿"
1250,230,0,0,"風景画:ビラン大鉱山"
1251,231,0,0,"風景画:トゥワイン"
1252,232,0,0,"風景画:ケルク遺跡"
1253,233,0,0,"風景画:リダ・ラーン"
1254,234,0,0,"風景画:篤学者の荘園"
1255,235,0,0,"風景画:プラ・エンニ茸窟"
1256,236,0,0,"風景画:魚たちの街"
1257,237,0,0,"風景画:リェー・ギア城"
1258,238,0,0,"風景画:聖ファスリクの額"
1259,239,0,0,"風景画:ゴーンの砦"
1260,240,0,0,"風景画:水蛇の宝卵"
1261,241,0,0,"風景画:ダワトリ溺没神殿"
1262,242,0,0,"風景画:ロツァトル大階段"
1263,243,0,0,"風景画:ファノヴの里"
1264,244,0,0,"風景画:四つの明星"
1265,245,0,0,"風景画:オンドの潮溜まり"
1266,246,0,0,"風景画:奇人のアトリエ"
1267,247,0,0,"風景画:陸人の墓標"
1268,248,0,0,"風景画:プルプラ洞"
1269,249,0,0,"風景画:アーモロート"
1270,0,0,0,""
2000,0,0,0,""
2001,1,0,0,"ラノシアン・インナーウォール"
2002,2,0,0,"シュラウド・インナーウォール"
2003,3,0,0,"ザナラーン・インナーウォール"
2004,4,0,0,"カントリーインナーウォール"
2005,5,0,0,"ストーンインナーウォール"
2006,6,0,0,"ロミンサン・インナーウォール"
2007,7,0,0,"グリダニアン・インナーウォール"
2008,8,0,0,"ウルダハン・インナーウォール"
2009,9,0,0,"タイルインナーウォール"
2010,10,0,0,"メタルインナーウォール"
2011,11,0,0,"フォレストインナーウォール"
2012,12,0,0,"チョコボインナーウォール"
2013,13,0,0,"モーグリインナーウォール"
2014,14,0,0,"ラノシアン・リーフインナーウォール"
2015,15,0,0,"シュラウド・リーフインナーウォール"
2016,16,0,0,"ザナラーン・リーフインナーウォール"
2017,17,0,0,"クラシックインナーウォール"
2018,18,0,0,"ストライプインナーウォール"
2019,19,0,0,"モザイクインナーウォール"
2020,20,0,0,"イアリウォールペーパー"
2021,21,0,0,"スターライトインナーウォール"
2022,22,0,0,"メイソンリーインナーウォール"
2023,23,0,0,"ゴールドソーサー・インナーウォール"
2024,24,0,0,"ステンドクリスタル・インナーウォール"
2025,25,0,0,"ポルカドット・インナーウォール"
2026,26,0,0,"ウェーブパターン・インナーウォール"
2027,27,0,0,"マッドインナーウォール"
2028,28,0,0,"イシュガルディアン・インナーウォール"
2029,29,0,0,"ブルースカイ・インナーウォール"
2030,20,0,0,"イアリウォールペーパーEX"
2031,21,0,0,"スターライトインナーウォールEX"
2032,30,0,0,"フォルタンマナー・インナーウォール"
2033,31,0,0,"パレス・オブ・デッド・インナーウォール"
2034,32,0,0,"アルコンエッグ・インナーウォール"
2035,33,0,0,"ホワイトインナーウォール"
2036,34,0,0,"トップマスト・インナーウォール"
2037,35,0,0,"リリーヒルズ・インナーウォール"
2038,36,0,0,"スルタナズブレス・インナーウォール"
2039,37,0,0,"白銀内壁"
2040,38,0,0,"金箔貼内壁"
2041,39,0,0,"ボーレルインナーウォール"
2042,32,0,0,"アルコンエッグ・インナーウォールEX"
2043,40,0,0,"ソリッドブリック・インナーウォール"
2044,41,0,0,"白木内壁"
2045,42,0,0,"ゴールデンキルト・インナーウォール"
2046,43,0,0,"金箔笠松内壁"
2047,44,0,0,"ボーダーインナーウォール"
2048,46,0,0,"ウォルナットインナーウォール"
2049,47,0,0,"ユールモア・インナーウォール"
2050,0,0,0,""
