key,0,1,2,3,4,5,6
16.1,2,1,熾火玉,240,320,400,SatisfactionSupplyReward#38
16.2,3,1,ノーザンオイスター,41,50,77,SatisfactionSupplyReward#38
17.0,1,1,崖っぷち蒸留酒必需品,233,467,700,SatisfactionSupplyReward#39
17.1,2,1,蒸留器素材,240,360,450,SatisfactionSupplyReward#40
17.2,3,1,紅玉藻,49,65,93,SatisfactionSupplyReward#40
18.0,1,1,崖っぷちボーズ必需品,161,531,773,SatisfactionSupplyReward#41
18.1,2,1,アジムスパイス,240,400,480,SatisfactionSupplyReward#42
18.2,3,1,チャクラナマズ,135,193,254,SatisfactionSupplyReward#42
19.0,1,1,崖っぷち亭の備品,161,580,821,SatisfactionSupplyReward#43
19.1,2,1,崖っぷち備品素材,240,450,500,SatisfactionSupplyReward#44
19.2,3,1,ゴクソツアンコウ,299,458,561,SatisfactionSupplyReward#44
20.0,1,18,イシュガルド料理必需品,233,467,700,SatisfactionSupplyReward#45
20.1,1,18,崖っぷち蒸留酒必需品,233,467,700,SatisfactionSupplyReward#45
20.2,1,18,崖っぷちボーズ必需品,161,531,773,SatisfactionSupplyReward#45
20.3,1,18,崖っぷち亭の備品,161,580,821,SatisfactionSupplyReward#45
20.4,1,28,アルヒ醸造必需品,125,600,900,SatisfactionSupplyReward#47
20.5,2,18,熾火玉,240,320,400,SatisfactionSupplyReward#46
20.6,2,18,蒸留器素材,240,360,450,SatisfactionSupplyReward#46
20.7,2,18,アジムスパイス,240,400,480,SatisfactionSupplyReward#46
20.8,2,18,崖っぷち備品素材,240,450,500,SatisfactionSupplyReward#46
20.9,2,28,醸造道具素材,240,470,515,SatisfactionSupplyReward#48
20.10,3,18,ノーザンオイスター,41,50,77,SatisfactionSupplyReward#46
20.11,3,18,紅玉藻,49,65,93,SatisfactionSupplyReward#46
20.12,3,18,チャクラナマズ,135,193,254,SatisfactionSupplyReward#46
20.13,3,18,ゴクソツアンコウ,299,458,561,SatisfactionSupplyReward#46
20.14,3,28,オサードサーモン,161,263,301,SatisfactionSupplyReward#48
