key,0,1,2
58,"風景画:ザハラク戦陣","ui/icon/081000/081116.tex",1
59,"風景画:ビエルゴズ・ストライク","ui/icon/081000/081117.tex",1
60,"風景画:カルン埋没寺院","ui/icon/081000/081118.tex",1
61,"風景画:ミノタウロスマルム","ui/icon/081000/081119.tex",1
62,"風景画:東方監視塔","ui/icon/081000/081120.tex",1
63,"風景画:青燐水パイプライン","ui/icon/081000/081121.tex",1
64,"風景画:ブルーフォグ","ui/icon/081000/081122.tex",1
65,"風景画:ラウバーン緩衝地","ui/icon/081000/081123.tex",1
66,"風景画:アマジナ霊銀山跡","ui/icon/081000/081124.tex",1
67,"風景画:剣ヶ峰","ui/icon/081000/081151.tex",1
68,"風景画:アドネール占星台","ui/icon/081000/081152.tex",1
69,"風景画:ドラゴン族の骸","ui/icon/081000/081153.tex",1
70,"風景画:皇都イシュガルド","ui/icon/081000/081154.tex",1
71,"風景画:巨石の丘","ui/icon/081000/081155.tex",1
72,"風景画:ハルオーネの秘石","ui/icon/081000/081156.tex",1
73,"風景画:スノークローク大氷壁","ui/icon/081000/081157.tex",1
74,"風景画:キャンプ・ドラゴンヘッド","ui/icon/081000/081158.tex",1
75,"風景画:スチールヴィジル","ui/icon/081000/081159.tex",1
76,"風景画:カストルム・セントリ","ui/icon/081000/081201.tex",1
77,"風景画:クリスタルタワー","ui/icon/081000/081202.tex",1
78,"風景画:早霜峠","ui/icon/081000/081203.tex",1
79,"風景画:黙約の塔","ui/icon/081000/081204.tex",1
80,"水彩画:ラザグラン関門","ui/icon/085000/085001.tex",2
81,"イラスト画:十二神石碑","ui/icon/085000/085002.tex",2
82,"油彩画:サハギン軍陣営","ui/icon/085000/085003.tex",2
83,"油彩画:幻影諸島","ui/icon/085000/085004.tex",2
84,"風景画:ジジルン交易商店","ui/icon/081000/081020.tex",1
85,"油彩画:ガビノー親方の小屋","ui/icon/085000/085006.tex",2
86,"水彩画:ハンギングバーブ","ui/icon/085000/085007.tex",2
87,"イラスト画:バスカロンドラザーズ","ui/icon/085000/085008.tex",2
88,"油彩画:イクサル軍伐採所","ui/icon/085000/085009.tex",2
89,"水彩画:ハーストミル","ui/icon/085000/085010.tex",2
90,"油彩画:シルバーバザー","ui/icon/085000/085011.tex",2
91,"油彩画:コッファー＆コフィン","ui/icon/085000/085012.tex",2
92,"水彩画:狼煙の丘","ui/icon/085000/085013.tex",2
93,"イラスト画:バーガンディ滝","ui/icon/085000/085014.tex",2
94,"油彩画:カルン埋没寺院","ui/icon/085000/085015.tex",2
95,"イラスト画:ナタラン入植地","ui/icon/085000/085016.tex",2
96,"油彩画:ホワイトブリム前哨地","ui/icon/085000/085017.tex",2
97,"イラスト画:クリスタルタワー","ui/icon/085000/085018.tex",2
98,"油彩画:タングル湿林","ui/icon/085000/085019.tex",2
99,"水彩画:唄う裂谷","ui/icon/085000/085020.tex",2
100,"イラスト画:ジジルン交易商店","ui/icon/085000/085005.tex",2
101,"風景画:カステッルム・ベロジナ","ui/icon/081000/081026.tex",1
102,"風景画:ギルケヒム僧園","ui/icon/081000/081027.tex",1
103,"風景画:スキズム開山堂","ui/icon/081000/081028.tex",1
104,"風景画:カストルム・オリエンス","ui/icon/081000/081029.tex",1
105,"風景画:夜の森","ui/icon/081000/081030.tex",1
106,"風景画:ジャナン・カット","ui/icon/081000/081031.tex",1
107,"風景画:ピーリングストーンズ","ui/icon/081000/081032.tex",1
108,"風景画:涙隠しの丘","ui/icon/081000/081033.tex",1
109,"風景画:コールドハース","ui/icon/081000/081034.tex",1
110,"風景画:ニュンクレフの箱舟","ui/icon/081000/081035.tex",1
111,"風景画:アラガーナ","ui/icon/081000/081036.tex",1
112,"風景画:スペキュラ・インペラトリス","ui/icon/081000/081037.tex",1
113,"風景画:アームズ・オブ・ミード","ui/icon/081000/081038.tex",1
114,"風景画:赤のジグラート","ui/icon/081000/081039.tex",1
115,"風景画:旅立ちの回廊","ui/icon/081000/081040.tex",1
116,"風景画:城塞都市アラミゴ","ui/icon/081000/081041.tex",1
117,"風景画:アラミガン・クォーター","ui/icon/081000/081042.tex",1
118,"風景画:ソスウォッチ塔","ui/icon/081000/081043.tex",1
119,"風景画:聖なる礼拝台","ui/icon/081000/081044.tex",1
120,"風景画:地下水路","ui/icon/081000/081045.tex",1
121,"風景画:ポルタ・プレトリア","ui/icon/081000/081046.tex",1
122,"風景画:赤誠組屯所前","ui/icon/081000/081076.tex",1
123,"風景画:望海楼","ui/icon/081000/081077.tex",1
124,"風景画:小金通り","ui/icon/081000/081078.tex",1
125,"風景画:小金の裏通り","ui/icon/081000/081079.tex",1
126,"風景画:潮風亭","ui/icon/081000/081080.tex",1
127,"風景画:碧のタマミズ","ui/icon/081000/081081.tex",1
128,"風景画:沖之岩","ui/icon/081000/081082.tex",1
129,"風景画:アメノミハシラ","ui/icon/081000/081083.tex",1
130,"風景画:サカズキ島","ui/icon/081000/081084.tex",1
131,"風景画:ゼッキ島","ui/icon/081000/081085.tex",1
132,"風景画:イサリ村","ui/icon/081000/081086.tex",1
133,"風景画:ガンエン廟","ui/icon/081000/081087.tex",1
134,"風景画:カストルム・フルーミニス","ui/icon/081000/081088.tex",1
135,"風景画:ナマイ村","ui/icon/081000/081089.tex",1
136,"風景画:七彩溝","ui/icon/081000/081090.tex",1
137,"風景画:ドマ城","ui/icon/081000/081091.tex",1
138,"風景画:大龍月亮門","ui/icon/081000/081092.tex",1
139,"風景画:ユヅカ代官屋敷","ui/icon/081000/081093.tex",1
140,"風景画:キオルエン","ui/icon/081000/081094.tex",1
141,"風景画:ドタール・カー","ui/icon/081000/081095.tex",1
142,"風景画:暮れの玉座","ui/icon/081000/081096.tex",1
143,"風景画:再会の市","ui/icon/081000/081097.tex",1
144,"風景画:チャカ・ゾー","ui/icon/081000/081098.tex",1
145,"風景画:明けの玉座","ui/icon/081000/081099.tex",1
146,"風景画:ファルコンネスト","ui/icon/081000/081251.tex",1
147,"風景画:キャンプ・リバーズミート","ui/icon/081000/081252.tex",1
148,"風景画:臥竜島","ui/icon/081000/081253.tex",1
149,"風景画:ダスクヴィジル","ui/icon/081000/081254.tex",1
150,"風景画:ゴルガニュ牧場","ui/icon/081000/081255.tex",1
151,"風景画:ヘムロック","ui/icon/081000/081256.tex",1
152,"風景画:イエティの棲処","ui/icon/081000/081257.tex",1
153,"風景画:ハルドラス像","ui/icon/081000/081258.tex",1
154,"風景画:ブラックアイアン・ブリッジ","ui/icon/081000/081259.tex",1
155,"風景画:ドラゴンスピット","ui/icon/081000/081260.tex",1
156,"風景画:スレート連峰","ui/icon/081000/081261.tex",1
157,"風景画:グナースの塚","ui/icon/081000/081301.tex",1
158,"風景画:不浄の集落","ui/icon/081000/081302.tex",1
159,"風景画:不浄の三塔","ui/icon/081000/081303.tex",1
160,"風景画:悲嘆の飛泉","ui/icon/081000/081304.tex",1
161,"風景画:光輪の祭壇","ui/icon/081000/081305.tex",1
162,"風景画:テイルフェザー","ui/icon/081000/081306.tex",1
163,"風景画:ソーム・アル","ui/icon/081000/081307.tex",1
164,"風景画:大工房アーキテクトン","ui/icon/081000/081308.tex",1
165,"風景画:シャーレアン学士街","ui/icon/081000/081309.tex",1
166,"風景画:セノタフ大石碑","ui/icon/081000/081310.tex",1
167,"風景画:知神の水瓶","ui/icon/081000/081311.tex",1
168,"風景画:グブラ幻想図書館","ui/icon/081000/081312.tex",1
169,"風景画:オーン原生林","ui/icon/081000/081313.tex",1
170,"風景画:聖モシャーヌ植物園","ui/icon/081000/081314.tex",1
171,"風景画:モグモグホーム","ui/icon/081000/081315.tex",1
172,"風景画:ドラゴンズエアリー","ui/icon/081000/081316.tex",1
173,"風景画:サルウーム・カシュ","ui/icon/081000/081317.tex",1
174,"風景画:白亜の宮殿","ui/icon/081000/081318.tex",1
175,"風景画:ランドロード像","ui/icon/081000/081319.tex",1
176,"風景画:手紙の家","ui/icon/081000/081320.tex",1
177,"風景画:飛竜泊","ui/icon/081000/081321.tex",1
178,"風景画:ウィロームリバー","ui/icon/081000/081322.tex",1
179,"風景画:ヴァスの塚","ui/icon/081000/081323.tex",1
180,"風景画:つつやき小道","ui/icon/081000/081324.tex",1
181,"風景画:ダンナー街道","ui/icon/081000/081325.tex",1
182,"風景画:サリャク大滝","ui/icon/081000/081326.tex",1
183,"風景画:碩学の道","ui/icon/081000/081327.tex",1
184,"風景画:ダガー石柱群","ui/icon/081000/081328.tex",1
185,"風景画:名も無き竜の像","ui/icon/081000/081329.tex",1
186,"風景画:ランドロード遺構","ui/icon/081000/081330.tex",1
187,"風景画:いちばんの木","ui/icon/081000/081331.tex",1
188,"風景画:キャンプ・クラウドトップ","ui/icon/081000/081351.tex",1
189,"風景画:渡り鳥の営巣地","ui/icon/081000/081352.tex",1
190,"風景画:ヴール・シアンシラン","ui/icon/081000/081353.tex",1
191,"風景画:モック・ウーグル島","ui/icon/081000/081354.tex",1
192,"風景画:舞い降りた羽根の屋敷","ui/icon/081000/081355.tex",1
193,"風景画:オク・ブンド・ヴァナ","ui/icon/081000/081356.tex",1
194,"風景画:ヘネガの坩堝","ui/icon/081000/081357.tex",1
195,"風景画:飛空戦艦グラティオン","ui/icon/081000/081358.tex",1
196,"風景画:フラクタル・コンティニアム","ui/icon/081000/081359.tex",1
197,"風景画:対偶の磔刑台","ui/icon/081000/081360.tex",1
198,"風景画:魔科学研究所","ui/icon/081000/081361.tex",1
199,"風景画:ポート・ヘリックス","ui/icon/081000/081362.tex",1
200,"風景画:隔離実験島","ui/icon/081000/081363.tex",1
201,"風景画:キメラ生成ラボ","ui/icon/081000/081364.tex",1
202,"風景画:コールドウィンド島","ui/icon/081000/081365.tex",1
203,"風景画:シャッタードバック","ui/icon/081000/081366.tex",1
204,"風景画:プロヴェナンス島","ui/icon/081000/081367.tex",1
205,"風景画:クリスタル増殖炉","ui/icon/081000/081368.tex",1
206,"風景画:生体培養局","ui/icon/081000/081369.tex",1
207,"風景画:古代のカテドラル","ui/icon/081000/081370.tex",1
208,"油彩画:壊神ラールガー像","ui/icon/081000/081047.tex",1
209,"油彩画:血嵐の訓戒","ui/icon/081000/081048.tex",1
210,"油彩画:ヤーンの大穴","ui/icon/081000/081049.tex",1
211,"油彩画:アラギリ","ui/icon/081000/081126.tex",1
212,"油彩画:スペキュラ・インペラトリス:その2","ui/icon/081000/081127.tex",1
213,"油彩画:水没した壊神ラールガー像","ui/icon/081000/081128.tex",1
214,"油彩画:アラミガン・クォーター:その2","ui/icon/081000/081129.tex",1
215,"油彩画:ズイコウ像","ui/icon/081000/081176.tex",1
216,"油彩画:楽座街","ui/icon/081000/081177.tex",1
217,"油彩画:転魂塔広場","ui/icon/081000/081178.tex",1
218,"油彩画:クガネ御船蔵","ui/icon/081000/081179.tex",1
219,"油彩画:紫水宮","ui/icon/081000/081180.tex",1
220,"油彩画:オサード小大陸東岸","ui/icon/081000/081181.tex",1
221,"油彩画:筋違砦","ui/icon/081000/081182.tex",1
222,"油彩画:高速魔導駆逐艦L－XXIII","ui/icon/081000/081183.tex",1
223,"油彩画:モル・イロー","ui/icon/081000/081184.tex",1
224,"油彩画:モアイ像","ui/icon/081000/081185.tex",1
225,"風景画:円蓋の座","ui/icon/081000/081901.tex",1
226,"風景画:ムジカ・ユニバーサリス","ui/icon/081000/081902.tex",1
227,"風景画:博物陳列館","ui/icon/081000/081903.tex",1
228,"風景画:ラプチャー円塔群","ui/icon/081000/081904.tex",1
229,"風景画:テメノスルカリー牧場","ui/icon/081000/081905.tex",1
230,"風景画:栄光の門","ui/icon/081000/081906.tex",1
231,"風景画:廃船街","ui/icon/081000/081907.tex",1
232,"風景画:ユールモア軍司令本部","ui/icon/081000/081908.tex",1
233,"風景画:キャバレー・ビーハイヴ","ui/icon/081000/081909.tex",1
234,"風景画:ジョッブ砦","ui/icon/081000/081910.tex",1
235,"風景画:ラディスカ物見塔","ui/icon/081000/081911.tex",1
236,"風景画:ラクサン城","ui/icon/081000/081912.tex",1
237,"風景画:オスタル厳命城","ui/icon/081000/081913.tex",1
238,"風景画:責苦の監獄","ui/icon/081000/081914.tex",1
239,"風景画:サレン郷","ui/icon/081000/081915.tex",1
240,"風景画:クラックシェル海岸","ui/icon/081000/081916.tex",1
241,"風景画:ホワイトオイルフォールズ","ui/icon/081000/081917.tex",1
242,"風景画:ゲートタウン","ui/icon/081000/081918.tex",1
243,"風景画:ライト村","ui/icon/081000/081919.tex",1
244,"風景画:ラダー大昇降機","ui/icon/081000/081920.tex",1
245,"風景画:トメラの村","ui/icon/081000/081921.tex",1
246,"風景画:ドヴェルグの煙突","ui/icon/081000/081922.tex",1
247,"風景画:隊商の野営地","ui/icon/081000/081923.tex",1
248,"風景画:モルド・スーク","ui/icon/081000/081924.tex",1
249,"風景画:アム・マリク新宮殿","ui/icon/081000/081925.tex",1
250,"風景画:ビラン大鉱山","ui/icon/081000/081926.tex",1
251,"風景画:トゥワイン","ui/icon/081000/081927.tex",1
252,"風景画:ケルク遺跡","ui/icon/081000/081928.tex",1
253,"風景画:リダ・ラーン","ui/icon/081000/081929.tex",1
254,"風景画:篤学者の荘園","ui/icon/081000/081930.tex",1
255,"風景画:プラ・エンニ茸窟","ui/icon/081000/081931.tex",1
256,"風景画:魚たちの街","ui/icon/081000/081932.tex",1
257,"風景画:リェー・ギア城","ui/icon/081000/081933.tex",1
258,"風景画:聖ファスリクの額","ui/icon/081000/081934.tex",1
259,"風景画:ゴーンの砦","ui/icon/081000/081935.tex",1
260,"風景画:水蛇の宝卵","ui/icon/081000/081936.tex",1
261,"風景画:ダワトリ溺没神殿","ui/icon/081000/081937.tex",1
262,"風景画:ロツァトル大階段","ui/icon/081000/081938.tex",1
263,"風景画:ファノヴの里","ui/icon/081000/081939.tex",1
264,"風景画:四つの明星","ui/icon/081000/081940.tex",1
265,"風景画:オンドの潮溜まり","ui/icon/081000/081941.tex",1
266,"風景画:奇人のアトリエ","ui/icon/081000/081942.tex",1
267,"風景画:陸人の墓標","ui/icon/081000/081943.tex",1
268,"風景画:プルプラ洞","ui/icon/081000/081944.tex",1
269,"風景画:アーモロート","ui/icon/081000/081945.tex",1
