key,0,1,2
79,,"<Color(PlayerParameter(44))><Highlight>StringParameter(2)</Highlight></Color>",False
80,,"<Color(PlayerParameter(15))>[GM]<Highlight>StringParameter(1)</Highlight> >> <Highlight>StringParameter(2)</Highlight></Color>",True
81,,"<Color(PlayerParameter(13))>[GM]<Highlight>StringParameter(1)</Highlight> : <Highlight>StringParameter(2)</Highlight></Color>",True
82,,"<Color(PlayerParameter(14))>[GM]<Highlight>StringParameter(1)</Highlight> : <Highlight>StringParameter(2)</Highlight></Color>",True
83,,"<Color(PlayerParameter(32))>[GM]<Highlight>StringParameter(1)</Highlight> : <Highlight>StringParameter(2)</Highlight></Color>",True
84,,"<Color(PlayerParameter(16))>([GM]<Highlight>StringParameter(1)</Highlight>) <Highlight>StringParameter(2)</Highlight></Color>",True
85,,"<Color(PlayerParameter(26))>[FC]<[GM]<Highlight>StringParameter(1)</Highlight>> <Highlight>StringParameter(2)</Highlight></Color>",True
86,,"<Color(PlayerParameter(18))>[1]<[GM]<Highlight>StringParameter(1)</Highlight>> <Highlight>StringParameter(2)</Highlight></Color>",True
87,,"<Color(PlayerParameter(19))>[2]<[GM]<Highlight>StringParameter(1)</Highlight>> <Highlight>StringParameter(2)</Highlight></Color>",True
88,,"<Color(PlayerParameter(20))>[3]<[GM]<Highlight>StringParameter(1)</Highlight>> <Highlight>StringParameter(2)</Highlight></Color>",True
89,,"<Color(PlayerParameter(21))>[4]<[GM]<Highlight>StringParameter(1)</Highlight>> <Highlight>StringParameter(2)</Highlight></Color>",True
90,,"<Color(PlayerParameter(22))>[5]<[GM]<Highlight>StringParameter(1)</Highlight>> <Highlight>StringParameter(2)</Highlight></Color>",True
91,,"<Color(PlayerParameter(23))>[6]<[GM]<Highlight>StringParameter(1)</Highlight>> <Highlight>StringParameter(2)</Highlight></Color>",True
92,,"<Color(PlayerParameter(24))>[7]<[GM]<Highlight>StringParameter(1)</Highlight>> <Highlight>StringParameter(2)</Highlight></Color>",True
93,,"<Color(PlayerParameter(25))>[8]<[GM]<Highlight>StringParameter(1)</Highlight>> <Highlight>StringParameter(2)</Highlight></Color>",True
94,,"<Color(PlayerParameter(29))>[BEGINNER][GM]<<Highlight>StringParameter(1)</Highlight>> : <Highlight>StringParameter(2)</Highlight></Color>",True
95,,"",False
96,,"",False
97,,"",False
98,,"",False
99,,"",False
100,,"",False
101,,"<Color(PlayerParameter(84))>[CWLS2]<<Highlight>StringParameter(1)</Highlight>> <Highlight>StringParameter(2)</Highlight></Color>",True
102,,"<Color(PlayerParameter(85))>[CWLS3]<<Highlight>StringParameter(1)</Highlight>> <Highlight>StringParameter(2)</Highlight></Color>",True
103,,"<Color(PlayerParameter(86))>[CWLS4]<<Highlight>StringParameter(1)</Highlight>> <Highlight>StringParameter(2)</Highlight></Color>",True
104,,"<Color(PlayerParameter(87))>[CWLS5]<<Highlight>StringParameter(1)</Highlight>> <Highlight>StringParameter(2)</Highlight></Color>",True
105,,"<Color(PlayerParameter(88))>[CWLS6]<<Highlight>StringParameter(1)</Highlight>> <Highlight>StringParameter(2)</Highlight></Color>",True
106,,"<Color(PlayerParameter(89))>[CWLS7]<<Highlight>StringParameter(1)</Highlight>> <Highlight>StringParameter(2)</Highlight></Color>",True
107,,"<Color(PlayerParameter(90))>[CWLS8]<<Highlight>StringParameter(1)</Highlight>> <Highlight>StringParameter(2)</Highlight></Color>",True
108,,"",False
109,,"",False
110,,"",False
