key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2000054,"",0,"",0,0,1,0,0,False,"",22626,1,1,1,66708,3,0,0
2000055,"",0,"",0,0,1,0,0,False,"",30351,1,5,1,66709,3,0,0
2000056,"",0,"",0,0,1,0,0,False,"",24153,1,1,1,66710,5,0,0
2000057,"",0,"",0,0,1,0,0,False,"",30351,1,1,1,66710,3,0,0
2000058,"",0,"",0,0,1,0,0,False,"",22645,1,1,1,66710,3,0,0
2000061,"",0,"",0,0,1,0,0,False,"",20661,1,3,1,65663,3,0,0
2000062,"",0,"",0,0,1,0,0,False,"",22623,1,8,1,65664,3,0,0
2000071,"",0,"",0,0,1,0,0,False,"",25251,1,4,1,65661,3,0,0
2000074,"",0,"",0,0,1,0,0,False,"",24305,1,1,1,65621,3,0,0
2000075,"",0,"",0,0,1,0,0,False,"",22623,1,6,1,65639,3,0,0
2000076,"",0,"",0,0,1,0,0,False,"",26151,1,1,1,65635,3,0,0
2000077,"",0,"",0,0,1,0,0,False,"",25201,1,4,1,65634,0,0,0
2000079,"",0,"",0,0,1,0,0,False,"",25918,0,1,1,65560,0,0,0
2000080,"",0,"",0,0,1,0,0,False,"",22623,0,1,1,65570,0,0,0
2000081,"",0,"",0,0,1,0,0,False,"",22303,0,1,1,65574,0,0,0
2000082,"",0,"",0,0,1,0,0,False,"",22636,0,1,1,65574,0,0,0
2000083,"",0,"",0,0,1,0,0,False,"",26103,0,1,1,65574,0,0,0
2000084,"",0,"",0,0,1,0,0,False,"",25302,1,6,1,65577,0,0,0
2000085,"",0,"",0,0,1,0,0,False,"",25218,1,1,1,66698,3,0,0
2000092,"",0,"",0,0,1,0,0,False,"",22623,1,6,1,65692,3,0,0
2000093,"",0,"",0,0,1,0,0,False,"",21664,1,6,1,65693,3,0,0
2000094,"",0,"",0,0,1,0,0,False,"",24403,1,1,1,65694,3,0,0
2000095,"",0,"",0,0,1,0,0,False,"",30352,1,1,1,65695,3,0,0
2000096,"",0,"",0,0,1,0,0,False,"",25252,1,1,1,65697,3,0,0
2000097,"",0,"",0,0,1,0,0,False,"",25918,1,1,1,0,3,0,0
2000098,"",0,"",0,0,1,0,0,False,"",20641,1,6,1,65567,0,0,0
2000099,"",0,"",0,0,1,0,0,False,"",22623,1,4,1,65694,3,0,0
2000100,"",0,"",0,0,1,0,0,False,"",20643,1,3,1,65696,3,0,0
2000101,"",0,"",0,0,1,0,0,False,"",20663,1,2,1,65556,3,0,0
2000102,"",0,"",0,0,1,0,0,False,"",21451,1,1,1,65571,0,0,0
2000103,"",0,"",0,0,1,0,0,False,"",22636,1,1,1,0,3,0,0
2000104,"",0,"",0,0,1,0,0,False,"",21002,1,1,1,65644,3,0,0
2000105,"",0,"",0,0,1,0,0,False,"",21002,1,1,1,65645,3,0,0
2000119,"",0,"",0,0,1,0,0,False,"",24305,1,1,1,65659,3,0,0
2000120,"",0,"",0,0,1,0,0,False,"",24305,1,1,1,65660,3,0,0
2000121,"",0,"",0,0,1,0,0,False,"",22614,1,1,1,65628,3,0,0
2000122,"",0,"",0,0,1,0,0,False,"",21451,1,1,1,65679,0,0,0
2000123,"",0,"",0,0,1,0,0,False,"",22625,1,99,1,0,0,0,0
2000124,"",0,"",0,0,1,0,0,False,"",22623,0,99,1,0,0,0,0
2000125,"",0,"",0,0,1,0,0,False,"",22623,0,99,1,0,0,0,0
2000126,"",0,"",0,0,1,0,0,False,"",27002,0,99,1,0,0,0,0
2000127,"",0,"",0,0,1,0,0,False,"",25201,0,99,1,0,0,0,0
2000128,"",0,"",0,0,1,0,0,False,"",21002,0,99,1,0,0,0,0
2000136,"",0,"",0,0,1,0,0,False,"",25918,1,1,1,65685,3,0,0
2000137,"",0,"",0,0,1,0,0,False,"",25906,1,3,1,65689,3,1,1
2000138,"",0,"",0,0,1,0,0,False,"",21809,1,5,1,65699,3,0,0
2000140,"",0,"",0,0,1,0,0,False,"",22628,1,1,1,65709,3,0,0
2000141,"",0,"",0,0,1,0,0,False,"",26151,1,1,1,65711,3,0,0
2000142,"",0,"",0,0,1,0,0,False,"",22252,1,4,1,65733,0,0,0
2000143,"",0,"",0,0,1,0,0,False,"",25402,1,1,1,65731,3,0,0
2000144,"",0,"",0,0,1,0,0,False,"",27003,1,1,1,65707,3,0,0
2000146,"",0,"",0,0,1,0,0,False,"",21002,1,2,1,65711,3,0,0
2000147,"",0,"",0,0,1,0,0,False,"",26103,1,1,1,65711,3,0,0
2000148,"",0,"",0,0,1,0,0,False,"",21003,1,3,1,65758,3,0,0
2000149,"",0,"",0,0,1,0,0,False,"",20642,1,4,1,65759,3,0,0
2000150,"",0,"",0,0,1,0,0,False,"",21003,1,3,1,65761,3,0,0
2000151,"",0,"",0,0,1,0,0,False,"",25403,0,99,1,0,0,0,0
2000152,"",0,"",0,0,1,0,0,False,"",26103,0,99,1,0,0,0,0
2000153,"",0,"",0,0,1,0,0,False,"",21209,1,3,1,65764,3,0,0
2000154,"",0,"",0,0,1,0,0,False,"",27055,1,2,1,65765,3,0,0
2000164,"",0,"",0,0,1,0,0,False,"",20663,1,4,1,65763,3,0,0
2000165,"",0,"",0,0,1,0,0,False,"",25918,1,1,1,65766,3,0,0
2000168,"",0,"",0,0,1,0,0,False,"",22205,1,5,1,65841,3,0,0
2000169,"",0,"",0,0,1,0,0,False,"",22202,1,1,1,0,3,0,0
2000170,"",0,"",0,0,1,0,0,False,"",21211,1,1,1,0,3,0,0
2000177,"",0,"",0,0,1,0,0,False,"",22202,1,8,1,65862,3,0,0
2000185,"",0,"",0,0,1,0,0,False,"",38201,1,1,1,65921,3,0,0
2000186,"",0,"",0,0,1,0,0,False,"",26151,1,1,1,65916,3,0,0
2000187,"",0,"",0,0,1,0,0,False,"",26151,1,1,1,65916,3,0,0
2000188,"",0,"",0,0,1,0,0,False,"",26151,1,1,1,65916,3,0,0
2000189,"",0,"",0,0,1,0,0,False,"",25055,1,1,1,0,3,0,0
2000191,"",0,"",0,0,1,0,0,False,"",25919,1,1,1,65915,3,0,0
2000192,"",0,"",0,0,1,0,0,False,"",22627,1,3,1,65919,3,0,0
2000193,"",0,"",0,0,1,0,0,False,"",25308,0,99,1,0,0,0,0
2000196,"",0,"",0,0,1,0,0,False,"",20661,1,1,1,65930,3,0,0
2000197,"",0,"",0,0,1,0,0,False,"",25055,1,1,1,65931,3,0,0
2000198,"",0,"",0,0,1,0,0,False,"",25919,1,5,1,65932,3,0,0
2000199,"",0,"",0,0,1,0,0,False,"",25906,1,1,1,65839,3,0,0
2000200,"",0,"",0,0,1,0,0,False,"",24353,1,1,1,0,3,0,0
2000201,"",0,"",0,0,1,0,0,False,"",26151,1,1,1,65701,3,0,0
2000203,"",0,"",0,0,1,0,0,False,"",21003,1,1,1,0,3,0,0
2000204,"",0,"",0,0,1,0,0,False,"",32412,1,1,1,0,3,0,0
2000205,"",0,"",0,0,1,0,0,False,"",32412,1,1,1,0,3,0,0
2000206,"",0,"",0,0,1,0,0,False,"",21002,1,3,1,0,3,0,0
2000209,"",0,"",0,0,1,0,0,False,"",29002,1,4,1,0,3,0,0
2000210,"",0,"",0,0,1,0,0,False,"",25201,1,4,1,0,3,0,0
2000211,"",0,"",0,0,1,0,0,False,"",25155,1,2,1,65840,3,0,0
2000212,"",0,"",0,0,1,0,0,False,"",21215,1,1,1,65843,3,0,0
2000214,"",0,"",0,0,1,0,0,False,"",29002,1,4,1,65858,3,0,0
2000215,"",0,"",0,0,1,0,0,False,"",22601,1,4,1,0,3,0,0
2000216,"",0,"",0,0,1,0,0,False,"",21002,1,3,1,65844,3,0,0
2000217,"",0,"",0,0,1,0,0,False,"",25918,1,1,1,65942,3,0,0
2000218,"",0,"",0,0,1,0,0,False,"",22641,1,4,1,65945,3,0,0
2000219,"",0,"",0,0,1,0,0,False,"",21265,1,3,1,65946,3,0,0
2000220,"",0,"",0,0,1,0,0,False,"",22303,1,4,1,65947,3,0,0
2000221,"",0,"",0,0,1,0,0,False,"",24353,1,1,1,65952,3,0,0
2000222,"",0,"",0,0,1,0,0,False,"",21602,1,1,1,65951,3,0,0
2000223,"",0,"",0,0,1,0,0,False,"",21003,1,1,1,65951,3,0,0
2000224,"",0,"",0,0,1,0,0,False,"",20910,1,1,1,65951,3,0,0
2000225,"",0,"",0,0,1,0,0,False,"",25022,1,1,1,65953,3,0,0
2000228,"",0,"",0,0,1,0,0,False,"",25054,1,5,1,0,3,0,0
2000229,"",0,"",0,0,1,0,0,False,"",30426,1,1,1,65981,3,0,0
2000230,"",0,"",0,0,1,0,0,False,"",21005,1,2,1,65583,3,0,0
2000231,"",0,"",0,0,1,0,0,False,"",25919,1,3,1,0,3,0,0
2000232,"",0,"",0,0,1,0,0,False,"",25057,1,1,1,65974,3,0,0
2000233,"",0,"",0,0,1,0,0,False,"",25911,1,6,1,65974,3,0,0
2000234,"",0,"",0,0,1,0,0,False,"",26153,1,4,1,65860,3,0,0
2000235,"",0,"",0,0,1,0,0,False,"",24403,1,1,1,65591,3,0,0
2000236,"",0,"",0,0,1,0,0,False,"",22301,1,10,1,65592,3,0,0
2000237,"",0,"",0,0,1,0,0,False,"",21003,1,2,1,65923,3,0,0
2000238,"",0,"",0,0,1,0,0,False,"",25210,1,1,1,65839,3,0,0
2000239,"",0,"",0,0,1,0,0,False,"",24051,1,4,1,65856,3,0,0
2000240,"",0,"",0,0,1,0,0,False,"",25918,1,1,1,65982,3,0,0
2000241,"",0,"",0,0,1,0,0,False,"",26151,1,1,1,65925,3,0,0
2000242,"",0,"",0,0,1,0,0,False,"",25218,1,3,1,65910,3,0,0
2000243,"",0,"",0,0,1,0,0,False,"",22601,1,1,1,65974,3,0,0
2000244,"",0,"",0,0,1,0,0,False,"",21265,1,99,1,0,0,0,0
2000245,"",0,"",0,0,1,0,0,False,"",48021,1,1,1,65687,3,0,0
2000246,"",0,"",0,0,1,0,0,False,"",21003,1,1,1,65922,3,0,0
2000247,"",0,"",0,0,1,0,0,False,"",22628,1,1,1,65922,3,0,0
2000248,"",0,"",0,0,1,0,0,False,"",42808,1,1,1,65922,3,0,0
2000249,"",0,"",0,0,1,0,0,False,"",25918,1,1,1,65983,3,0,0
2000250,"",0,"",0,0,1,0,0,False,"",21002,1,1,1,65984,3,0,0
2000251,"",0,"",0,0,1,0,0,False,"",23001,0,99,1,0,0,0,0
2000252,"",0,"",0,0,1,0,0,False,"",21003,0,99,1,0,0,0,0
2000253,"",0,"",0,0,1,0,0,False,"",21202,0,99,1,0,0,0,0
2000254,"",0,"",0,0,1,0,0,False,"",21202,0,99,1,0,0,0,0
2000255,"",0,"",0,0,1,0,0,False,"",21003,0,99,1,0,0,0,0
2000256,"",0,"",0,0,1,0,0,False,"",23001,0,99,1,0,0,0,0
2000257,"",0,"",0,0,1,0,0,False,"",21202,0,99,1,0,0,0,0
2000258,"",0,"",0,0,1,0,0,False,"",23001,0,99,1,0,0,0,0
2000259,"",0,"",0,0,1,0,0,False,"",26151,1,99,1,0,0,0,0
2000260,"",0,"",0,0,1,0,0,False,"",25904,1,99,1,0,0,0,0
2000261,"",0,"",0,0,1,0,0,False,"",25902,1,99,1,0,0,0,0
2000262,"",0,"",0,0,1,0,0,False,"",25903,1,99,1,0,0,0,0
2000263,"",0,"",0,0,1,0,0,False,"",25903,1,99,1,0,0,0,0
2000264,"",0,"",0,0,1,0,0,False,"",25903,1,99,1,0,0,0,0
2000265,"",0,"",0,0,1,0,0,False,"",22408,0,99,1,0,0,0,0
2000266,"",0,"",0,0,1,0,0,False,"",22416,0,99,1,0,0,0,0
2000267,"",0,"",0,0,1,0,0,False,"",25304,0,99,1,0,0,0,0
2000268,"",0,"",0,0,1,0,0,False,"",22407,0,99,1,0,0,0,0
2000269,"",0,"",0,0,1,0,0,False,"",22416,0,99,1,0,0,0,0
2000270,"",0,"",0,0,1,0,0,False,"",25001,0,99,1,0,0,0,0
2000271,"",0,"",0,0,1,0,0,False,"",22407,0,99,1,0,0,0,0
2000272,"",0,"",0,0,1,0,0,False,"",22418,0,99,1,0,0,0,0
2000273,"",0,"",0,0,1,0,0,False,"",22643,0,99,1,0,0,0,0
2000274,"",0,"",0,0,1,0,0,False,"",22643,0,99,1,0,0,0,0
2000275,"",0,"",0,0,1,0,0,False,"",22407,0,99,1,0,0,0,0
2000276,"",0,"",0,0,1,0,0,False,"",22416,0,99,1,0,0,0,0
2000277,"",0,"",0,0,1,0,0,False,"",22407,0,99,1,0,0,0,0
2000278,"",0,"",0,0,1,0,0,False,"",25005,0,99,1,0,0,0,0
2000279,"",0,"",0,0,1,0,0,False,"",22418,0,99,1,0,0,0,0
2000280,"",0,"",0,0,1,0,0,False,"",25005,0,99,1,0,0,0,0
2000281,"",0,"",0,0,1,0,0,False,"",25314,0,99,1,0,0,0,0
2000282,"",0,"",0,0,1,0,0,False,"",21662,0,99,1,0,0,0,0
2000283,"",0,"",0,0,1,0,0,False,"",22418,0,99,1,0,0,0,0
2000284,"",0,"",0,0,1,0,0,False,"",22418,0,99,1,0,0,0,0
2000285,"",0,"",0,0,1,0,0,False,"",25302,0,99,1,0,0,0,0
2000286,"",0,"",0,0,1,0,0,False,"",25302,0,99,1,0,0,0,0
2000287,"",0,"",0,0,1,0,0,False,"",25302,0,99,1,0,0,0,0
2000288,"",0,"",0,0,1,0,0,False,"",25001,0,99,1,0,0,0,0
2000289,"",0,"",0,0,1,0,0,False,"",22407,0,99,1,0,0,0,0
2000290,"",0,"",0,0,1,0,0,False,"",22407,0,99,1,0,0,0,0
2000291,"",0,"",0,0,1,0,0,False,"",25314,0,99,1,0,0,0,0
2000292,"",0,"",0,0,1,0,0,False,"",25201,0,99,1,0,0,0,0
2000293,"",0,"",0,0,1,0,0,False,"",25314,0,99,1,0,0,0,0
2000294,"",0,"",0,0,1,0,0,False,"",25008,0,99,1,0,0,0,0
2000295,"",0,"",0,0,1,0,0,False,"",25008,0,99,1,0,0,0,0
2000296,"",0,"",0,0,1,0,0,False,"",22642,0,99,1,0,0,0,0
2000297,"",0,"",0,0,1,0,0,False,"",22642,0,99,1,0,0,0,0
2000298,"",0,"",0,0,1,0,0,False,"",22418,0,99,1,0,0,0,0
2000299,"",0,"",0,0,1,0,0,False,"",22649,0,99,1,0,0,0,0
2000300,"",0,"",0,0,1,0,0,False,"",22642,0,99,1,0,0,0,0
2000301,"",0,"",0,0,1,0,0,False,"",22304,0,99,1,0,0,0,0
2000302,"",0,"",0,0,1,0,0,False,"",25353,0,99,1,0,0,0,0
2000303,"",0,"",0,0,1,0,0,False,"",21651,0,99,1,0,0,0,0
2000304,"",0,"",0,0,1,0,0,False,"",25005,0,99,1,0,0,0,0
2000305,"",0,"",0,0,1,0,0,False,"",25005,0,99,1,0,0,0,0
2000306,"",0,"",0,0,1,0,0,False,"",25005,0,99,1,0,0,0,0
2000307,"",0,"",0,0,1,0,0,False,"",25016,0,99,1,0,0,0,0
2000308,"",0,"",0,0,1,0,0,False,"",25016,0,99,1,0,0,0,0
2000309,"",0,"",0,0,1,0,0,False,"",25916,0,99,1,0,0,0,0
2000310,"",0,"",0,0,1,0,0,False,"",20817,0,99,1,0,0,0,0
2000311,"",0,"",0,0,1,0,0,False,"",22416,0,99,1,0,0,0,0
2000312,"",0,"",0,0,1,0,0,False,"",25217,0,99,1,0,0,0,0
2000313,"",0,"",0,0,1,0,0,False,"",25023,0,99,1,0,0,0,0
2000314,"",0,"",0,0,1,0,0,False,"",25213,0,99,1,0,0,0,0
2000315,"",0,"",0,0,1,0,0,False,"",25308,0,99,1,0,0,0,0
2000316,"",0,"",0,0,1,0,0,False,"",27004,0,99,1,0,0,0,0
2000317,"",0,"",0,0,1,0,0,False,"",25407,0,99,1,0,0,0,0
2000318,"",0,"",0,0,1,0,0,False,"",22305,0,99,1,0,0,0,0
2000319,"",0,"",0,0,1,0,0,False,"",31816,0,99,1,0,0,0,0
2000320,"",0,"",0,0,1,0,0,False,"",25356,0,99,1,0,0,0,0
2000321,"",0,"",0,0,1,0,0,False,"",25252,0,99,1,0,0,0,0
2000322,"",0,"",0,0,1,0,0,False,"",25402,0,99,1,0,0,0,0
2000323,"",0,"",0,0,1,0,0,False,"",27241,0,99,1,0,0,0,0
2000324,"",0,"",0,0,1,0,0,False,"",22606,1,99,1,0,1,0,0
2000325,"",0,"",0,0,1,0,0,False,"",25153,0,99,1,0,0,0,0
2000326,"",0,"",0,0,1,0,0,False,"",26151,0,99,1,0,0,0,0
2000327,"",0,"",0,0,1,0,0,False,"",25057,0,99,1,0,0,0,0
2000328,"",0,"",0,0,1,0,0,False,"",26151,0,99,1,0,0,0,0
2000329,"",0,"",0,0,1,0,0,False,"",26151,0,99,1,0,0,0,0
2000330,"",0,"",0,0,1,0,0,False,"",25252,0,99,1,0,0,0,0
2000331,"",0,"",0,0,1,0,0,False,"",22015,0,99,1,0,0,0,0
2000332,"",0,"",0,0,1,0,0,False,"",22606,1,99,1,0,3,0,0
2000333,"",0,"",0,0,1,0,0,False,"",25007,1,99,1,0,3,0,0
2000335,"",0,"",0,0,1,0,0,False,"",25158,0,99,1,0,0,0,0
2000336,"",0,"",0,0,1,0,0,False,"",29002,0,99,1,0,0,0,0
2000337,"",0,"",0,0,1,0,0,False,"",26002,1,1,1,0,3,0,0
2000338,"",0,"",0,0,1,0,0,False,"",21005,1,1,1,65934,3,0,0
2000339,"",0,"",0,0,1,0,0,False,"",23001,1,1,1,65934,3,0,0
2000340,"",0,"",0,0,1,0,0,False,"",22606,1,3,1,65936,3,0,0
2000341,"",0,"",0,0,1,0,0,False,"",24353,1,1,1,65937,3,0,0
2000342,"",0,"",0,0,1,0,0,False,"",25004,1,1,1,65938,3,0,0
2000343,"",0,"",0,0,1,0,0,False,"",21003,1,1,1,65939,3,0,0
2000344,"",0,"",0,0,1,0,0,False,"",22623,1,1,1,65939,3,0,0
2000345,"",0,"",0,0,1,0,0,False,"",21002,1,1,1,65940,3,0,0
2000346,"",0,"",0,0,1,0,0,False,"",25251,1,3,1,65941,3,0,0
2000347,"",0,"",0,0,1,0,0,False,"",21466,1,3,1,66003,3,0,0
2000348,"",0,"",0,0,1,0,0,False,"",21002,1,3,1,66004,3,0,0
2000350,"",0,"",0,0,1,0,0,False,"",21003,1,3,1,66007,3,0,0
2000351,"",0,"",0,0,1,0,0,False,"",25312,1,3,1,66008,3,0,0
2000352,"",0,"",0,0,1,0,0,False,"",40502,1,1,1,0,3,0,0
2000353,"",0,"",0,0,1,0,0,False,"",44036,1,1,1,0,3,0,0
2000354,"",0,"",0,0,1,0,0,False,"",25918,1,1,1,65760,3,0,0
2000355,"",0,"",0,0,1,0,0,False,"",21906,1,5,1,65760,3,0,0
2000356,"",0,"",0,0,1,0,0,False,"",25919,1,1,1,66002,3,0,0
2000357,"",0,"",0,0,1,0,0,False,"",25919,1,1,1,66002,3,0,0
2000367,"",0,"",0,0,1,0,0,False,"",22305,1,6,1,66098,3,0,0
2000368,"",0,"",0,0,1,0,0,False,"",25906,1,1,1,65864,3,0,0
2000369,"",0,"",0,0,1,0,0,False,"",20004,1,3,1,66039,3,0,0
2000370,"",0,"",0,0,1,0,0,False,"",38005,1,1,1,66040,3,0,0
2000371,"",0,"",0,0,1,0,0,False,"",35052,1,1,1,66040,3,0,0
2000372,"",0,"",0,0,1,0,0,False,"",38051,1,1,1,66040,3,0,0
2000373,"",0,"",0,0,1,0,0,False,"",21003,1,4,1,65873,3,0,0
2000374,"",0,"",0,0,1,0,0,False,"",21280,1,4,1,65875,3,0,0
2000376,"",0,"",0,0,1,0,0,False,"",20641,1,4,1,65877,3,0,0
2000377,"",0,"",0,0,1,0,0,False,"",25918,1,1,1,65866,3,0,0
2000378,"",0,"",0,0,1,0,0,False,"",20004,1,3,1,66109,3,0,0
2000379,"",0,"",0,0,1,0,0,False,"",20682,1,2,1,66066,3,0,0
2000380,"",0,"",0,0,1,0,0,False,"",26151,1,1,1,66067,3,0,0
2000381,"",0,"",0,0,1,0,0,False,"",30362,1,1,1,65868,3,0,0
2000382,"",0,"",0,0,1,0,0,False,"",25154,1,2,1,65871,3,0,0
2000383,"",0,"",0,0,1,0,0,False,"",29201,1,2,1,65871,3,0,0
2000384,"",0,"",0,0,1,0,0,False,"",25156,1,2,1,65871,3,0,0
2000385,"",0,"",0,0,1,0,0,False,"",22601,1,5,1,66108,3,0,0
2000386,"",0,"",0,0,1,0,0,False,"",25906,1,1,1,66104,3,0,0
2000387,"",0,"",0,0,1,0,0,False,"",25906,1,1,1,66105,3,0,0
2000388,"",0,"",0,0,1,0,0,False,"",25906,1,1,1,66106,3,0,0
2000390,"",0,"",0,0,1,0,0,False,"",25906,1,1,1,66158,3,0,0
2000391,"",0,"",0,0,1,0,0,False,"",21251,1,1,1,66165,3,0,0
2000392,"",0,"",0,0,1,0,0,False,"",25002,1,3,1,66166,3,0,0
2000393,"",0,"",0,0,1,0,0,False,"",25906,1,5,1,66168,3,0,0
2000394,"",0,"",0,0,1,0,0,False,"",21213,1,5,1,66170,3,0,0
2000395,"",0,"",0,0,1,0,0,False,"",25055,1,1,1,66173,3,0,0
2000396,"",0,"",0,0,1,0,0,False,"",25918,1,1,1,66164,3,0,0
2000397,"",0,"",0,0,1,0,0,False,"",25919,1,1,1,0,3,0,0
2000398,"",0,"",0,0,1,0,0,False,"",25918,1,1,1,66087,3,0,0
2000399,"",0,"",0,0,1,0,0,False,"",26024,1,3,1,66154,3,0,0
2000400,"",0,"",0,0,1,0,0,False,"",22627,1,5,1,66163,3,0,0
2000401,"",0,"",0,0,1,0,0,False,"",48034,1,1,1,0,3,0,0
2000402,"",0,"",0,0,1,0,0,False,"",20601,1,1,1,65799,3,0,0
2000403,"",0,"",0,0,1,0,0,False,"",48034,1,1,1,65799,3,0,0
2000404,"",0,"",0,0,1,0,0,False,"",25918,1,1,1,65801,3,0,0
2000405,"",0,"",0,0,1,0,0,False,"",21002,1,1,1,66177,3,0,0
2000406,"",0,"",0,0,1,0,0,False,"",21003,1,6,1,66178,3,0,0
2000407,"",0,"",0,0,1,0,0,False,"",20662,1,3,1,66173,3,0,0
2000408,"",0,"",0,0,1,0,0,False,"",25155,1,5,1,66094,3,0,0
2000409,"",0,"",0,0,1,0,0,False,"",27281,1,4,1,66102,3,0,0
2000410,"",0,"",0,0,1,0,0,False,"",21003,1,1,1,65926,3,0,0
2000411,"",0,"",0,0,1,0,0,False,"",20662,1,1,1,65801,3,0,0
2000412,"",0,"",0,0,1,0,0,False,"",25906,1,5,1,66168,3,0,0
2000413,"",0,"",0,0,1,0,0,False,"",25906,1,4,1,65766,3,0,0
2000414,"",0,"",0,0,1,0,0,False,"",25919,1,1,1,65883,3,0,0
2000415,"",0,"",0,0,1,0,0,False,"",25151,1,1,1,65883,3,0,0
2000416,"",0,"",0,0,1,0,0,False,"",21003,1,1,1,65884,3,0,0
2000417,"",0,"",0,0,1,0,0,False,"",22601,1,2,1,65884,3,0,0
2000418,"",0,"",0,0,1,0,0,False,"",21003,1,1,1,65885,3,0,0
2000419,"",0,"",0,0,1,0,0,False,"",22601,1,2,1,65885,3,0,0
2000420,"",0,"",0,0,1,0,0,False,"",32806,1,1,1,65887,3,0,0
2000421,"",0,"",0,0,1,0,0,False,"",26002,1,1,1,65887,3,0,0
2000422,"",0,"",0,0,1,0,0,False,"",26002,1,3,1,65888,3,0,0
2000423,"",0,"",0,0,1,0,0,False,"",25917,1,5,1,66090,3,0,0
2000425,"",0,"",0,0,1,0,0,False,"",26002,1,3,1,65888,3,0,0
2000426,"",0,"",0,0,1,0,0,False,"",25906,1,3,1,65889,3,0,0
2000427,"",0,"",0,0,1,0,0,False,"",22603,1,3,1,66011,3,0,0
2000428,"",0,"",0,0,1,0,0,False,"",22610,1,1,1,66012,3,0,0
2000429,"",0,"",0,0,1,0,0,False,"",25351,1,4,1,66013,3,0,0
2000430,"",0,"",0,0,1,0,0,False,"",21003,1,3,1,66014,3,0,0
2000431,"",0,"",0,0,1,0,0,False,"",21005,1,1,1,0,3,0,0
2000432,"",0,"",0,0,1,0,0,False,"",23001,1,1,1,0,3,0,0
2000433,"",0,"",0,0,1,0,0,False,"",48801,1,1,1,65887,3,0,0
2000434,"",0,"",0,0,1,0,0,False,"",21003,1,1,1,66015,3,0,0
2000435,"",0,"",0,0,1,0,0,False,"",21610,1,3,1,66016,3,0,0
2000436,"",0,"",0,0,1,0,0,False,"",25919,1,3,1,66016,3,0,0
2000437,"",0,"",0,0,1,0,0,False,"",25919,1,3,1,66017,3,0,0
2000438,"",0,"",0,0,1,0,0,False,"",25105,1,1,1,66019,3,0,0
2000439,"",0,"",0,0,1,0,0,False,"",25054,1,3,1,66019,3,0,0
2000440,"",0,"",0,0,1,0,0,False,"",20012,1,3,1,66021,3,0,0
2000441,"",0,"",0,0,1,0,0,False,"",25904,1,99,1,0,0,0,0
2000442,"",0,"",0,0,1,0,0,False,"",21001,1,99,1,0,0,0,0
2000444,"",0,"",0,0,1,0,0,False,"",25055,1,7,1,65656,3,0,0
2000445,"",0,"",0,0,1,0,0,False,"",25918,1,1,1,66064,3,0,0
2000446,"",0,"",0,0,1,0,0,False,"",25918,1,1,1,66064,3,0,0
2000447,"",0,"",0,0,1,0,0,False,"",25002,1,6,1,65647,0,0,0
2000448,"",0,"",0,0,1,0,0,False,"",25918,1,1,1,65649,0,0,0
2000449,"",0,"",0,0,1,0,0,False,"",25906,1,2,1,65651,0,0,0
2000450,"",0,"",0,0,1,0,0,False,"",25153,1,4,1,65652,0,0,0
2000451,"",0,"",0,0,1,0,0,False,"",25919,1,2,1,65654,0,0,0
